HS - Combined  Product Code,HS - Combined  Product Description,CPC Product Code,CPC Product Description
510530,"(-2001) Fine animal hair, carded or combed",2615,"Wool and fine or coarse animal hair, carded or combed"
510531,(2002-) Of Kashmir (cashmere) goats,2615,"Wool and fine or coarse animal hair, carded or combed"
510539,(2002-) Other,2615,"Wool and fine or coarse animal hair, carded or combed"
510540,"Coarse animal hair, carded or combed",2615,"Wool and fine or coarse animal hair, carded or combed"
510610,Containing 85 % or more by weight of wool,2632,"Yarn of wool, containing 85% or more by weight of wool, not put up for"
510620,Containing less than 85 % by weight of wool,2633,"Yarn of wool, containing less than 85% by weight of wool, not put up for"
510710,Containing 85 % or more by weight of wool,2632,"Yarn of wool, containing 85% or more by weight of wool, not put up for"
510720,Containing less than 85 % by weight of wool,2633,"Yarn of wool, containing less than 85% by weight of wool, not put up for"
510810,Carded,2634,"Yarn of wool,not put up for retail sale; yarn of fine or coarse animal"
510820,Combed,2634,"Yarn of wool,not put up for retail sale; yarn of fine or coarse animal"
510910,Containing 85 % or more by weight of wool or of fine animal hair,2634,"Yarn of wool,not put up for retail sale; yarn of fine or coarse animal"
510990,Other,2634,"Yarn of wool,not put up for retail sale; yarn of fine or coarse animal"
511000,"Yarn of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale.",2634,"Yarn of wool,not put up for retail sale; yarn of fine or coarse animal"
511111,Of a weight not exceeding 300 g/m²,2652,"Woven fabrics of carded wool or of carded fine animal hair, containing"
511119,Other,2652,"Woven fabrics of carded wool or of carded fine animal hair, containing"
511120,"Other, mixed mainly or solely with manmade filaments",2654,"Woven fabrics of wool or fine animal hair, containing less than 85% by"
511130,"Other, mixed mainly or solely with manmade staple fibres",2654,"Woven fabrics of wool or fine animal hair, containing less than 85% by"
511190,Other,2654,"Woven fabrics of wool or fine animal hair, containing less than 85% by"
511211,Of a weight not exceeding 200 g/m²,2653,"Woven fabrics of combed wool or of combed fine animal hair, containing"
511219,Other,2653,"Woven fabrics of combed wool or of combed fine animal hair, containing"
511220,"Other, mixed mainly or solely with manmade filaments",2654,"Woven fabrics of wool or fine animal hair, containing less than 85% by"
511230,"Other, mixed mainly or solely with manmade staple fibres",2654,"Woven fabrics of wool or fine animal hair, containing less than 85% by"
511290,Other,2654,"Woven fabrics of wool or fine animal hair, containing less than 85% by"
511300,Woven fabrics of coarse animal hair or of horsehair.,2655,Woven fabrics of coarse animal hair or of horsehair
520100,"Cotton, not carded or combed.",01921,"Cotton, whether or not ginned"
520210,Yarn waste (including thread waste),39214,"Cotton waste, except garnetted stock"
520291,Garnetted stock,39215,Other cotton waste; garnetted stock
520299,Other,39215,Other cotton waste; garnetted stock
520300,"Cotton, carded or combed.",2616,"Cotton, carded or combed"
520411,Containing 85 % or more by weight of cotton,2635,Cotton sewing thread
520419,Other,2635,Cotton sewing thread
520420,Put up for retail sale,2635,Cotton sewing thread
520511,Measuring 714.29 decitex or more (not exceeding 14 metric number),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520512,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520513,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520514,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520515,Measuring less than 125 decitex (exceeding 80 metric number),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520521,Measuring 714.29 decitex or more (not exceeding 14 metric number),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520522,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520523,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520524,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520525,"(-1995) Combed single cotton yarn, with >=85% cott",2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520526,(1996-) Measuring less than 125 decitex but not less than 106.38 decitex (exceeding 80 metric number but not exceeding 94 metric number),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520527,(1996-) Measuring less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520528,(1996-) Measuring less than 83.33 decitex (exceeding 120 metric number),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520531,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520532,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520533,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520534,Measuring per single yarn less than 192.31 decitex but not less than  125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520535,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520541,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520542,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520543,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520544,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520545,"(-1995) Combed cabled cotton yarn, with >=85% cott",2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520546,(1996-) Measuring per single yarn less than 125 decitex but not less than 106.38 decitex (exceeding 80 metric number but not exceeding 94 metric number per single yarn),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520547,(1996-) Measuring per single yarn less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number per single yarn),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520548,(1996-) Measuring per single yarn less than 83.33 decitex (exceeding 120 metric number per single yarn),2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520611,Measuring 714.29 decitex or more (not exceeding 14 metric number),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520612,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not  exceeding 43 metric number),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520613,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520614,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520615,Measuring less than 125 decitex (exceeding 80 metric number),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520621,Measuring 714.29 decitex or more (not exceeding 14 metric number),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520622,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520623,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520624,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520625,Measuring less than 125 decitex (exceeding 80 metric number),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520631,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520632,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520633,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520634,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520635,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520641,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520642,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520643,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520644,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520645,Measuring per single yarn less than 125 decitex  (exceeding 80 metric number per single yarn),2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520710,Containing 85 % or more by weight of cotton,2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of"
520790,Other,2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton"
520811,"Plain weave, weighing not more than 100 g/m2",2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520812,"Plain weave, weighing more than 100 g/m2",2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520813,"3thread or 4thread twill, including cross twill",2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520819,Other fabrics,2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520821,"Plain weave, weighing not more than 100 g/m2",2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520822,"Plain weave, weighing more than 100 g/m2",2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520823,"3thread or 4thread twill, including cross twill",2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520829,Other fabrics,2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520831,"Plain weave, weighing not more than 100 g/m2",2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520832,"Plain weave, weighing more than 100 g/m2",2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520833,"3thread or 4thread twill, including cross twill",2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520839,Other fabrics,2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520841,"Plain weave, weighing not more than 100 g/m2",2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520842,"Plain weave, weighing more than 100 g/m2",2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520843,"3thread or 4thread twill, including cross twill",2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520849,Other fabrics,2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520851,"Plain weave, weighing not more than 100 g/m2",2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520852,"Plain weave, weighing more than 100 g/m2",2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520853,"(-2006) 3thread or 4thread twill, including cross twill",2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520859,Other fabrics,2661,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520911,Plain weave,2662,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520912,"3thread or 4thread twill, including cross twill",2662,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520919,Other fabrics,2662,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520921,Plain weave,2662,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520922,"3thread or 4thread twill, including cross twill",2662,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520929,Other fabrics,2662,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520931,Plain weave,2662,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520932,"3thread or 4thread twill, including cross twill",2662,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520939,Other fabrics,2662,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520941,Plain weave,2662,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520942,Denim,2662,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520943,"Other fabrics of 3thread or 4thread twill, including cross twill",2662,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520949,Other fabrics,2662,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520951,Plain weave,2662,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520952,"3thread or 4thread twill, including cross twill",2662,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
520959,Other fabrics,2662,"Woven fabrics of cotton, containing 85% or more by weight of cotton,"
521011,Plain weave,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521012,"(-2006) 3thread or 4thread twill, including cross twill",2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521019,Other fabrics,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521021,Plain weave,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521022,"(-2006) 3thread or 4thread twill, including cross twill",2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521029,Other fabrics,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521031,Plain weave,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521032,"3thread or 4thread twill, including cross twill",2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521039,Other fabrics,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521041,Plain weave,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521042,"(-2006) 3thread or 4thread twill, including cross twill",2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521049,Other fabrics,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521051,Plain weave,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521052,"(-2006) 3thread or 4thread twill, including cross twill",2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521059,Other fabrics,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521111,Plain weave,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521112,"3thread or 4thread twill, including cross twill",2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521119,Other fabrics,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521121,(-2006) Plain weave,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521122,"(-2006) 3thread or 4thread twill, including cross twill",2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521129,(-2006) Other fabrics,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521131,Plain weave,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521132,"3thread or 4thread twill, including cross twill",2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521139,Other fabrics,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521141,Plain weave,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521142,Denim,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521143,"Other fabrics of 3thread or 4thread twill, including  cross twill",2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521149,Other fabrics,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521151,Plain weave,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521152,"3thread or 4thread twill, including cross twill",2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521159,Other fabrics,2663,"Woven fabrics of cotton, containing less than 85% by weight of cotton,"
521211,Unbleached,2669,Other woven fabrics of cotton
521212,Bleached,2669,Other woven fabrics of cotton
521213,Dyed,2669,Other woven fabrics of cotton
521214,Of yarns of different colours,2669,Other woven fabrics of cotton
521215,Printed,2669,Other woven fabrics of cotton
521221,Unbleached,2669,Other woven fabrics of cotton
521222,Bleached,2669,Other woven fabrics of cotton
521223,Dyed,2669,Other woven fabrics of cotton
521224,Of yarns of different colours,2669,Other woven fabrics of cotton
521225,Printed,2669,Other woven fabrics of cotton
530110,"Flax, raw or retted",01923,"Flax and true hemp, raw or retted; sizal and other textile fibres of the"
530121,Broken or scutched,2619,"Other vegetable textile fibres, processed but not spun; tow and waste of these fibres"
530129,Other,2619,"Other vegetable textile fibres, processed but not spun; tow and waste of these fibres"
530130,Flax tow and waste,2619,"Other vegetable textile fibres, processed but not spun; tow and waste of these fibres"
530210,"True hemp, raw or retted",01923,"Flax and true hemp, raw or retted; sizal and other textile fibres of the"
530290,Other,2619,"Other vegetable textile fibres, processed but not spun; tow and waste of these fibres"
530310,"Jute and other textile bast fibres, raw or retted",01922,"Jute and other textile bast fibres, raw or retted, except flax, true"
530390,Other,2617,"Jute and other textile bast fibres (except flax, true hemp and ramie),"
530410,"(-2006) Sisal and other textile fibres of the genus Agave, raw",01923,"Flax and true hemp, raw or retted; sizal and other textile fibres of the"
530490,(-2006) Other,2619,"Other vegetable textile fibres, processed but not spun; tow and waste of these fibres"
530511,(-2006) Raw,01923,"Flax and true hemp, raw or retted; sizal and other textile fibres of the"
530519,(-2006) Other,2619,"Other vegetable textile fibres, processed but not spun; tow and waste of these fibres"
530521,(-2006) Raw,01923,"Flax and true hemp, raw or retted; sizal and other textile fibres of the"
530529,(-2006) Other,2619,"Other vegetable textile fibres, processed but not spun; tow and waste of these fibres"
530590,(2002-2006) Other,2619,"Other vegetable textile fibres, processed but not spun; tow and waste of these fibres"
530591,(-2001) Other :-- Raw,01923,"Flax and true hemp, raw or retted; sizal and other textile fibres of the"
530599,(-2001) Other,2619,"Other vegetable textile fibres, processed but not spun; tow and waste of these fibres"
530610,Single,2638,"Yarn of vegetable textile fibres other than cotton (including flax, jute,"
530620,Multiple (folded) or cabled,2638,"Yarn of vegetable textile fibres other than cotton (including flax, jute,"
530710,Single,2638,"Yarn of vegetable textile fibres other than cotton (including flax, jute,"
530720,Multiple (folded) or cabled,2638,"Yarn of vegetable textile fibres other than cotton (including flax, jute,"
530810,Coir yarn,2638,"Yarn of vegetable textile fibres other than cotton (including flax, jute,"
530820,True hemp yarn,2638,"Yarn of vegetable textile fibres other than cotton (including flax, jute,"
530830,(-2001) Paper yarn,2638,"Yarn of vegetable textile fibres other than cotton (including flax, jute,"
530890,Other,2638,"Yarn of vegetable textile fibres other than cotton (including flax, jute,"
530911,Unbleached or bleached,2656,Woven fabrics of flax
530919,Other,2656,Woven fabrics of flax
530921,Unbleached or bleached,2656,Woven fabrics of flax
530929,Other,2656,Woven fabrics of flax
531010,Unbleached,2657,"Woven fabrics of jute and other textile bast fibres (except flax, true hemp and ramie)"
531090,Other,2657,"Woven fabrics of jute and other textile bast fibres (except flax, true hemp and ramie)"
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn.,2659,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn
540110,Of synthetic filaments,2641,Sewing thread of man-made filaments or staple fibres
540120,Of artificial filaments,2641,Sewing thread of man-made filaments or staple fibres
540210,(-2006) High tenacity yarn of nylon or other polyamides,3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540220,High tenacity yarn of polyesters,3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540231,"Of nylon or other polyamides, measuring per single yarn not more than 50 tex",3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540232,"Of nylon or other polyamides, measuring per single yarn more than 50 tex",3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540233,Of polyesters,3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540239,Other,3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540241,(-2006) Of nylon or other polyamides,3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540242,"(-2006) Of polyesters, partially oriented",3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540243,"(-2006) Of polyesters, other",3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540249,Other,3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540251,Of nylon or other polyamides,3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540252,Of polyesters,3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540259,Other,3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540261,Of nylon or other polyamides,2642,"Yarn of man-made filaments, multiple or cabled (other than sewing thread,"
540262,Of polyesters,2642,"Yarn of man-made filaments, multiple or cabled (other than sewing thread,"
540269,Other,2642,"Yarn of man-made filaments, multiple or cabled (other than sewing thread,"
540310,High tenacity yarn of viscose rayon,3555,Artificial filament yarn (except sewing thread and multiple or cabled
540320,(-2006) Textured yarn,3555,Artificial filament yarn (except sewing thread and multiple or cabled
540331,"Of viscose rayon, untwisted or with a twist not exceeding 120 turns per metre",3555,Artificial filament yarn (except sewing thread and multiple or cabled
540332,"Of viscose rayon, with a twist exceeding 120 turns per metre",3555,Artificial filament yarn (except sewing thread and multiple or cabled
540333,Of cellulose acetate,3555,Artificial filament yarn (except sewing thread and multiple or cabled
540339,Other,3555,Artificial filament yarn (except sewing thread and multiple or cabled
540341,Of viscose rayon,2642,"Yarn of man-made filaments, multiple or cabled (other than sewing thread,"
540342,Of cellulose acetate,2642,"Yarn of man-made filaments, multiple or cabled (other than sewing thread,"
540349,Other,2642,"Yarn of man-made filaments, multiple or cabled (other than sewing thread,"
540410,(-2006) Monofilament,3553,Synthetic monofilament and strip
540490,Other,3553,Synthetic monofilament and strip
540500,"Artificial monofilament of 67 decitex or more and of which no crosssectional dimension exceeds 1 mm; strip and the  like (for example, artificial straw) of artificial textile materials of an apparent width not exceeding 5 mm.",3556,Artificial monofilament and strip
540610,(-2006) Synthetic filament yarn,2642,"Yarn of man-made filaments, multiple or cabled (other than sewing thread,"
540620,(-2006) Artificial filament yarn,2642,"Yarn of man-made filaments, multiple or cabled (other than sewing thread,"
540710,Woven fabrics obtained from high tenacity yarn of nylon or other polyamides or of polyesters,2671,"Woven fabrics of man-made filament yarn, obtained from high tenacity"
540720,Woven fabrics obtained from strip or the like,2671,"Woven fabrics of man-made filament yarn, obtained from high tenacity"
540730,Fabrics specified in Note 9 to Section XI,2671,"Woven fabrics of man-made filament yarn, obtained from high tenacity"
540741,Unbleached or bleached,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540742,Dyed,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540743,Of yarns of different colours,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540744,Printed,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540751,Unbleached or bleached,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540752,Dyed,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540753,Of yarns of different colours,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540754,Printed,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540760,"(-1995) Other woven fabrics of synthetic yarn, >=8",2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540761,(1996-) Containing 85 % or more by weight of nontextured polyester filaments,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540769,(1996-) Other,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540771,Unbleached or bleached,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540772,Dyed,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540773,Of yarns of different colours,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540774,Printed,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540781,Unbleached or bleached,2673,Other woven fabrics of man-made filament yarn
540782,Dyed,2673,Other woven fabrics of man-made filament yarn
540783,Of yarns of different colours,2673,Other woven fabrics of man-made filament yarn
540784,Printed,2673,Other woven fabrics of man-made filament yarn
540791,Unbleached or bleached,2673,Other woven fabrics of man-made filament yarn
540792,Dyed,2673,Other woven fabrics of man-made filament yarn
540793,Of yarns of different colours,2673,Other woven fabrics of man-made filament yarn
540794,Printed,2673,Other woven fabrics of man-made filament yarn
540810,Woven fabrics obtained from high tenacity yarn of viscose rayon,2671,"Woven fabrics of man-made filament yarn, obtained from high tenacity"
540821,Unbleached or bleached,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540822,Dyed,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540823,Of yarns of different colours,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540824,Printed,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540831,Unbleached or bleached,2673,Other woven fabrics of man-made filament yarn
540832,Dyed,2673,Other woven fabrics of man-made filament yarn
540833,Of yarns of different colours,2673,Other woven fabrics of man-made filament yarn
540834,Printed,2673,Other woven fabrics of man-made filament yarn
550110,Of nylon or other polyamides,3551,"Synthetic filament tow and staple fibres, not carded or combed"
550120,Of polyesters,3551,"Synthetic filament tow and staple fibres, not carded or combed"
550130,Acrylic or modacrylic,3551,"Synthetic filament tow and staple fibres, not carded or combed"
550190,Other,3551,"Synthetic filament tow and staple fibres, not carded or combed"
550200,Artificial filament tow.,3554,"Artificial filament tow and staple fibres, not carded or combed"
550310,(-2006) Of nylon or other polyamides,3551,"Synthetic filament tow and staple fibres, not carded or combed"
550320,Of polyesters,3551,"Synthetic filament tow and staple fibres, not carded or combed"
550330,Acrylic or modacrylic,3551,"Synthetic filament tow and staple fibres, not carded or combed"
550340,Of polypropylene,3551,"Synthetic filament tow and staple fibres, not carded or combed"
550390,Other,3551,"Synthetic filament tow and staple fibres, not carded or combed"
550410,Of viscose rayon,3554,"Artificial filament tow and staple fibres, not carded or combed"
550490,Other,3554,"Artificial filament tow and staple fibres, not carded or combed"
550510,Of synthetic fibres,39216,Waste of man-made fibres
550520,Of artificial fibres,39216,Waste of man-made fibres
550610,Of nylon or other polyamides,2621,"Synthetic staple fibres, carded, combed or otherwise processed for spinning"
550620,Of polyesters,2621,"Synthetic staple fibres, carded, combed or otherwise processed for spinning"
550630,Acrylic or modacrylic,2621,"Synthetic staple fibres, carded, combed or otherwise processed for spinning"
