HS - Combined  Product Code,HS - Combined  Product Description,CPC Product Code,CPC Product Description
550690,Other,2621,"Synthetic staple fibres, carded, combed or otherwise processed for spinning"
550700,"Artificial staple fibres, carded, combed or otherwise processed for spinning.",2622,"Artificial staple fibres, carded, combed or otherwise processed for"
550810,Of synthetic staple fibres,2641,Sewing thread of man-made filaments or staple fibres
550820,Of artificial staple fibres,2641,Sewing thread of man-made filaments or staple fibres
550911,Single yarn,2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550912,Multiple (folded) or cabled yarn,2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550921,Single yarn,2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550922,Multiple (folded) or cabled yarn,2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550931,Single yarn,2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550932,Multiple (folded) or cabled yarn,2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550941,Single yarn,2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550942,Multiple (folded) or cabled yarn,2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550951,Mixed mainly or solely with artificial staple fibres,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550952,Mixed mainly or solely with wool or fine animal hair,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550953,Mixed mainly or solely with cotton,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550959,Other,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550961,Mixed mainly or solely with wool or fine animal hair,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550962,Mixed mainly or solely with cotton,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550969,Other,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550991,Mixed mainly or solely with wool or fine animal hair,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550992,Mixed mainly or solely with cotton,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550999,Other,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
551011,Single yarn,2645,"Yarn (other than sewing thread) of artificial staple fibres, containing"
551012,Multiple (folded) or cabled yarn,2645,"Yarn (other than sewing thread) of artificial staple fibres, containing"
551020,"Other yarn, mixed mainly or solely with wool or fine animal hair",2646,"Yarn (other than sewing thread) of artificial staple fibres, containing"
551030,"Other yarn, mixed mainly or solely with cotton",2646,"Yarn (other than sewing thread) of artificial staple fibres, containing"
551090,Other yarn,2646,"Yarn (other than sewing thread) of artificial staple fibres, containing"
551110,"Of synthetic staple fibres, containing 85 % or more by weight of such fibres",2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
551120,"Of synthetic staple fibres, containing less than 85 % by weight of such fibres",2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
551130,Of artificial staple fibres,2646,"Yarn (other than sewing thread) of artificial staple fibres, containing"
551211,Unbleached or bleached,2674,"Woven fabrics of synthetic staple fibres, containing 85% or more by"
551219,Other,2674,"Woven fabrics of synthetic staple fibres, containing 85% or more by"
551221,Unbleached or bleached,2674,"Woven fabrics of synthetic staple fibres, containing 85% or more by"
551229,Other,2674,"Woven fabrics of synthetic staple fibres, containing 85% or more by"
551291,Unbleached or bleached,2674,"Woven fabrics of synthetic staple fibres, containing 85% or more by"
551299,Other,2674,"Woven fabrics of synthetic staple fibres, containing 85% or more by"
551311,"Of polyester staple fibres, plain weave",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551312,"3thread or 4thread twill, including cross twill, of polyester staple fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551313,Other woven fabrics of polyester staple fibres,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551319,Other woven fabrics,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551321,"Of polyester staple fibres, plain weave",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551322,"(-2006) 3thread or 4thread twill, including cross twill, of polyester staple fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551323,Other woven fabrics of polyester staple fibres,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551329,Other woven fabrics,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551331,"Of polyester staple fibres, plain weave",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551332,"(-2006) 3thread or 4thread twill, including cross twill, of polyester staple fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551333,(-2006) Other woven fabrics of polyester staple fibres,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551339,Other woven fabrics,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551341,"Of polyester staple fibres, plain weave",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551342,"(-2006) 3thread or 4thread twill, including cross twill, of polyester staple fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551343,(-2006) Other woven fabrics of polyester staple fibres,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551349,Other woven fabrics,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551411,"Of polyester staple fibres, plain weave",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551412,"3thread or 4thread twill, including cross twill, of polyester staple fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551413,(-2006) Other woven fabrics of polyester staple fibres,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551419,Other woven fabrics,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551421,"Of polyester staple fibres, plain weave",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551422,"3thread or 4thread twill, including cross twill, of polyester staple fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551423,Other woven fabrics of polyester staple fibres,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551429,Other woven fabrics,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551431,"(-2006) Of polyester staple fibres, plain weave",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551432,"(-2006) 3thread or 4thread twill, including cross twill, of polyester staple fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551433,(-2006) Other woven fabrics of polyester staple fibres,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551439,(-2006) Other woven fabrics,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551441,"Of polyester staple fibres, plain weave",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551442,"3thread or 4thread twill, including cross twill, of polyester staple fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551443,Other woven fabrics of polyester staple fibres,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551449,Other woven fabrics,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551511,Mixed mainly or solely with viscose rayon staple fibres,2679,Other woven fabrics of man-made staple fibres
551512,Mixed mainly or solely with manmade filaments,2679,Other woven fabrics of man-made staple fibres
551513,Mixed mainly or solely with wool or fine animal hair,2677,"Woven fabrics of man-made staple fibres, containing less than 85% of"
551519,Other,2679,Other woven fabrics of man-made staple fibres
551521,Mixed mainly or solely with manmade filaments,2679,Other woven fabrics of man-made staple fibres
551522,Mixed mainly or solely with wool or fine animal hair,2677,"Woven fabrics of man-made staple fibres, containing less than 85% of"
551529,Other,2679,Other woven fabrics of man-made staple fibres
551591,Mixed mainly or solely with manmade filaments,2679,Other woven fabrics of man-made staple fibres
551592,(-2006) Mixed mainly or solely with wool or fine animal hair,2677,"Woven fabrics of man-made staple fibres, containing less than 85% of"
551599,Other,2679,Other woven fabrics of man-made staple fibres
551611,Unbleached or bleached,2675,"Woven fabrics of artificial staple fibres, containing 85% or more by"
551612,Dyed,2675,"Woven fabrics of artificial staple fibres, containing 85% or more by"
551613,Of yarns of different colours,2675,"Woven fabrics of artificial staple fibres, containing 85% or more by"
551614,Printed,2675,"Woven fabrics of artificial staple fibres, containing 85% or more by"
551621,Unbleached or bleached,2679,Other woven fabrics of man-made staple fibres
551622,Dyed,2679,Other woven fabrics of man-made staple fibres
551623,Of yarns of different colours,2679,Other woven fabrics of man-made staple fibres
551624,Printed,2679,Other woven fabrics of man-made staple fibres
551631,Unbleached or bleached,2677,"Woven fabrics of man-made staple fibres, containing less than 85% of"
551632,Dyed,2677,"Woven fabrics of man-made staple fibres, containing less than 85% of"
