HS 1988/92 Product Code,HS 1988/92 Product Description,BEC Product Code,BEC Product Description
844140,"Machines for moulding articles in paper pulp, p",41,Capital goods (except for transport equipment)
844180,"Machinery for making up paper pulp, paper or pa",41,Capital goods (except for transport equipment)
844210,Phototype-setting and composing machines,41,Capital goods (except for transport equipment)
844220,Mach app&equip for type-set or comp by oth proc,41,Capital goods (except for transport equipment)
844230,Mach app & equip for preparing or making printi,41,Capital goods (except for transport equipment)
844311,Reel fed offset printing machinery,41,Capital goods (except for transport equipment)
844312,"Sheet fed, office type (sheet size not exc-22x3",41,Capital goods (except for transport equipment)
844319,Offset printing machinery nes,41,Capital goods (except for transport equipment)
844321,Reel fed letterpress printing mach exc flexogra,41,Capital goods (except for transport equipment)
844329,Letterpress printing machinery nes exc flexogra,41,Capital goods (except for transport equipment)
844330,Flexographic printing machinery,41,Capital goods (except for transport equipment)
844340,Gravure printing machinery,41,Capital goods (except for transport equipment)
844350,Printing machinery nes,41,Capital goods (except for transport equipment)
844360,Machines for uses ancillary to printing,41,Capital goods (except for transport equipment)
844400,"Machines for extruding, drawing, text or cuttin",41,Capital goods (except for transport equipment)
844511,Textile carding machines,41,Capital goods (except for transport equipment)
844512,Textile combing machines,41,Capital goods (except for transport equipment)
844513,Textile drawing or roving machines,41,Capital goods (except for transport equipment)
844519,Textile preparing machines nes,41,Capital goods (except for transport equipment)
844520,Textile spinning machines,41,Capital goods (except for transport equipment)
844530,Textile doubling or twisting machines,41,Capital goods (except for transport equipment)
844540,Textile winding (including weft-winding) or ree,41,Capital goods (except for transport equipment)
844590,Machinery for producing or preparing textile ya,41,Capital goods (except for transport equipment)
844610,Machines for weaving fabrics of a width not exc,41,Capital goods (except for transport equipment)
844621,Machines for weaving fabrics of a width exc 30,41,Capital goods (except for transport equipment)
844629,Machines for weaving fabrics of a width exceedi,41,Capital goods (except for transport equipment)
844630,Machines for weaving fabrics of a width exceedi,41,Capital goods (except for transport equipment)
844711,Circular knitting machines with cylinder diamet,41,Capital goods (except for transport equipment)
844712,Circular knitting machines with cylinder diamet,41,Capital goods (except for transport equipment)
844720,Flat knitting machines; stitch-bonding machines,41,Capital goods (except for transport equipment)
844790,Mach for making gimped yarn/tulle/lace/embroide,41,Capital goods (except for transport equipment)
844900,Mach for the mfr or fin of felt or n-wov in the,41,Capital goods (except for transport equipment)
845020,Household or laundry-type washing mach of a dry,41,Capital goods (except for transport equipment)
845110,Dry-cleaning machines o/t hdg No 84.50,41,Capital goods (except for transport equipment)
845129,Drying machines (o/t No 84.50) nes,41,Capital goods (except for transport equipment)
845130,Ironing mach & presses (including fusing presse,41,Capital goods (except for transport equipment)
845140,"Washing, bleaching or dyeing machines (o/t mach",41,Capital goods (except for transport equipment)
845150,"Mach for reeling,unreeling,folding,cut or pink",41,Capital goods (except for transport equipment)
845180,Mach for wring/dress/finishing/coating or impre,41,Capital goods (except for transport equipment)
845221,"Automatic sewing machines, other than book-sewi",41,Capital goods (except for transport equipment)
845229,"Sewing machines, other than book-sewing machine",41,Capital goods (except for transport equipment)
845310,"Machinery for preparing,tanning or working hide",41,Capital goods (except for transport equipment)
845320,Machinery for making or repairing footwear,41,Capital goods (except for transport equipment)
845380,"Mach for making or repair art of hides,skins or",41,Capital goods (except for transport equipment)
845410,Converters used in metallurgy or metal foundrie,41,Capital goods (except for transport equipment)
845420,Ingot moulds & ladles used in metallurgy or met,41,Capital goods (except for transport equipment)
845430,Casting machines used in metallurgy or metal fo,41,Capital goods (except for transport equipment)
845510,"Tube mills, metal rolling",41,Capital goods (except for transport equipment)
845521,Hot or combination hot & cold metal rolling mil,41,Capital goods (except for transport equipment)
845522,Cold metal rolling mills,41,Capital goods (except for transport equipment)
845610,Mach-tls for work any mat by rem of mat optd by,41,Capital goods (except for transport equipment)
845620,Mach-tls for work any mat by rem of mat optd by,41,Capital goods (except for transport equipment)
845630,Mach-tls for work any mat by rem of mat optd by,41,Capital goods (except for transport equipment)
845690,Mach-tls for work any mat by rem of mat optd by,41,Capital goods (except for transport equipment)
845710,"Machining centres, for working metal",41,Capital goods (except for transport equipment)
845720,Unit construction machines (single sta) for wor,41,Capital goods (except for transport equipment)
845730,Multi-station transfer machines for working met,41,Capital goods (except for transport equipment)
845811,Horizontal lathes numerically controlled for re,41,Capital goods (except for transport equipment)
845819,Horizontal lathes nes for removing metal,41,Capital goods (except for transport equipment)
845891,Lathes nes numerically controlled for removing,41,Capital goods (except for transport equipment)
845899,Lathes nes for removing metal,41,Capital goods (except for transport equipment)
845910,Way-type unit head mches for removing metal,41,Capital goods (except for transport equipment)
845921,Drilling mches nes; numerically controlled for,41,Capital goods (except for transport equipment)
845929,"Drilling mches nes, for removing metal",41,Capital goods (except for transport equipment)
845931,"Boring-milling mches nes, numerically controlle",41,Capital goods (except for transport equipment)
845939,Boring-milling mches nes for removing metal,41,Capital goods (except for transport equipment)
845940,Boring machines nes for removing metal,41,Capital goods (except for transport equipment)
845951,"Milling mach, knee-type numerically controlled",41,Capital goods (except for transport equipment)
845959,"Milling mach, knee-type nes for removing metal",41,Capital goods (except for transport equipment)
845961,"Milling machines nes, numerically controlled fo",41,Capital goods (except for transport equipment)
845969,"Milling machines nes, for removing metal",41,Capital goods (except for transport equipment)
845970,Threading or tapping machines nes for removing,41,Capital goods (except for transport equipment)
846011,Fl-surf grinding mach where the pos of one axis,41,Capital goods (except for transport equipment)
846019,Fl-surf grinding mach where the pos of one axis,41,Capital goods (except for transport equipment)
846021,Grinding mach where pos of one axis to an acc t,41,Capital goods (except for transport equipment)
846029,Grinding mach where pos of one axis to an acc t,41,Capital goods (except for transport equipment)
846031,Sharpening (tool or cutter grinding) mach n/c f,41,Capital goods (except for transport equipment)
846039,Sharpening (tool or cutter grinding) mach nes f,41,Capital goods (except for transport equipment)
846040,Honing or lapping machines for removing metal,41,Capital goods (except for transport equipment)
846090,Mach-tools for deburring polishing etc for fin,41,Capital goods (except for transport equipment)
846110,Planing machines by removing metal,41,Capital goods (except for transport equipment)
846120,Shaping or slotting machines by removing metal,41,Capital goods (except for transport equipment)
846130,Broaching machines by removing metal,41,Capital goods (except for transport equipment)
846140,"Gear cutting, gear grinding or gear finishing m",41,Capital goods (except for transport equipment)
846150,Sawing or cutting-off machines by removing meta,41,Capital goods (except for transport equipment)
846190,Filing or engraving mach(o/t those of hdg 84.59,41,Capital goods (except for transport equipment)
846210,Forging or die-stamping mach (inc presses) and,41,Capital goods (except for transport equipment)
846221,Bending folding stgting or flattening mach (inc,41,Capital goods (except for transport equipment)
846229,Bending/folding/stgting or flattening mach (inc,41,Capital goods (except for transport equipment)
846231,Shearing mach (inc presses) o/t combined punch/,41,Capital goods (except for transport equipment)
846239,Shearing mach (inc presses) o/t combined pnnch/,41,Capital goods (except for transport equipment)
846241,Punching/notching mach including comb punch/she,41,Capital goods (except for transport equipment)
846249,Punching/notching mach including comb punch/she,41,Capital goods (except for transport equipment)
846291,Hydraulic presses for working metal,41,Capital goods (except for transport equipment)
846299,Presses nes for working metal,41,Capital goods (except for transport equipment)
846310,Draw-benches for bars/tubes/profiles wire or th,41,Capital goods (except for transport equipment)
846320,Thread rolling machines for working metal,41,Capital goods (except for transport equipment)
846330,Machines for working metal wire,41,Capital goods (except for transport equipment)
846390,Mach-tls for wrkg mtl/sntrd mtl carbd or cermet,41,Capital goods (except for transport equipment)
846410,Sawing mach for wrkg stone/ceram/concr/asb/ceme,41,Capital goods (except for transport equipment)
846420,Grindg/polish mach for wrkg ston/ceram/concr/as,41,Capital goods (except for transport equipment)
846490,Mach-tls for wrkg ston/ceram/concr/asb-cement e,41,Capital goods (except for transport equipment)
846510,Mach which can c/o diff typ of mach op w/o tl c,41,Capital goods (except for transport equipment)
846591,Sawing machines for working wood/cork/ bone/har,41,Capital goods (except for transport equipment)
846592,Planing/milling or moulding (by cutting) mach f,41,Capital goods (except for transport equipment)
846593,Grinding/sanding or polishing mach for working,41,Capital goods (except for transport equipment)
846594,Bending or assy mach for wrkg wood/cork/ bone/h,41,Capital goods (except for transport equipment)
846595,Drilling or morticing mach for wrkg wood /cork/,41,Capital goods (except for transport equipment)
846596,Splitting/slicing or paring mach for wrkg wood/,41,Capital goods (except for transport equipment)
846599,Mach-tls for working wod/crk/bne/hrd rubber/hrd,41,Capital goods (except for transport equipment)
846610,Tool holders and self-opening dieheads for use,41,Capital goods (except for transport equipment)
846620,Work holders for use with mach of hdg 84.56 to,41,Capital goods (except for transport equipment)
846630,Dividg heads & other spec attach for mch for us,41,Capital goods (except for transport equipment)
846711,"Tools for working in the hand, pneumatic rotary",41,Capital goods (except for transport equipment)
846719,"Tools for working in the hand, pneumatic type n",41,Capital goods (except for transport equipment)
846781,Chain saws,41,Capital goods (except for transport equipment)
846789,Tools for working in the hand with self-contain,41,Capital goods (except for transport equipment)
846810,"Torches, hand-held, for soldering, brazing or w",41,Capital goods (except for transport equipment)
846820,Gas-operated machinery for welding nes,41,Capital goods (except for transport equipment)
846880,Welding machinery not gas-operated,41,Capital goods (except for transport equipment)
846910,Automatic typewriters and word-processing machi,41,Capital goods (except for transport equipment)
846921,"Typewriters, electric, weighing not more than 1",41,Capital goods (except for transport equipment)
846929,"Typewriters, electric, nes",41,Capital goods (except for transport equipment)
846931,"Typewriters, non-electric, weighing not more th",41,Capital goods (except for transport equipment)
846939,"Typewriters, non-electric, nes",41,Capital goods (except for transport equipment)
847010,Electronic calculators capable of oper without,41,Capital goods (except for transport equipment)
847021,"Electronic calculating machines, incorporating",41,Capital goods (except for transport equipment)
847029,"Electronic calculating machines, nes",41,Capital goods (except for transport equipment)
847030,"Calculating machines, nes",41,Capital goods (except for transport equipment)
847040,Accounting machines,41,Capital goods (except for transport equipment)
847050,Cash registers,41,Capital goods (except for transport equipment)
847090,Postage franking mchy ticket-issuing mchy etc i,41,Capital goods (except for transport equipment)
847110,Analogue or hybrid automatic data processing ma,41,Capital goods (except for transport equipment)
847120,Digital auto data process mach cntg in the same,41,Capital goods (except for transport equipment)
847191,Digital process units whether or not presented,41,Capital goods (except for transport equipment)
847192,"Input or output units, whether or not presented",41,Capital goods (except for transport equipment)
847193,"Storage units, whether or not presented with th",41,Capital goods (except for transport equipment)
847199,Automatic data processing machines and units th,41,Capital goods (except for transport equipment)
847210,Office duplicating machines,41,Capital goods (except for transport equipment)
847220,Addressing machines and address plate embossing,41,Capital goods (except for transport equipment)
847230,Mchy for sorting or folding mail etc & mchy for,41,Capital goods (except for transport equipment)
847290,"Office machines, nes",41,Capital goods (except for transport equipment)
847410,Sorting/screening/separating or washing mach fo,41,Capital goods (except for transport equipment)
847420,Crushing/grinding machines for earth/ stone/ore,41,Capital goods (except for transport equipment)
847431,Concrete or mortar mixers,41,Capital goods (except for transport equipment)
847432,Machines for mixing mineral substances with bit,41,Capital goods (except for transport equipment)
847439,Mixing or kneading machines nes for earth or ot,41,Capital goods (except for transport equipment)
847480,"Mach for agglomerating minerals fuels,mach for",41,Capital goods (except for transport equipment)
847510,"Mach for assembling electric lamps, tubes, flas",41,Capital goods (except for transport equipment)
847520,Machines for manufacturing or hot working glass,41,Capital goods (except for transport equipment)
847611,Automatic gds-vending mach incorporating heatin,41,Capital goods (except for transport equipment)
847619,"Automatic goods-vending machines, nes",41,Capital goods (except for transport equipment)
847710,Injection-moulding machines for working rubber,41,Capital goods (except for transport equipment)
847720,Extruders for working rubber or plastics nes,41,Capital goods (except for transport equipment)
847730,Blow moulding machines for working rubber or pl,41,Capital goods (except for transport equipment)
847740,Vacuum mld mach & other thermoforming mach to w,41,Capital goods (except for transport equipment)
847751,Mach for moulding/retreading pneu tires or to m,41,Capital goods (except for transport equipment)
847759,Mach for moulding or otherwise forming rubber o,41,Capital goods (except for transport equipment)
847780,Mach for working rubber or plastics or for the,41,Capital goods (except for transport equipment)
847810,Machinery for preparing or making up tobacco ne,41,Capital goods (except for transport equipment)
847910,"Mach for public works,building or the like,nes",41,Capital goods (except for transport equipment)
847920,Mach for the extraction/prep of animal/ fixed f,41,Capital goods (except for transport equipment)
847930,Press for the mfr of part/fib board or for trea,41,Capital goods (except for transport equipment)
847940,"Rope or cable-making machines, nes having indiv",41,Capital goods (except for transport equipment)
847981,Mach for treating mtl inc electric wire coil-wi,41,Capital goods (except for transport equipment)
847982,Mach for mixing/kneading/crushing/grinding etc,41,Capital goods (except for transport equipment)
847989,Machines & mechanical appliances nes having ind,41,Capital goods (except for transport equipment)
848010,"Boxes, moulding, for metal foundry",41,Capital goods (except for transport equipment)
848020,"Bases, mould",41,Capital goods (except for transport equipment)
848030,"Patterns, moulding",41,Capital goods (except for transport equipment)
848041,"Moulds, injection or compression types, for met",41,Capital goods (except for transport equipment)
848049,"Moulds for metal or metal carbides, nes",41,Capital goods (except for transport equipment)
848050,Moulds for glass,41,Capital goods (except for transport equipment)
848060,Moulds for mineral materials,41,Capital goods (except for transport equipment)
848071,"Moulds, injection or compression types, for rub",41,Capital goods (except for transport equipment)
848079,"Moulds for rubber or plastics, nes",41,Capital goods (except for transport equipment)
850110,Electric motors of an output not exceeding 37.5,41,Capital goods (except for transport equipment)
850120,Universal AC/DC motors of an output exceeding 3,41,Capital goods (except for transport equipment)
850131,"DC motors, DC generators, of an output not exce",41,Capital goods (except for transport equipment)
850132,"DC motors,DC generators,of an output exceeding",41,Capital goods (except for transport equipment)
850133,"DC motors,DC generators,of an output exceeding",41,Capital goods (except for transport equipment)
850134,"DC motors, DC generators, of an output exceedin",41,Capital goods (except for transport equipment)
850140,"AC motors, single-phase, nes",41,Capital goods (except for transport equipment)
850151,"AC motors, multi-phase, of an output not exceed",41,Capital goods (except for transport equipment)
850152,"AC motors, multi-phase, of an output exceeding",41,Capital goods (except for transport equipment)
850153,"AC motors, multi-phase, of an output exceeding",41,Capital goods (except for transport equipment)
850161,"AC generators (alternators), of an output not e",41,Capital goods (except for transport equipment)
850162,"AC generators, of an output exceeding 75 KVA bu",41,Capital goods (except for transport equipment)
850163,"AC generators, of an output exceeding 375 KVA b",41,Capital goods (except for transport equipment)
850164,"AC generators, of an output exceeding 750 KVA",41,Capital goods (except for transport equipment)
850211,"Generating sets,diesel or semi-diesel engines,o",41,Capital goods (except for transport equipment)
850212,"Generating sets,diesel or semi-diesel exceeding",41,Capital goods (except for transport equipment)
850213,"Generating sets,diesel or semi-diesel engines,o",41,Capital goods (except for transport equipment)
850220,Generating sets with spark-ignition internal co,41,Capital goods (except for transport equipment)
850230,"Electric generating sets, nes",41,Capital goods (except for transport equipment)
850240,Electric rotary converters,41,Capital goods (except for transport equipment)
850410,Ballasts for discharge lamps or tubes,41,Capital goods (except for transport equipment)
850421,Liquid dielectric transformers having a power h,41,Capital goods (except for transport equipment)
850422,Liq dielectric transf having a power handling c,41,Capital goods (except for transport equipment)
850423,Liq dielectric transf having a power handling c,41,Capital goods (except for transport equipment)
850431,Transformers electric power handling capacity n,41,Capital goods (except for transport equipment)
850432,Transformers electric power handling capacity >,41,Capital goods (except for transport equipment)
850433,Transformers electric power handling capacity >,41,Capital goods (except for transport equipment)
850434,Transformers electric having a power handling c,41,Capital goods (except for transport equipment)
850440,"Static converters, nes",41,Capital goods (except for transport equipment)
850450,"Inductors, electric",41,Capital goods (except for transport equipment)
850511,Permanent magnets and art. intended to become p,41,Capital goods (except for transport equipment)
850519,Permanent magnets and articles intended to beco,41,Capital goods (except for transport equipment)
850520,"Electro-magnetic couplings, clutches and brakes",41,Capital goods (except for transport equipment)
850530,Electro-magnetic lifting heads,41,Capital goods (except for transport equipment)
850590,Electro-magnets nes and parts of heading No 85.,41,Capital goods (except for transport equipment)
850810,"Drills, hand-held, with self-contained electric",41,Capital goods (except for transport equipment)
850820,"Saws, hand-held, with self-contained electric m",41,Capital goods (except for transport equipment)
850880,"Tools, nes, hand-held, with self-contained elec",41,Capital goods (except for transport equipment)
851410,Industrial & laboratory electric resistance hea,41,Capital goods (except for transport equipment)
851420,Industrial&laboratory electric induction or die,41,Capital goods (except for transport equipment)
851430,Industrial & laboratory electric furnaces & ove,41,Capital goods (except for transport equipment)
851440,Industrial&laboratory electric induction or die,41,Capital goods (except for transport equipment)
851511,Electric soldering irons & guns,41,Capital goods (except for transport equipment)
851519,Electric brazing or soldering machines and appa,41,Capital goods (except for transport equipment)
851521,Electric mach/app for resistance welding of met,41,Capital goods (except for transport equipment)
851529,Electric mach/app for resistance welding of met,41,Capital goods (except for transport equipment)
851531,Elec mach&app for arc (inc plasma arc) welding,41,Capital goods (except for transport equipment)
851539,Electric mach/app for arc (inc plasma arc) weld,41,Capital goods (except for transport equipment)
851580,Electric/laser/ultrasonic mach for weld/cut nes,41,Capital goods (except for transport equipment)
851710,Telephone sets,41,Capital goods (except for transport equipment)
851720,Teleprinters,41,Capital goods (except for transport equipment)
851730,Telephonic or telegraphic switching apparatus,41,Capital goods (except for transport equipment)
851740,"Apparatus, for carrier-current line systems, ne",41,Capital goods (except for transport equipment)
851781,"Telephonic apparatus, nes",41,Capital goods (except for transport equipment)
851782,"Telegraphic apparatus, nes",41,Capital goods (except for transport equipment)
851810,Microphones and stands therefor,41,Capital goods (except for transport equipment)
851821,"Single loudspeakers, mounted in the same enclos",41,Capital goods (except for transport equipment)
851822,"Multiple loudspeakers, mounted in the same encl",41,Capital goods (except for transport equipment)
851829,"Loudspeakers, nes",41,Capital goods (except for transport equipment)
851830,"Headphones, earphones and combined microphone/s",41,Capital goods (except for transport equipment)
851840,Audio-frequency electric amplifiers,41,Capital goods (except for transport equipment)
851850,Electric sound amplifier sets,41,Capital goods (except for transport equipment)
851910,Coin or disc-operated record-players,41,Capital goods (except for transport equipment)
852010,Dictating mach not capable of operating without,41,Capital goods (except for transport equipment)
852020,Telephone answering machines,41,Capital goods (except for transport equipment)
852031,Magnetic tape rec incorporating sound reproduci,41,Capital goods (except for transport equipment)
852039,Magnetic tape recorders incorporating sound rep,41,Capital goods (except for transport equipment)
852090,Magnetic tape recorders and other sound recordi,41,Capital goods (except for transport equipment)
852110,Video recording or reproducing apparatus magnet,41,Capital goods (except for transport equipment)
852190,Video recording or reproducing apparatus nes,41,Capital goods (except for transport equipment)
852510,Transmission apparatus for radio-teleph radio-b,41,Capital goods (except for transport equipment)
852520,"Transmission apparatus, for radioteleph incorpo",41,Capital goods (except for transport equipment)
852530,Television cameras,41,Capital goods (except for transport equipment)
852610,Radar aparatus,41,Capital goods (except for transport equipment)
852691,Radio navigational aid apparatus,41,Capital goods (except for transport equipment)
852692,Radio remote control apparatus,41,Capital goods (except for transport equipment)
852790,Radio reception apparatus nes,41,Capital goods (except for transport equipment)
853010,"Electrical signalling,safety or traffic control",41,Capital goods (except for transport equipment)
853080,"Electrical signalling, safety or traffic contro",41,Capital goods (except for transport equipment)
853110,Burglar or fire alarms and similar apparatus,41,Capital goods (except for transport equipment)
853120,Indicator panels incorporating liquid crystal d,41,Capital goods (except for transport equipment)
853180,"Electric sound or visual signalling apparatus,",41,Capital goods (except for transport equipment)
853210,Fixed capacitors designed for use in 50/60 Hz c,41,Capital goods (except for transport equipment)
853221,"Electrical capacitors, fixed, tantalum, nes",41,Capital goods (except for transport equipment)
853222,"Electrical capacitors, fixed, aluminium electro",41,Capital goods (except for transport equipment)
853223,"Electrical capacitors, fixed, ceramic dielectri",41,Capital goods (except for transport equipment)
853224,"Electrical capacitors, fixed, ceramic dielectri",41,Capital goods (except for transport equipment)
853225,"Electrical capacitors, fixed, dielectric of pap",41,Capital goods (except for transport equipment)
853229,"Electrical capacitors, fixed, nes",41,Capital goods (except for transport equipment)
853230,"Electrical capacitors, variable or adjustable (",41,Capital goods (except for transport equipment)
854310,Particle accelerators,41,Capital goods (except for transport equipment)
854320,Signal generators,41,Capital goods (except for transport equipment)
854330,"Machines & apparatus for electroplating, electr",41,Capital goods (except for transport equipment)
854380,"Electrical machines and apparatus, having indiv",41,Capital goods (except for transport equipment)
860800,"Signalling devices for railways, waterways and",41,Capital goods (except for transport equipment)
870110,Pedestrian controlled tractors,41,Capital goods (except for transport equipment)
870130,Track-laying tractors (crawlers),41,Capital goods (except for transport equipment)
870190,Wheeled tractors nes,41,Capital goods (except for transport equipment)
870911,"Work trucks, electrically powered, for use in f",41,Capital goods (except for transport equipment)
870919,Work trucks not electrically powered,41,Capital goods (except for transport equipment)
890510,Dredgers,41,Capital goods (except for transport equipment)
890520,Floating or submersible drilling or production,41,Capital goods (except for transport equipment)
890590,Floating docks and vessels which perform specia,41,Capital goods (except for transport equipment)
890790,"Buoys, beacons, coffer-dams, pontoons and other",41,Capital goods (except for transport equipment)
900580,"Monoculars, oth optical telescopes, astronomica",41,Capital goods (except for transport equipment)
900711,Cinematographic cameras for film of < 16 mm wid,41,Capital goods (except for transport equipment)
900719,"Cinematographic cameras, nes",41,Capital goods (except for transport equipment)
900721,Cinematographic projectors for film of less tha,41,Capital goods (except for transport equipment)
900729,"Cinematographic projectors, nes",41,Capital goods (except for transport equipment)
900911,"Electrostatic photo-copying apparatus, direct p",41,Capital goods (except for transport equipment)
900912,"Electrostatic photo-copying apparatus, indirect",41,Capital goods (except for transport equipment)
900921,"Photo-copying apparatus, incorporating an optic",41,Capital goods (except for transport equipment)
900922,"Contact type photo-copying apparatus,nes",41,Capital goods (except for transport equipment)
900930,Thermo-copying apparatus,41,Capital goods (except for transport equipment)
901110,Stereoscopic microscopes,41,Capital goods (except for transport equipment)
901120,"Microscopes, for photomicrography, cinephotomic",41,Capital goods (except for transport equipment)
901210,Microscopes other than optical microscopes and,41,Capital goods (except for transport equipment)
901310,Telescopic sights for fitting to arms; periscop,41,Capital goods (except for transport equipment)
901320,"Lasers, other than laser diodes",41,Capital goods (except for transport equipment)
901380,"Optical devices, appliances and instruments, ne",41,Capital goods (except for transport equipment)
901410,Direction finding compasses,41,Capital goods (except for transport equipment)
901420,Instruments&appl for aeronautical or space navi,41,Capital goods (except for transport equipment)
901480,Navigational instruments and appliances nes,41,Capital goods (except for transport equipment)
901510,Rangefinders,41,Capital goods (except for transport equipment)
901520,Theodolites and tacheometers,41,Capital goods (except for transport equipment)
901530,Surveying levels,41,Capital goods (except for transport equipment)
901540,Photogrammetrical surveying instruments and app,41,Capital goods (except for transport equipment)
901580,"Surveying,hydrographic,oceanographic,meteorolog",41,Capital goods (except for transport equipment)
901600,Balances of a sensitivity of 5 cg or better wit,41,Capital goods (except for transport equipment)
901710,"Drafting tables and machines, whether or not au",41,Capital goods (except for transport equipment)
901720,"Drawing, marking-out or mathematical calculatin",41,Capital goods (except for transport equipment)
901730,"Micrometers, callipers and gauges",41,Capital goods (except for transport equipment)
901780,"Instruments for measuring length, for use in th",41,Capital goods (except for transport equipment)
901811,Electro-cardiographs,41,Capital goods (except for transport equipment)
901819,"Electro-diagnostic apparatus, nes",41,Capital goods (except for transport equipment)
901820,Ultra-violet or infra-red ray apparatus,41,Capital goods (except for transport equipment)
901831,"Syringes, with or without needles",41,Capital goods (except for transport equipment)
901832,Tubular metal needles and needles for sutures,41,Capital goods (except for transport equipment)
901839,"Needles, catheters, cannulae and the like, nes",41,Capital goods (except for transport equipment)
901841,"Dental drill engines,whether or not combi on a",41,Capital goods (except for transport equipment)
901849,"Instruments and appliances, used in dental scie",41,Capital goods (except for transport equipment)
901850,"Ophthalmic instruments and appliances, nes",41,Capital goods (except for transport equipment)
901890,Instruments and appliances used in medical or v,41,Capital goods (except for transport equipment)
901910,Mechano-therapy appl; massage app; psychologica,41,Capital goods (except for transport equipment)
901920,"Oxygen therapy, artificial respiration or oth t",41,Capital goods (except for transport equipment)
902000,"Breathing appliances and gas masks,exc protecti",41,Capital goods (except for transport equipment)
902211,Apparatus based on the use of X-rays for medica,41,Capital goods (except for transport equipment)
902219,Apparatus based on the use of X-rays for other,41,Capital goods (except for transport equipment)
902221,Apparatus based on the use of alpha beta or gam,41,Capital goods (except for transport equipment)
902229,Apparatus based on the use of alpha beta or gam,41,Capital goods (except for transport equipment)
902230,X-ray tubes,41,Capital goods (except for transport equipment)
902290,Parts and accessories for app based on the use,41,Capital goods (except for transport equipment)
902300,"Instruments, apparatus and models, designed for",41,Capital goods (except for transport equipment)
902410,Machines and appliances for testing the mechani,41,Capital goods (except for transport equipment)
902480,Machines and appliances for testing the mechani,41,Capital goods (except for transport equipment)
902511,"Thermometers&pyrometers,not combined with other",41,Capital goods (except for transport equipment)
902519,"Thermometers&pyrometers,not combined with other",41,Capital goods (except for transport equipment)
902520,"Barometers, not combined with other instruments",41,Capital goods (except for transport equipment)
902580,"Hydrometers, pyrometers, hygrometers and psychr",41,Capital goods (except for transport equipment)
902610,Instruments and apparatus for measure/checking,41,Capital goods (except for transport equipment)
902620,Instruments and apparatus for measuring or chec,41,Capital goods (except for transport equipment)
902680,Instruments & apparatus for measure/checking va,41,Capital goods (except for transport equipment)
902710,Gas or smoke analysis apparatus,41,Capital goods (except for transport equipment)
902720,Chromatographs and electrophoresis instruments,41,Capital goods (except for transport equipment)
902730,"Spectrometers,spectrophotometers and spectrogra",41,Capital goods (except for transport equipment)
902740,Exposure meters,41,Capital goods (except for transport equipment)
902750,Instruments and apparatus using optical radiati,41,Capital goods (except for transport equipment)
902780,Instruments and apparatus for physical or chemi,41,Capital goods (except for transport equipment)
902790,Microtomes; parts & access of inst and app for,41,Capital goods (except for transport equipment)
902810,"Gas supply, production and calibrating meters",41,Capital goods (except for transport equipment)
902820,"Liquid supply, production and calibrating meter",41,Capital goods (except for transport equipment)
902830,"Electricity supply, production and calibrating",41,Capital goods (except for transport equipment)
902910,"Revolution counters,production counters taximet",41,Capital goods (except for transport equipment)
902920,Speed indicators and tachometers; stroboscopes,41,Capital goods (except for transport equipment)
903010,Instruments and apparatus for measuring or dete,41,Capital goods (except for transport equipment)
903020,Cathode-ray oscilloscopes and cathode-ray oscil,41,Capital goods (except for transport equipment)
903031,Multimeters,41,Capital goods (except for transport equipment)
903039,"Inst&app,for measuring or checking voltage,curr",41,Capital goods (except for transport equipment)
903040,"Instruments and apparatus, specially designed f",41,Capital goods (except for transport equipment)
903081,"Inst&app for measuring or checking elec qty,wit",41,Capital goods (except for transport equipment)
903089,Instruments and apparatus for measuring or chec,41,Capital goods (except for transport equipment)
903110,"Machines for balancing mechanical parts, nes",41,Capital goods (except for transport equipment)
903120,Test benches for measuring or checking instrume,41,Capital goods (except for transport equipment)
903130,"Profile projectors, nes",41,Capital goods (except for transport equipment)
903140,"Optical instruments and appliances, nes",41,Capital goods (except for transport equipment)
903180,"Measuring or checking instruments, appliances a",41,Capital goods (except for transport equipment)
903210,Thermostats,41,Capital goods (except for transport equipment)
903220,Manostats,41,Capital goods (except for transport equipment)
903281,Hydraulic or pneumatic automatic regulating or,41,Capital goods (except for transport equipment)
903289,Automatic regulating or controlling instruments,41,Capital goods (except for transport equipment)
910610,Time-registers; time-recorders,41,Capital goods (except for transport equipment)
910620,Parking meters,41,Capital goods (except for transport equipment)
910690,"Time of day recording apparatus, nes",41,Capital goods (except for transport equipment)
910700,Time switches with clock or watch movement or w,41,Capital goods (except for transport equipment)
940210,"Dentists', barbers' or similar chairs and parts",41,Capital goods (except for transport equipment)
940290,"Medical, surgical, dental or veterinary furnitu",41,Capital goods (except for transport equipment)
950800,"Rndabts,swings,shoot galleries,fairgrnd amuseme",41,Capital goods (except for transport equipment)
961800,Tailors' dummies/lay figures; automata and oth,41,Capital goods (except for transport equipment)
401010,"Conveyor... belting, of vulcanized rubber of tr",42,Parts and accessories
401091,"Conveyor... belting, of vulcanized rubber of a",42,Parts and accessories
401099,"Conveyor... belting, of vulcanized rubber of a",42,Parts and accessories
420400,Articles of leather used in machinery or mechan,42,Parts and accessories
590900,"Textile... tubing, with or without lining, etc,",42,Parts and accessories
591000,"Transmission or conveyor belts or belting, of t",42,Parts and accessories
