HS 1988/92 Product Code,HS 1988/92 Product Description,BEC Product Code,BEC Product Description
591110,"Textile fabrics...,coated,covered...with rubber",42,Parts and accessories
591120,Bolting cloth,42,Parts and accessories
591131,"Textile fabrics and felts, for paper-making mac",42,Parts and accessories
591132,"Textile fabrics and felts, for paper-making mac",42,Parts and accessories
591140,"Straining cloth of a kind used in oil presses,",42,Parts and accessories
591190,"Textile articles for technical uses, nes, speci",42,Parts and accessories
820220,Band saw blades,42,Parts and accessories
820231,Circular saw blades with working part of steel,42,Parts and accessories
820232,Circular saw blades with working part of other,42,Parts and accessories
820240,Chain saw blades,42,Parts and accessories
820291,"Straight saw blades, for working metal",42,Parts and accessories
820299,"Stone cutting saw blades, friction discs for cu",42,Parts and accessories
820711,Rock drilling or earth boring tools with workin,42,Parts and accessories
820712,Rock drilling or earth boring tools with workin,42,Parts and accessories
820720,Dies for drawing or extruding metal,42,Parts and accessories
820730,"Tools for pressing, stamping or punching",42,Parts and accessories
820740,Tools for taping or threading,42,Parts and accessories
820750,"Tools for drilling, other than for rock drillin",42,Parts and accessories
820760,Tools for boring or broaching,42,Parts and accessories
820770,Tools for milling,42,Parts and accessories
820780,Tools for turning,42,Parts and accessories
820790,"Screwdriver bits, lapping tools and other inter",42,Parts and accessories
820810,Knives and blades for machines or mechanical ap,42,Parts and accessories
820820,Knives and blades for machines or mechanical ap,42,Parts and accessories
820830,Knives and blades for kitchen appliances or foo,42,Parts and accessories
820840,"Knives and blades for agricultural, horticultur",42,Parts and accessories
820890,"Knives and blades for leather, paper, tobacco m",42,Parts and accessories
820900,"Plates, tips and the like for tools of sintered",42,Parts and accessories
840140,Parts of nuclear reactors,42,Parts and accessories
840290,Parts of steam or vapour generating boilers nes,42,Parts and accessories
840490,Parts for auxiliary plant & condenser for steam,42,Parts and accessories
840590,"Parts of prod gas or wat gas gen,acetylene gas",42,Parts and accessories
840690,Parts of steam and vapour turbines,42,Parts and accessories
841090,Parts of hydraulic turbines & water wheels incl,42,Parts and accessories
841290,Parts of hydraulic & pneumatic & other power en,42,Parts and accessories
841391,Parts of pumps for liquid whether or not fitted,42,Parts and accessories
841392,Parts of liquid elevators,42,Parts and accessories
841490,"Parts of vacuum pumps, compressors, fans, blowe",42,Parts and accessories
841590,Parts of air conditioning machines,42,Parts and accessories
841690,"Parts of furnace burners,mech stokers grates,as",42,Parts and accessories
841790,Parts of industrial or lab furnaces & ovens inc,42,Parts and accessories
841891,Furniture designed to receive refrigerating or,42,Parts and accessories
841899,"Parts of refrigerating or freezing equipment, n",42,Parts and accessories
841990,"Parts of machinery, plant and equipment of head",42,Parts and accessories
842091,"Cylinders for calendering or rolling mach, excl",42,Parts and accessories
842099,"Parts of calendering or rolling mach nes, exclu",42,Parts and accessories
842191,"Parts of centrifuges, including centrifugal dry",42,Parts and accessories
842199,Parts for filtering or purifying mchy & apparat,42,Parts and accessories
842290,"Pts of dish washing,cleaning or drying containe",42,Parts and accessories
842390,Weighing machine weights of all kinds; parts of,42,Parts and accessories
842490,Pts of mech app (hand-op or not) for proj/disp,42,Parts and accessories
843110,Parts of machinery of heading No 84.25,42,Parts and accessories
843120,Parts of fork-lift and other works trucks fitte,42,Parts and accessories
843131,"Parts of lifts, skip hoist or escalators",42,Parts and accessories
843139,"Parts of lifting, handling, loading or unloadin",42,Parts and accessories
843141,"Buckets, shovels, grabs and grips of excavating",42,Parts and accessories
843142,Bulldozer and angledozer blades,42,Parts and accessories
843143,"Parts of boring or sinking machinery, whether o",42,Parts and accessories
843149,"Parts of cranes, work-trucks, shovels, and othe",42,Parts and accessories
843290,Parts for rollers and other soil preparation or,42,Parts and accessories
843390,"Parts of harvesting, threshing and oth agricult",42,Parts and accessories
843490,Parts of milking machines and dairy machinery,42,Parts and accessories
843590,"Parts of presses, crushers & sim mach used in t",42,Parts and accessories
843691,Parts of poultry-keeping machinery,42,Parts and accessories
843699,Parts of agr/hort/forestry/bee-keeping mach nes,42,Parts and accessories
843790,"Pts of clean/sort mach etc for seed/grn, mill/w",42,Parts and accessories
843890,Pts of mach for the ind prep/mfr of food etc ex,42,Parts and accessories
843991,Parts of mach for making pulp of fibrous cellul,42,Parts and accessories
843999,Parts of mach for making or finishing paper or,42,Parts and accessories
844090,Parts of book-binding machinery including book-,42,Parts and accessories
844190,"Pts of mach for making up paper pulp,paper or p",42,Parts and accessories
844240,Pts of mach/app&equip for type-set or type-foun,42,Parts and accessories
844250,"Printing type,blocks,plates,cylinders&oth print",42,Parts and accessories
844390,Parts of printing machinery & machines for uses,42,Parts and accessories
844811,"Dobbies,Jacquards,card reducing, for use with m",42,Parts and accessories
844819,Auxiliary machinery nes for machines of heading,42,Parts and accessories
844820,Pts & access of mach of hdg No 84.44 or of thei,42,Parts and accessories
844831,Card clothing for hdg No 84.45,42,Parts and accessories
844832,"Pts&access of mach for prep text fib,(exc card",42,Parts and accessories
844833,"Spindles,spindle flyers,spinning rings&ring tra",42,Parts and accessories
844839,Pts & access of mach of heading No 84.45 or of,42,Parts and accessories
844841,Shuttles for weaving machines (looms),42,Parts and accessories
844842,"Reeds for looms, healds & heald-frames for weav",42,Parts and accessories
844849,Parts and accessories of weaving mches or of th,42,Parts and accessories
844851,"Sinkers,needles&oth art. used in form stitches",42,Parts and accessories
844859,Parts&access of machines of hdg No 84.47 or of,42,Parts and accessories
845090,Parts of household or laundry-type washing mach,42,Parts and accessories
845190,Pts of washing/cleaning/drying/ironing/ dyeing,42,Parts and accessories
845390,Pts of mach for prep etc hides skin leather or,42,Parts and accessories
845490,Pts of converters/ladles/ingot moulds&casting m,42,Parts and accessories
845530,Rolls for metal rolling mills,42,Parts and accessories
845590,Parts of metal rolling mills & rolls,42,Parts and accessories
846691,Parts and accessories nes for use on machines o,42,Parts and accessories
846692,Parts and accessories nes for use on machines o,42,Parts and accessories
