HS 1996 Product Code,HS 1996 Product Description,BEC Product Code,BEC Product Description
871494,"Other :-- Brakes, including coaster braking hubs and hub brakes, and parts thereof",53,Parts and accessories
871495,Other :-- Saddles,53,Parts and accessories
871496,"Other :-- Pedals and crank-gear, and parts thereof",53,Parts and accessories
871499,Other,53,Parts and accessories
871690,Parts,53,Parts and accessories
880310,Propellers and rotors and parts thereof,53,Parts and accessories
880320,Under-carriages and parts thereof,53,Parts and accessories
880330,Other parts of aeroplanes or helicopters,53,Parts and accessories
880390,Other,53,Parts and accessories
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels.",53,Parts and accessories
940110,Seats of a kind used for aircraft,53,Parts and accessories
940120,Seats of a kind used for motor vehicles,53,Parts and accessories
481500,"Floor coverings on a base of paper or of paperboard, whether or not cut to size.",61,Durable
570110,Of wool or fine animal hair,61,Durable
570190,Of other textile materials,61,Durable
570210,"Kelem, Schumacks, Karamanie and similar hand-woven rugs",61,Durable
570220,Floor coverings of coconut fibres (coir),61,Durable
570231,"Other, of pile construction, not made up :-- Of wool or fine animal hair",61,Durable
570232,"Other, of pile construction, not made up :-- Of man-made textile materials",61,Durable
570239,"Other, of pile construction, not made up :-- Of other textile materials",61,Durable
570241,"Other, of pile construction, made up :-- Of wool or fine animal hair",61,Durable
570242,"Other, of pile construction, made up :-- Of man-made textile materials",61,Durable
570249,"Other, of pile construction, made up :-- Of other textile materials",61,Durable
570251,"Other, not of pile construction, not made up :-- Of wool or fine animal hair",61,Durable
570252,"Other, not of pile construction, not made up :-- Of man-made textile materials",61,Durable
570259,"Other, not of pile construction, not made up :-- Of other textile materials",61,Durable
570291,"Other, not of pile construction, made up :-- Of wool or fine animal hair",61,Durable
570292,"Other, not of pile construction, made up :-- Of man-made textile materials",61,Durable
570299,"Other, not of pile construction, made up :-- Of other textile materials",61,Durable
570310,Of wool or fine animal hair,61,Durable
570320,Of nylon or other polyamides,61,Durable
570330,Of other man-made textile materials,61,Durable
570390,Of other textile materials,61,Durable
570410,"Tiles, having a maximum surface area of 0.3 mý",61,Durable
570490,Other,61,Durable
570500,"Other carpets and other textile floor coverings, whether or not made up.",61,Durable
590410,Linoleum,61,Durable
590491,Other :-- With a base consisting of needleloom felt or nonwovens,61,Durable
590492,Other :-- With other textile base,61,Durable
711311,"Of precious metal whether or not plated or clad with precious metal :-- Of silver, whether or not plated or clad with other precious metal",61,Durable
711319,"Of precious metal whether or not plated or clad with precious metal :-- Of other precious metal, whether or not plated or clad with precious metal",61,Durable
711320,Of base metal clad with precious metal,61,Durable
711411,"Of precious metal whether or not plated or clad with precious metal :-- Of silver, whether or not plated or clad with other precious metal",61,Durable
711419,"Of precious metal whether or not plated or clad with precious metal :-- Of other precious metal, whether or not plated or clad with precious metal",61,Durable
711420,Of base metal clad with precious metal,61,Durable
711610,Of natural or cultured pearls,61,Durable
711620,"Of precious or semi-precious stones (natural, synthetic or reconstructed)",61,Durable
732111,Cooking appliances and plate warmers :-- For gas fuel or for both gas and other fuels,61,Durable
732112,Cooking appliances and plate warmers :-- For liquid fuel,61,Durable
732113,Cooking appliances and plate warmers :-- For solid fuel,61,Durable
732181,Other appliances :-- For gas fuel or for both gas and other fuels,61,Durable
732182,Other appliances :-- For liquid fuel,61,Durable
732183,Other appliances :-- For solid fuel,61,Durable
741700,"Cooking or heating apparatus of a kind used for domestic purposes, non-electric, and parts thereof, of copper.",61,Durable
821000,"Hand-operated mechanical appliances, weighing 10 kg or less, used in the preparation, conditioning or serving of food or drink.",61,Durable
841451,"Fans :-- Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an output not exceeding 125 W",61,Durable
841460,Hoods having a maximum horizontal side not exceeding 120 cm,61,Durable
841810,"Combined refrigerator-freezers, fitted with separate external doors",61,Durable
841821,"Refrigerators, household type :-- Compression-type",61,Durable
841822,"Refrigerators, household type :-- Absorption-type, electrical",61,Durable
841829,"Refrigerators, household type :-- Other",61,Durable
841830,"Freezers of the chest type, not exceeding 800 l capacity",61,Durable
841840,"Freezers of the upright type, not exceeding 900 l capacity",61,Durable
842211,Dish washing machines :-- Of the household type,61,Durable
843311,"Mowers for lawns, parks or sports-grounds :-- Powered, with the cutting device rotating in a horizontal plane",61,Durable
843319,"Mowers for lawns, parks or sports-grounds :-- Other",61,Durable
845011,"Machines, each of a dry linen capacity not exceeding 10 kg :-- Fully-automatic machines",61,Durable
845012,"Machines, each of a dry linen capacity not exceeding 10 kg :-- Other machines, with built-in centrifugal drier",61,Durable
845019,"Machines, each of a dry linen capacity not exceeding 10 kg :-- Other",61,Durable
845121,Drying machines :-- Each of a dry linen capacity not exceeding 10 kg,61,Durable
845210,Sewing machines of the household type,61,Durable
850910,Vacuum cleaners,61,Durable
850920,Floor polishers,61,Durable
850930,Kitchen waste disposers,61,Durable
850940,Food grinders and mixers; fruit or vegetable juice extractors,61,Durable
850980,Other appliances,61,Durable
851010,Shavers,61,Durable
851030,Hair-removing appliances,61,Durable
851621,Electric space heating apparatus and electric soil heating apparatus :-- Storage heating radiators,61,Durable
851629,Electric space heating apparatus and electric soil heating apparatus :-- Other,61,Durable
851631,Electro-thermic hair-dressing or hand-drying apparatus :-- Hair dryers,61,Durable
851632,Electro-thermic hair-dressing or hand-drying apparatus :-- Other hair-dressing apparatus,61,Durable
851633,Electro-thermic hair-dressing or hand-drying apparatus :-- Hand-drying apparatus,61,Durable
851640,Electric smoothing irons,61,Durable
851650,Microwave ovens,61,Durable
851660,"Other ovens; cookers, cooking plates, boiling rings, grillers and roasters",61,Durable
851671,Other electro-thermic appliances :-- Coffee or tea makers,61,Durable
851672,Other electro-thermic appliances :-- Toasters,61,Durable
851679,Other electro-thermic appliances :-- Other,61,Durable
851921,Other record-players :-- Without loudspeaker,61,Durable
851929,Other record-players :-- Other,61,Durable
851931,Turntables (record-decks) :-- With automatic record changing mechanism,61,Durable
851939,Turntables (record-decks) :- Other,61,Durable
851940,Transcribing machines,61,Durable
851992,Other sound reproducing apparatus :-- Pocket-size cassette-players,61,Durable
851993,"Other sound reproducing apparatus :-- Other, cassette-type",61,Durable
851999,Other sound reproducing apparatus :-- Other,61,Durable
852712,"Radio-broadcast receivers capable of operating without an external source of power, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Pocket-size radio cassette-players",61,Durable
852713,"Radio-broadcast receivers capable of operating without an external source of power, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Other apparatus combined with sound recording or",61,Durable
852719,"Radio-broadcast receivers capable of operating without an external source of power, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Other",61,Durable
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles, including apparatus capable of receiving also radio-telp...:Combined with sound recording or reproducing apparat",61,Durable
852729,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Other",61,Durable
852731,"Other radio-broadcast receivers, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Combined with sound recording or reproducing apparatus",61,Durable
852732,"Other radio-broadcast receivers, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Not combined with sound recording or reproducing apparatus but combined with a clock",61,Durable
852739,"Other radio-broadcast receivers, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Other",61,Durable
852812,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus :-- Colour",61,Durable
852813,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus :-- Black and white or other monochrome",61,Durable
852821,Video monitors :-- Colour,61,Durable
852822,Video monitors :-- Black and white or other monochrome,61,Durable
852830,Video projectors,61,Durable
871500,Baby carriages and parts thereof.,61,Durable
900510,Binoculars,61,Durable
900610,Cameras of a kind used for preparing printing plates or cylinders,61,Durable
900620,"Cameras of a kind used for recording documents on microfilm, microfiche or other microforms",61,Durable
900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological purposes",61,Durable
900640,Instant print cameras,61,Durable
900651,"Other cameras :-- With a through-the-lens viewfinder (single lens reflex (SLR)), for roll film of a width not exceeding 35 mm",61,Durable
900652,"Other cameras :-- Other, for roll film of a width less than 35 mm",61,Durable
900653,"Other cameras :-- Other, for roll film of a width of 35 mm",61,Durable
900659,Other cameras :-- Other,61,Durable
900661,Photographic flashlight apparatus and flashbulbs :-- Discharge lamp (electronic) flashlight apparatus,61,Durable
900669,Photographic flashlight apparatus and flashbulbs :-- Other,61,Durable
900810,Slide projectors,61,Durable
900820,"Microfilm, microfiche or other microform readers, whether or not capable of producing copies",61,Durable
900830,Other image projectors,61,Durable
900840,Photographic (other than cinematographic) enlargers and reducers,61,Durable
900890,Parts and accessories,61,Durable
901010,Apparatus and equipment for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of photographic paper,61,Durable
901041,Apparatus for the projection or drawing of circuit patterns on sensitised semiconductor materials :-- Direct write-on-wafer apparatus,61,Durable
901042,Apparatus for the projection or drawing of circuit patterns on sensitised semiconductor materials :-- Step and repeat aligners,61,Durable
901049,Apparatus for the projection or drawing of circuit patterns on sensitised semiconductor materials :-- Other,61,Durable
901050,Other apparatus and equipment for photographic (including cinematographic) laboratories; negatoscopes,61,Durable
901060,Projection screens,61,Durable
901090,Parts and accessories,61,Durable
902111,Artificial joints and other orthopaedic or fracture appliances :-- Artificial joints,61,Durable
902119,Artificial joints and other orthopaedic or fracture appliances :-- Other,61,Durable
902121,Artificial teeth and dental fittings :-- Artificial teeth,61,Durable
902129,Artificial teeth and dental fittings :-- Other,61,Durable
902130,Other artificial parts of the body,61,Durable
902140,"Hearing aids, excluding parts and accessories",61,Durable
902150,"Pacemakers for stimulating heart muscles, excluding parts and accessories",61,Durable
902190,Other,61,Durable
910111,"Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility :-- With mechanical display only",61,Durable
910112,"Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility :-- With opto-electronic display only",61,Durable
910119,"Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility :-- Other",61,Durable
910121,"Other wrist-watches, whether or not incorporating a stop-watch facility :-- With automatic winding",61,Durable
910129,"Other wrist-watches, whether or not incorporating a stop-watch facility :-- Other",61,Durable
910191,Other :-- Electrically operated,61,Durable
910199,Other,61,Durable
910211,"Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility :-- With mechanical display only",61,Durable
910212,"Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility :-- With opto-electronic display only",61,Durable
910219,"Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility :-- Other",61,Durable
910221,"Other wrist-watches, whether or not incorporating a stop-watch facility :-- With automatic winding",61,Durable
910229,"Other wrist-watches, whether or not incorporating a stop-watch facility :-- Other",61,Durable
910291,Other :-- Electrically operated,61,Durable
910299,Other,61,Durable
910310,Electrically operated,61,Durable
910390,Other,61,Durable
910511,Alarm clocks :-- Electrically operated,61,Durable
910519,Alarm clocks :-- Other,61,Durable
910521,Wall clocks :-- Electrically operated,61,Durable
910529,Wall clocks :-- Other,61,Durable
910591,Other :-- Electrically operated,61,Durable
910599,Other,61,Durable
920110,Upright pianos,61,Durable
920120,Grand pianos,61,Durable
920190,Other,61,Durable
920210,Played with a bow,61,Durable
920290,Other,61,Durable
920300,Keyboard pipe organs; harmoniums and similar keyboard instruments with free metal reeds.,61,Durable
920410,Accordions and similar instruments,61,Durable
920420,Mouth organs,61,Durable
920510,Brass-wind instruments,61,Durable
920590,Other,61,Durable
920600,"Percussion musical instruments (for example, drums, xylophones, cymbals, castanets, maracas).",61,Durable
920710,"Keyboard instruments, other than accordions",61,Durable
920790,Other,61,Durable
920810,Musical boxes,61,Durable
920890,Other,61,Durable
930310,Muzzle-loading firearms,61,Durable
930320,"Other sporting, hunting or target-shooting shotguns, including combination shotgun-rifles",61,Durable
930330,"Other sporting, hunting or target-shooting rifles",61,Durable
930390,Other,61,Durable
930400,"Other arms (for example, spring, air or gas guns and pistols, truncheons), excluding those of heading No. 93.07.",61,Durable
930521,Of shotguns or rifles of heading No. 93.03 :-- Shotgun barrels,61,Durable
930529,Of shotguns or rifles of heading No. 93.03 :- Other,61,Durable
940130,Swivel seats with variable height adjustment,61,Durable
940140,"Seats other than garden seats or camping equipment, convertible into beds",61,Durable
940161,"Other seats, with wooden frames :-- Upholstered",61,Durable
940169,"Other seats, with wooden frames :-- Other",61,Durable
940171,"Other seats, with metal frames :-- Upholstered",61,Durable
940179,"Other seats, with metal frames :-- Other",61,Durable
940180,Other seats,61,Durable
940310,Metal furniture of a kind used in offices,61,Durable
940320,Other metal furniture,61,Durable
940330,Wooden furniture of a kind used in offices,61,Durable
940340,Wooden furniture of a kind used in the kitchen,61,Durable
940350,Wooden furniture of a kind used in the bedroom,61,Durable
940360,Other wooden furniture,61,Durable
940370,Furniture of plastics,61,Durable
940380,"Furniture of other materials, including cane, osier, bamboo or similar materials",61,Durable
940390,Parts,61,Durable
970110,"Paintings, drawings and pastels",61,Durable
970200,"Original engravings, prints and lithographs.",61,Durable
970300,"Original sculptures and statuary, in any material.",61,Durable
970400,"Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery (stamped paper), and the like, used, or if unused not of current or new issue in the country to which they are destined.",61,Durable
970500,"Collections and collectors' pieces of zoological, botanical, mineralogical, anatomical, historical, archaeological, palaeontological, ethnographic or numismatic interest.",61,Durable
970600,Antiques of an age exceeding one hundred years.,61,Durable
392210,"Baths, shower-baths and wash-basins",62,Semi-durable
392220,Lavatory seats and covers,62,Semi-durable
392290,Other,62,Semi-durable
392410,Tableware and kitchenware,62,Semi-durable
392490,Other,62,Semi-durable
392510,"Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",62,Semi-durable
392520,"Doors, windows and their frames and thresholds for doors",62,Semi-durable
392530,"Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",62,Semi-durable
392590,Other,62,Semi-durable
392640,Statuettes and other ornamental articles,62,Semi-durable
392690,Other,62,Semi-durable
420100,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any material.",62,Semi-durable
420211,"Trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers :--With outer surface of leather, of composition leather or of patent leather",62,Semi-durable
420212,"Trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers :      With outer surface of pastics or of textile materials",62,Semi-durable
420219,"Trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers :-- Other",62,Semi-durable
420221,"Handbags, whether or not with shoulder strap, including those without handle :-- With outer surface of leather, of composition leather or of patent leather",62,Semi-durable
420222,"Handbags, whether or not with shoulder strap, including those without handle :-- With outer surface of plastic sheeting or of textile materials",62,Semi-durable
420229,"Handbags, whether or not with shoulder strap, including those without handle :-- Other",62,Semi-durable
420231,"Articles of a kind normally carried in the pocket or in the handbag :-- With outer surface of leather, of composition leather or of patent leather",62,Semi-durable
420232,Articles of a kind normally carried in the pocket or in the handbag :-- With outer surface of plastic sheeting or of textile materials,62,Semi-durable
420239,Articles of a kind normally carried in the pocket or in the handbag :-- Other,62,Semi-durable
420291,"Other :-- With outer surface of leather, of composition leather or of patent leather",62,Semi-durable
420292,Other :-- With outer surface of plastic sheeting or of textile materials,62,Semi-durable
420299,Other,62,Semi-durable
420310,Articles of apparel,62,Semi-durable
420321,"Gloves, mittens and mitts :-- Specially designed for use in sports",62,Semi-durable
420329,"Gloves, mittens and mitts :-- Other",62,Semi-durable
420330,Belts and bandoliers,62,Semi-durable
420340,Other clothing accessories,62,Semi-durable
420500,Other articles of leather or of composition leather.,62,Semi-durable
430310,Articles of apparel and clothing accessories,62,Semi-durable
430390,Other,62,Semi-durable
430400,Artificial fur and articles thereof.,62,Semi-durable
441400,"Wooden frames for paintings, photographs, mirrors or similar objects.",62,Semi-durable
441900,"Tableware and kitchenware, of wood.",62,Semi-durable
442010,"Statuettes and other ornaments, of wood",62,Semi-durable
442090,Other,62,Semi-durable
460110,"Plaits and similar products of plaiting materials, whether or not assembled into strips",62,Semi-durable
460120,"Mats, matting and screens of vegetable materials",62,Semi-durable
460191,Other :-- Of vegetable materials,62,Semi-durable
460199,Other,62,Semi-durable
460210,Of vegetable materials,62,Semi-durable
460290,Other,62,Semi-durable
490400,"Music, printed or in manuscript, whether or not bound or illustrated.",62,Semi-durable
580500,"Hand-woven tapestries of the type Gobelins, Flanders, Aubusson, Beauvais and the like, and needle-worked tapestries (for example, petit point, cross stitch), whether or not made up.",62,Semi-durable
610110,Of wool or fine animal hair,62,Semi-durable
610120,Of cotton,62,Semi-durable
610130,Of man-made fibres,62,Semi-durable
610190,Of other textile materials,62,Semi-durable
610210,Of wool or fine animal hair,62,Semi-durable
610220,Of cotton,62,Semi-durable
610230,Of man-made fibres,62,Semi-durable
610290,Of other textile materials,62,Semi-durable
610311,Suits :-- Of wool or fine animal hair,62,Semi-durable
610312,Suits :-- Of synthetic fibres,62,Semi-durable
610319,Suits :-- Of other textile materials,62,Semi-durable
610321,Suits :-- Of wool or fine animal hair,62,Semi-durable
610322,Suits :-- Of cotton,62,Semi-durable
610323,Suits :-- Of synthetic fibres,62,Semi-durable
610329,Suits :-- Of other textile materials,62,Semi-durable
610331,Jackets and blazers :-- Of wool or fine animal hair,62,Semi-durable
610332,Jackets and blazers :-- Of cotton,62,Semi-durable
610333,Jackets and blazers :-- Of synthetic fibres,62,Semi-durable
610339,Jackets and blazers :-- Of other textile materials,62,Semi-durable
610341,"Trousers, bib and brace overalls, breeches and shorts :-- Of wool or fine animal hair",62,Semi-durable
610342,"Trousers, bib and brace overalls, breeches and shorts :-- Of cotton",62,Semi-durable
610343,"Trousers, bib and brace overalls, breeches and shorts :-- Of synthetic fibres",62,Semi-durable
610349,"Trousers, bib and brace overalls, breeches and shorts :-- Of other textile materials",62,Semi-durable
610411,Suits :-- Of wool or fine animal hair,62,Semi-durable
610412,Suits :-- Of cotton,62,Semi-durable
610413,Suits :-- Of synthetic fibres,62,Semi-durable
610419,Suits :-- Of other textile materials,62,Semi-durable
610421,Ensembles :-- Of wool or fine animal hair,62,Semi-durable
610422,Ensembles :-- Of cotton,62,Semi-durable
610423,Ensembles :-- Of synthetic fibres,62,Semi-durable
610429,Ensembles :-- Of other textile materials,62,Semi-durable
610431,Jackets and blazers :-- Of wool or fine animal hair,62,Semi-durable
610432,Jackets and blazers :-- Of cotton,62,Semi-durable
610433,Jackets and blazers :-- Of synthetic fibres,62,Semi-durable
610439,Jackets and blazers :-- Of other textile materials,62,Semi-durable
610441,Dresses :-- Of wool or fine animal hair,62,Semi-durable
610442,Dresses :-- Of cotton,62,Semi-durable
610443,Dresses :-- Of synthetic fibres,62,Semi-durable
610444,Dresses :-- Of artificial fibres,62,Semi-durable
610449,Dresses :-- Of other textile materials,62,Semi-durable
610451,Skirts and divided skirts :-- Of wool or fine animal hair,62,Semi-durable
610452,Skirts and divided skirts :-- Of cotton,62,Semi-durable
610453,Skirts and divided skirts :-- Of synthetic fibres,62,Semi-durable
610459,Skirts and divided skirts :-- Of other textile materials,62,Semi-durable
610461,"Trousers, bib and brace overalls, breeches and shorts :-- Of wool or fine animal hair",62,Semi-durable
610462,"Trousers, bib and brace overalls, breeches and shorts :-- Of cotton",62,Semi-durable
610463,"Trousers, bib and brace overalls, breeches and shorts :-- Of synthetic fibres",62,Semi-durable
610469,"Trousers, bib and brace overalls, breeches and shorts :-- Of other textile materials",62,Semi-durable
610610,Of cotton,62,Semi-durable
610620,Of man-made fibres,62,Semi-durable
610690,Of other textile materials,62,Semi-durable
610791,Other :-- Of cotton,62,Semi-durable
610792,Other :-- Of man-made fibres,62,Semi-durable
610799,Other :-- Of other textile materials,62,Semi-durable
611010,Of wool or fine animal hair,62,Semi-durable
611020,Of cotton,62,Semi-durable
611030,Of man-made fibres,62,Semi-durable
611090,Of other textile materials,62,Semi-durable
611110,Of wool or fine animal hair,62,Semi-durable
611120,Of cotton,62,Semi-durable
611130,Of synthetic fibres,62,Semi-durable
611190,Of other textile materials,62,Semi-durable
611211,Track suits :-- Of cotton,62,Semi-durable
611212,Track suits :-- Of synthetic fibres,62,Semi-durable
611219,Track suits :-- Of other textile materials,62,Semi-durable
611220,Ski suits,62,Semi-durable
611231,Men's or boys' swimwear :-- Of synthetic fibres,62,Semi-durable
611239,Men's or boys' swimwear :-- Of other textile materials,62,Semi-durable
611241,Women's or girls' swimwear :-- Of synthetic fibres,62,Semi-durable
611249,Women's or girls' swimwear :-- Of other textile materials,62,Semi-durable
611300,"Garments, made up of knitted or crocheted fabrics of heading No. 59.03, 59.06 or 59.07.",62,Semi-durable
611410,Of wool or fine animal hair,62,Semi-durable
611420,Of cotton,62,Semi-durable
611430,Of man-made fibres,62,Semi-durable
611490,Of other textile materials,62,Semi-durable
611710,"Shawls, scarves, mufflers, mantillas, veils and the like",62,Semi-durable
611720,"Ties, bow ties and cravats",62,Semi-durable
620111,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of wool or fine animal hair",62,Semi-durable
620112,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of cotton",62,Semi-durable
620113,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of man-made fibres",62,Semi-durable
620119,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of other textile materials",62,Semi-durable
620191,Other :-- Of wool or fine animal hair,62,Semi-durable
620192,Other :-- Of cotton,62,Semi-durable
620193,Other :-- Of man-made fibres,62,Semi-durable
620199,Other :-- Of other textile materials,62,Semi-durable
620211,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of wool or fine animal hair",62,Semi-durable
620212,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of cotton",62,Semi-durable
620213,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of man-made fibres",62,Semi-durable
620219,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of other textile materials",62,Semi-durable
620291,Other :-- Of wool or fine animal hair,62,Semi-durable
620292,Other :-- Of cotton,62,Semi-durable
620293,Other :-- Of man-made fibres,62,Semi-durable
620299,Other :-- Of other textile materials,62,Semi-durable
620311,Suits :-- Of wool or fine animal hair,62,Semi-durable
620312,Suits :-- Of synthetic fibres,62,Semi-durable
620319,Suits :-- Of other textile materials,62,Semi-durable
620321,Ensembles :-- Of wool or fine animal hair,62,Semi-durable
620322,Ensembles :-- Of cotton,62,Semi-durable
620323,Ensembles :-- Of synthetic fibres,62,Semi-durable
620329,Ensembles :-- Of other textile materials,62,Semi-durable
620331,Jackets and blazers :-- Of wool or fine animal hair,62,Semi-durable
620332,Jackets and blazers :-- Of cotton,62,Semi-durable
620333,Jackets and blazers :-- Of synthetic fibres,62,Semi-durable
620339,Jackets and blazers :-- Of other textile materials,62,Semi-durable
620341,"Trousers, bib and brace overalls, breeches and shorts :-- Of wool or fine animal hair",62,Semi-durable
620342,"Trousers, bib and brace overalls, breeches and shorts :-- Of cotton",62,Semi-durable
620343,"Trousers, bib and brace overalls, breeches and shorts :-- Of synthetic fibres",62,Semi-durable
620349,"Trousers, bib and brace overalls, breeches and shorts :-- Of other textile materials",62,Semi-durable
620411,Suits :-- Of wool or fine animal hair,62,Semi-durable
620412,Suits :-- Of cotton,62,Semi-durable
620413,Suits :-- Of synthetic fibres,62,Semi-durable
620419,Suits :-- Of other textile materials,62,Semi-durable
620421,Ensembles :-- Of wool or fine animal hair,62,Semi-durable
620422,Ensembles :-- Of cotton,62,Semi-durable
620423,Ensembles :-- Of synthetic fibres,62,Semi-durable
620429,Ensembles :-- Of other textile materials,62,Semi-durable
620431,Jackets and blazers :-- Of wool or fine animal hair,62,Semi-durable
620432,Jackets and blazers :-- Of cotton,62,Semi-durable
620433,Jackets and blazers :-- Of synthetic fibres,62,Semi-durable
620439,Jackets and blazers :-- Of other textile materials,62,Semi-durable
620441,Dresses :-- Of wool or fine animal hair,62,Semi-durable
620442,Dresses :-- Of cotton,62,Semi-durable
620443,Dresses :-- Of synthetic fibres,62,Semi-durable
620444,Dresses :-- Of artificial fibres,62,Semi-durable
620449,Dresses :-- Of other textile materials,62,Semi-durable
620451,Skirts and divided skirts :-- Of wool or fine animal hair,62,Semi-durable
620452,Skirts and divided skirts :-- Of cotton,62,Semi-durable
620453,Skirts and divided skirts :-- Of synthetic fibres,62,Semi-durable
620459,Skirts and divided skirts :-- Of other textile materials,62,Semi-durable
620461,"Trousers, bib and brace overalls, breeches and shorts :-- Of wool or fine animal hair",62,Semi-durable
620462,"Trousers, bib and brace overalls, breeches and shorts :-- Of cotton",62,Semi-durable
620463,"Trousers, bib and brace overalls, breeches and shorts :-- Of synthetic fibres",62,Semi-durable
620469,"Trousers, bib and brace overalls, breeches and shorts :-- Of other textile materials",62,Semi-durable
620610,Of silk or silk waste,62,Semi-durable
620620,Of wool or fine animal hair,62,Semi-durable
620630,Of cotton,62,Semi-durable
620640,Of man-made fibres,62,Semi-durable
620690,Of other textile materials,62,Semi-durable
620910,Of wool or fine animal hair,62,Semi-durable
620920,Of cotton,62,Semi-durable
620930,Of synthetic fibres,62,Semi-durable
620990,Of other textile materials,62,Semi-durable
621010,Of fabrics of heading No. 56.02 or 56.03,62,Semi-durable
621020,"Other garments, of the type described in subheadings 6201.11 to 6201.19",62,Semi-durable
621030,"Other garments, of the type described in subheadings 6202.11 to 6202.19",62,Semi-durable
621040,Other men's or boys' garments,62,Semi-durable
621050,Other women's or girls' garments,62,Semi-durable
621111,Swimwear :-- Men's or boys',62,Semi-durable
621112,Swimwear :-- Women's or girls',62,Semi-durable
621120,Ski suits,62,Semi-durable
621131,"Other garments, men's or boys' :-- Of wool or fine animal hair",62,Semi-durable
621132,"Other garments, men's or boys' :-- Of cotton",62,Semi-durable
621133,"Other garments, men's or boys' :-- Of man-made fibres",62,Semi-durable
621139,"Other garments, men's or boys' :-- Of other textile materials",62,Semi-durable
621141,"Other garments, women's or girls' :-- Of wool or fine animal hair",62,Semi-durable
621142,"Other garments, women's or girls' :-- Of cotton",62,Semi-durable
621143,"Other garments, women's or girls' :-- Of man-made fibres",62,Semi-durable
621149,"Other garments, women's or girls' :-- Of other textile materials",62,Semi-durable
630110,Electric blankets,62,Semi-durable
630120,"Blankets (other than electric blankets) and travelling     rugs, of wool or of fine animal hair",62,Semi-durable
630130,"Blankets (other than electric blankets) and travelling rugs, of cotton",62,Semi-durable
630140,"Blankets (other than electric blankets) and travelling rugs, of synthetic fibres",62,Semi-durable
630190,Other blankets and travelling rugs,62,Semi-durable
630210,"Bed linen, knitted or crocheted",62,Semi-durable
630221,"Other bed linen, printed :-- Of cotton",62,Semi-durable
630222,"Other bed linen, printed :-- Of man-made fibres",62,Semi-durable
630229,"Other bed linen, printed :-- Of other textile materials",62,Semi-durable
630231,Other bed linen :-- Of cotton,62,Semi-durable
630232,Other bed linen :-- Of man-made fibres,62,Semi-durable
630239,Other bed linen :-- Of other textile materials,62,Semi-durable
630240,"Table linen, knitted or crocheted",62,Semi-durable
630251,Other table linen :- Of cotton,62,Semi-durable
630252,Other table linen :-- Of flax,62,Semi-durable
630253,Other table linen :-- Of man-made fibres,62,Semi-durable
630259,Other table linen :-- Of other textile materials,62,Semi-durable
630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics, of cotton",62,Semi-durable
630291,Other :- Of cotton,62,Semi-durable
630292,Other :-- Of flax,62,Semi-durable
630293,Other :-- Of man-made fibres,62,Semi-durable
630299,Other :-- Of other textile materials,62,Semi-durable
630311,Knitted or crocheted :-- Of cotton,62,Semi-durable
