HS 2007 Product Code,HS 2007 Product Description,CCCN Product Code,CCCN Product Description
030212,"Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for species incld.], fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030219,"Salmonidae (excl. of 0302.11 & 0302.12; excl. fillets/other fish meat of 03.04/livers & roes), fresh/chilled",0301A,"Fish fresh,chilled,excluding fillets"
030221,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus/stenolepis), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030222,"Plaice (Pleuronectes platessa), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030223,"Sole (Solea spp.), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030229,"Flat fish (excl. of 0302.21-0302.23) [see list of conventions for species incld.], fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030231,"Albacore/longfinned tunas (Thunnus alalunga), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030232,"Yellowfin tunas (Thunnus albacares), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030233,"Skipjack/stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030234,"Bigeye tunas (Thunnus obesus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030235,"Bluefin tunas (Thunnus thynnus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030236,"Southern bluefin tunas (Thunnus maccoyii), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030239,"Tunas, skipjack & bonito (excl. of 0302.31-0302.36), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030240,"Herrings (Clupea harengus/pallasii), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030250,"Cod (Gadus morhua/ogac/macrocephalus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030261,"Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers/roes)",0301A,"Fish fresh,chilled,excluding fillets"
030262,"Haddock (Melanogrammus aeglefinus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030263,"Coalfish (Pollachius virens), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030264,"Mackerel (Scomber scombrus/australasicus/japonicus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030265,"Dogfish & other sharks, fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030266,"Eels (Anguilla spp.), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030267,"Swordfish (Xiphias gladius), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030268,"Toothfish (Dissostichus spp.),fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0301A,"Fish fresh,chilled,excluding fillets"
030269,"Fish,n.e.s. in 03.02, fresh/chilled(excl. fillets/other fish meat of 03.04/livers & roes).",0301A,"Fish fresh,chilled,excluding fillets"
030270,"Fish livers & roes, fresh/chilled",0301A,"Fish fresh,chilled,excluding fillets"
030311,"Sockeye salmon (red salmon) (Oncorhynchus nerka), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030319,"Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), frozen (excl. of 0303.11; excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030321,"Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030322,"Atlantic salmon (Salmo salar) & Danube salmon (Hucho hucho), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030329,"Salmonidae (excl. of 0303.21 & 0303.22), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030331,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus/stenolepis), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030332,"Plaice (Pleuronectes platessa), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030333,"Sole (Solea spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030339,"Flat fish (excl. of 0303.31-0303.33) [see list of conventions for species incld.], frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030341,"Albacore/longfinned tunas (Thunnus alalunga), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030342,"Yellowfin tunas (Thunnus albacares), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030343,"Skipjack/stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030344,"Bigeye tunas (Thunnus obesus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030345,"Bluefin tunas (Thunnus thynnus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030346,"Southern bluefin tunas (Thunnus maccoyii), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030349,"Tunas (excl. of 0303.41-0303.46), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030351,"Herrings (Clupea harengus, Clupea pallasii), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030352,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030361,"Swordfish (Xiphias gladius), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030362,"Toothfish (Dissostichus spp.),frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030371,"Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030372,"Haddock (Melanogrammus aeglefinus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030373,"Coalfish (Pollachius virens), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030374,"Mackerel (Scomber scombrus/australasicus/japonicus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030375,"Dogfish & other sharks, frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030376,"Eels (Anguilla spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030377,"Sea bass (Dicentrarchus labrax/punctatus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030378,"Hake (Merluccius spp., Urophycis spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030379,"Fish (excl. of 0303.71 - 0303.78),n.e.s., frozen (excl. fillets/other fish meat of 03.04/livers & roes)",0301B,"Fish frozen,excluding fillets"
030380,"Fish livers & roes, frozen",0301D,"Fish fillets,frozen"
030411,"Swordfish (Xiphias gladius),fresh/chilled",0301C,"Fish fillets,fresh,chilled"
030412,"Toothfish (Dissostichus spp.),fresh/chilled ",0301C,"Fish fillets,fresh,chilled"
030419,"Fish fillets&other fish meat (excl. of 0304.11-0304.12, whether/not minced), fresh/chilled",0301C,"Fish fillets,fresh,chilled"
030421,"Swordfish (Xiphias gladius),frozen fillets",0301D,"Fish fillets,frozen"
030422,"Toothfish (Dissostichus spp.), frozen fillets",0301D,"Fish fillets,frozen"
030429,"Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets",0301D,"Fish fillets,frozen"
030491,"Swordfish (Xiphias gladius),n.e.s.",0301B,"Fish frozen,excluding fillets"
030492,"Toothfish (Dissostichus spp.),n.e.s.",0301B,"Fish frozen,excluding fillets"
030499,"Fish fillets&other fish meat (excl. of 0304.11-0304.29, whether/not minced),n.e.s.",0301B,"Fish frozen,excluding fillets"
030510,"Flours, meals & pellets of fish, fit for human consumption",0302A,Fish meal fit for food
030520,"Livers & roes of fish, dried/smoked/salted/in brine",0302B,Cod(not in fillets)dried
030530,"Fish fillets, dried/salted/in brine but not smoked",0302C,"Fish(excluding cod),salted"
030541,"Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for species incld.], smoked, incl. fillets",0302D,Fish smoked
030542,"Herrings (Clupea harengus/pallasii), smoked, incl. fillets",0302D,Fish smoked
030549,"Smoked fish (excl. of 0305.41 & 0305.42), incl. fillets",0302D,Fish smoked
030551,"Cod (Gadus morhua/ogac/macrocephalus), dried, whether/not salted but not smoked",0302B,Cod(not in fillets)dried
030559,"Dried fish other than cod (Gadus morhua/ogac/macrocephalus), whether/not salted but not smoked",0302C,"Fish(excluding cod),salted"
030561,"Herrings (Clupea harengus/pallasii), salted (but not dried/smoked)/in brine",0302C,"Fish(excluding cod),salted"
030562,"Cod (Gadus morhua/ogac/macrocephalus), salted (but not dried/smoked)/in brine",0302C,"Fish(excluding cod),salted"
030563,"Anchovies (Engraulis spp.), salted (but not dried/smoked)/in brine",0302C,"Fish(excluding cod),salted"
030569,"Fish other than herrings (Clupea harengus/pallasii), cod (Gadus morhua/ogac/macrocephalus) & anchovies (Engraulis spp.), salted (but not dried/smoked)/in brine",0302C,"Fish(excluding cod),salted"
030611,"Rock lobster & other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), whether/not in shell, frozen",0303,"Shell fish fresh,frozen"
030612,"Lobsters (Homarus spp.), whether/not in shell, frozen",0303,"Shell fish fresh,frozen"
030613,"Shrimps & prawns, whether/not in shell, frozen",0303,"Shell fish fresh,frozen"
030614,"Crabs, whether/not in shell, frozen",0303,"Shell fish fresh,frozen"
030619,"Frozen crustaceans (excl. of 0306.11-0306.14); frozen flours/meals/pellets of crustaceans, fit for human consumption",0303,"Shell fish fresh,frozen"
030621,"Rock lobster & other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), whether/not in shell, other than frozen",0303,"Shell fish fresh,frozen"
030622,"Lobsters (Homarus spp.), whether/not in shell, other than frozen",0303,"Shell fish fresh,frozen"
030623,"Shrimps & prawns, whether/not in shell, other than frozen",0303,"Shell fish fresh,frozen"
030624,"Crabs, whether/not in shell, other than frozen",0303,"Shell fish fresh,frozen"
030629,"Crustaceans, other than frozen (excl. of 0306.21-0306.24); flours/meals/pellets of crustaceans, fit for human consumption, other than frozen",0303,"Shell fish fresh,frozen"
030710,"Oysters, whether/not in shell, live/fresh/chilled/frozen/dried/salted/in brine",0303,"Shell fish fresh,frozen"
030721,"Scallops, incl. queen scallops (genera Pecten/Chlamys/Placopecten), live/fresh/chilled",0303,"Shell fish fresh,frozen"
030729,"Scallops, incl. queen scallops (genera Pecten/Chlamys/Placopecten), other than live/fresh/chilled",0303,"Shell fish fresh,frozen"
030731,"Mussels (Mytilus spp., Perna spp.), live/fresh/chilled",0303,"Shell fish fresh,frozen"
030739,"Mussels (Mytilus spp., Perna spp.), other than live/fresh/chilled",0303,"Shell fish fresh,frozen"
030741,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) & squid (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.), live/fresh/chilled",0303,"Shell fish fresh,frozen"
030749,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) & squid (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.), other than live/fresh/chilled",0303,"Shell fish fresh,frozen"
030751,"Octopus (Octopus spp.), live/fresh/chilled",0303,"Shell fish fresh,frozen"
030759,"Octopus (Octopus spp.), other than live/fresh/chilled",0303,"Shell fish fresh,frozen"
030760,Snails (excl. sea snails),0204,"Other meat nes fresh,etc"
030791,"Molluscs & invertebrates (excl. of 0307.10-0307.60), live/fresh/chilled",0303,"Shell fish fresh,frozen"
030799,"Molluscs & invertebrates (excl. of 0307.10-0307.60), frozen/dried/salted/in brine; incl. flours/meals/pellets of aquatic invertebrates other than crustaceans, fit for human consumption",0303,"Shell fish fresh,frozen"
040110,"Milk & cream, not concentrated/sweetened, fat content by weight not >1%",0401,"Milk and cream, fresh"
040120,"Milk & cream, not concentrated/sweetened, fat content by weight >1% but not >6%",0401,"Milk and cream, fresh"
040130,"Milk & cream, not concentrated/sweetened, fat content by weight >6%",0401,"Milk and cream, fresh"
040210,"Milk in powder/granules/other solid form, fat content by weight not >1.5%",0402B,"Milk dry,1.5% fat or les"
040221,"Milk in powder/granules/other solid form, unsweetened, fat content by weight >1.5%",0402C,"Milk dry,over 1.5% fat"
040229,"Milk in powder/granules/other solid form, sweetened, fat content by weight >1.5%",0402C,"Milk dry,over 1.5% fat"
040291,"Milk & cream, concentrated (excl. in powder), unsweetened",0402D,"Milk(excluding dry) preserved,sweet"
040299,"Milk & cream, concentrated (excl. in powder), sweetened",0402D,"Milk(excluding dry) preserved,sweet"
040310,Yogurt,0401,"Milk and cream, fresh"
040390,"Buttermilk/curdled milk & cream/kephir & other fermented/acidified milk & cream, whether/not concentrated/sweetened/flavoured/containing fruit/nuts/cocoa",0401,"Milk and cream, fresh"
040410,"Whey & modified whey, whether/not concentrated/sweetened",0402A,Whey
040490,"Milk products of natural milk constituents, whether/not sweetened, n.e.s.",0402D,"Milk(excluding dry) preserved,sweet"
040510,Butter,0403,Butter
040520,Dairy spreads,0403,Butter
040590,"Fats & oils derived from milk, other than butter & dairy spreads",0403,Butter
040610,"Fresh (unripened/uncured) cheese, incl. whey cheese, & curd",0404,Cheese and curd
040620,"Grated/powdered cheese, of all kinds",0404,Cheese and curd
040630,"Processed cheese, not grated/powdered",0404,Cheese and curd
040640,Blue-veined cheese,0404,Cheese and curd
040690,Cheese (excl. of 0406.10-0406.40),0404,Cheese and curd
040700,"Birds' eggs, in shell, fresh/preserved/cooked",0405A,"Eggs,birds,fresh,preserved-- in shell"
040811,"Egg yolks, dried, whether/not containing added sugar/other sweetening matter",0405B,"Eggs,birds,fresh,preserved -- not in shell"
040819,"Egg yolks (excl. dried), whether/not containing added sugar/other sweetening matter",0405B,"Eggs,birds,fresh,preserved -- not in shell"
040891,"Birds' eggs, not in shell (excl. yolks), dried, whether/not containing added sugar/other sweetening matter",0405B,"Eggs,birds,fresh,preserved -- not in shell"
040899,"Birds' eggs, not in shell (excl. yolks), other than dried, whether/not containing added sugar/other sweetening matter",0405B,"Eggs,birds,fresh,preserved -- not in shell"
040900,Natural honey,0406,Natural honey
041000,"Edible products of animal origin, n.e.s.",0407,Edible animals products  nes
050100,"Human hair, unworked, whether/not washed/scoured; waste of human hair",0501,"Human hair,unworked,etc"
050210,Pigs'/hogs'/boars' bristles & hair & waste thereof,0502,"Brush-making hair,etc"
050290,Badger hair & other brush making hair; waste of such bristles/hair,0502,"Brush-making hair,etc"
050400,"Guts, bladders & stomachs of animals (other than fish), whole & pieces thereof , fresh/chilled/frozen/salted/in brine/dried/smoked",0504,"Gut,bladders,etc nonfish"
050510,Feathers of a kind used for stuffing; down,0507,"Birds skins,feathers,etc"
050590,"Skins & other parts of birds with feathers/down; feathers & parts of feathers (excl. of 0505.10), not further worked than cleaned, disinfected/treated for preservation; powder & waste of feathers/parts of feathers",0507,"Birds skins,feathers,etc"
050610,Ossein & bones treated with acid,0508,"Bone,horn-core and waste"
050690,"Bones & horn-cores, unworked, defatted, simply prepared but not cut to shape, treated with acid/degelatinised (excl. of 0506.10); powder & waste of these products",0508,"Bone,horn-core and waste"
050710,Ivory; ivory powder & waste,0509,"Ivory,tortoise-shell etc"
050790,"Tortoise-shell, whalebone & whalebone hair, horns, antlers, hooves, nails, claws & beaks, unworked/simply prepared but not cut to shape; powder & waste of these products",0509,"Ivory,tortoise-shell etc"
050800,"Coral & similar materials, unworked/simply prepared but not othw. worked; shells of molluscs/crustaceans/echinoderms & cuttle-bone, unworked/simply prepared but not cut to shape, powder & waste thereof ",0512,"Coral,shell and waste"
051000,"Ambergris, castoreum, civet & musk; cantharides; bile, whether/not dried; glands & other animal products used in the preparation of pharmaceutical products, fresh/chilled/frozen/othw. provisionally perserved",0514,"Ambergris,civet,musk,etc"
051110,Bovine semen,0515,Animal products n.e.s
051191,"Products of fish/crustaceans, molluscs/other aquatic invertebrates; dead animals of Ch.3, unfit for human consumption",0505,Fish waste
051199,"Animal products not elsewhere specified/incld. (excl. of 0511.10); dead animals of Ch. 1, unfit for human consumption",0515,Animal products n.e.s
060110,"Bulbs, tubers, tuberous roots, corms, crowns & rhizomes, dormant",0601,"Bulbs,tubers,corms,etc"
060120,"Bulbs, tubers, tuberous roots, corms, crowns & rhizomes, in growth/in flower; chicory plants & roots (excl. of 12.12)",0601,"Bulbs,tubers,corms,etc"
060210,Unrooted cuttings & slips,0602,Other live plants
060220,"Trees, shrubs & bushes, grafted/not, of kinds which bear edible fruit/nuts, incl. their roots",0602,Other live plants
060230,"Rhododendrons & azaleas, grafted/not. incl. their roots",0602,Other live plants
060240,"Roses, grafted/not, incl. their roots",0602,Other live plants
