HS - Combined  Product Code,HS - Combined  Product Description,BEC Product Code,BEC Product Description
510620,Containing less than 85 % by weight of wool,22,Processed
510710,Containing 85 % or more by weight of wool,22,Processed
510720,Containing less than 85 % by weight of wool,22,Processed
510810,Carded,22,Processed
510820,Combed,22,Processed
511000,"Yarn of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale.",22,Processed
511111,Of a weight not exceeding 300 g/m²,22,Processed
511119,Other,22,Processed
511120,"Other, mixed mainly or solely with manmade filaments",22,Processed
511130,"Other, mixed mainly or solely with manmade staple fibres",22,Processed
511190,Other,22,Processed
511211,Of a weight not exceeding 200 g/m²,22,Processed
511219,Other,22,Processed
511220,"Other, mixed mainly or solely with manmade filaments",22,Processed
511230,"Other, mixed mainly or solely with manmade staple fibres",22,Processed
511290,Other,22,Processed
511300,Woven fabrics of coarse animal hair or of horsehair.,22,Processed
520300,"Cotton, carded or combed.",22,Processed
520411,Containing 85 % or more by weight of cotton,22,Processed
520419,Other,22,Processed
520511,Measuring 714.29 decitex or more (not exceeding 14 metric number),22,Processed
520512,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number),22,Processed
520513,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),22,Processed
520514,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),22,Processed
520515,Measuring less than 125 decitex (exceeding 80 metric number),22,Processed
520521,Measuring 714.29 decitex or more (not exceeding 14 metric number),22,Processed
520522,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number),22,Processed
520523,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),22,Processed
520524,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),22,Processed
520525,"(-1995) Combed single cotton yarn, with >=85% cott",22,Processed
520526,(1996-) Measuring less than 125 decitex but not less than 106.38 decitex (exceeding 80 metric number but not exceeding 94 metric number),22,Processed
520527,(1996-) Measuring less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number),22,Processed
520528,(1996-) Measuring less than 83.33 decitex (exceeding 120 metric number),22,Processed
520531,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),22,Processed
520532,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),22,Processed
520533,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),22,Processed
520534,Measuring per single yarn less than 192.31 decitex but not less than  125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),22,Processed
520535,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn),22,Processed
520541,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),22,Processed
520542,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),22,Processed
520543,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),22,Processed
520544,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),22,Processed
520545,"(-1995) Combed cabled cotton yarn, with >=85% cott",22,Processed
520546,(1996-) Measuring per single yarn less than 125 decitex but not less than 106.38 decitex (exceeding 80 metric number but not exceeding 94 metric number per single yarn),22,Processed
520547,(1996-) Measuring per single yarn less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number per single yarn),22,Processed
520548,(1996-) Measuring per single yarn less than 83.33 decitex (exceeding 120 metric number per single yarn),22,Processed
520611,Measuring 714.29 decitex or more (not exceeding 14 metric number),22,Processed
520612,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not  exceeding 43 metric number),22,Processed
520613,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),22,Processed
520614,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),22,Processed
520615,Measuring less than 125 decitex (exceeding 80 metric number),22,Processed
520621,Measuring 714.29 decitex or more (not exceeding 14 metric number),22,Processed
520622,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number),22,Processed
520623,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),22,Processed
520624,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),22,Processed
520625,Measuring less than 125 decitex (exceeding 80 metric number),22,Processed
520631,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),22,Processed
520632,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),22,Processed
520633,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),22,Processed
520634,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),22,Processed
520635,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn),22,Processed
520641,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),22,Processed
520642,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),22,Processed
520643,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),22,Processed
520644,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),22,Processed
520645,Measuring per single yarn less than 125 decitex  (exceeding 80 metric number per single yarn),22,Processed
520811,"Plain weave, weighing not more than 100 g/m2",22,Processed
520812,"Plain weave, weighing more than 100 g/m2",22,Processed
520813,"3thread or 4thread twill, including cross twill",22,Processed
520819,Other fabrics,22,Processed
520821,"Plain weave, weighing not more than 100 g/m2",22,Processed
520822,"Plain weave, weighing more than 100 g/m2",22,Processed
520823,"3thread or 4thread twill, including cross twill",22,Processed
520829,Other fabrics,22,Processed
520831,"Plain weave, weighing not more than 100 g/m2",22,Processed
520832,"Plain weave, weighing more than 100 g/m2",22,Processed
520833,"3thread or 4thread twill, including cross twill",22,Processed
520839,Other fabrics,22,Processed
520841,"Plain weave, weighing not more than 100 g/m2",22,Processed
520842,"Plain weave, weighing more than 100 g/m2",22,Processed
520843,"3thread or 4thread twill, including cross twill",22,Processed
520849,Other fabrics,22,Processed
520851,"Plain weave, weighing not more than 100 g/m2",22,Processed
520852,"Plain weave, weighing more than 100 g/m2",22,Processed
520853,"(-2006) 3thread or 4thread twill, including cross twill",22,Processed
520859,Other fabrics,22,Processed
520911,Plain weave,22,Processed
520912,"3thread or 4thread twill, including cross twill",22,Processed
520919,Other fabrics,22,Processed
520921,Plain weave,22,Processed
520922,"3thread or 4thread twill, including cross twill",22,Processed
520929,Other fabrics,22,Processed
520931,Plain weave,22,Processed
520932,"3thread or 4thread twill, including cross twill",22,Processed
520939,Other fabrics,22,Processed
520941,Plain weave,22,Processed
520942,Denim,22,Processed
520943,"Other fabrics of 3thread or 4thread twill, including cross twill",22,Processed
520949,Other fabrics,22,Processed
520951,Plain weave,22,Processed
520952,"3thread or 4thread twill, including cross twill",22,Processed
520959,Other fabrics,22,Processed
521011,Plain weave,22,Processed
521012,"(-2006) 3thread or 4thread twill, including cross twill",22,Processed
521019,Other fabrics,22,Processed
521021,Plain weave,22,Processed
521022,"(-2006) 3thread or 4thread twill, including cross twill",22,Processed
521029,Other fabrics,22,Processed
521031,Plain weave,22,Processed
521032,"3thread or 4thread twill, including cross twill",22,Processed
521039,Other fabrics,22,Processed
521041,Plain weave,22,Processed
521042,"(-2006) 3thread or 4thread twill, including cross twill",22,Processed
521049,Other fabrics,22,Processed
521051,Plain weave,22,Processed
521052,"(-2006) 3thread or 4thread twill, including cross twill",22,Processed
521059,Other fabrics,22,Processed
521111,Plain weave,22,Processed
521112,"3thread or 4thread twill, including cross twill",22,Processed
521119,Other fabrics,22,Processed
521121,(-2006) Plain weave,22,Processed
521122,"(-2006) 3thread or 4thread twill, including cross twill",22,Processed
521129,(-2006) Other fabrics,22,Processed
521131,Plain weave,22,Processed
521132,"3thread or 4thread twill, including cross twill",22,Processed
521139,Other fabrics,22,Processed
521141,Plain weave,22,Processed
521142,Denim,22,Processed
521143,"Other fabrics of 3thread or 4thread twill, including  cross twill",22,Processed
521149,Other fabrics,22,Processed
521151,Plain weave,22,Processed
521152,"3thread or 4thread twill, including cross twill",22,Processed
521159,Other fabrics,22,Processed
521211,Unbleached,22,Processed
521212,Bleached,22,Processed
521213,Dyed,22,Processed
521214,Of yarns of different colours,22,Processed
521215,Printed,22,Processed
521221,Unbleached,22,Processed
521222,Bleached,22,Processed
521223,Dyed,22,Processed
521224,Of yarns of different colours,22,Processed
521225,Printed,22,Processed
530121,Broken or scutched,22,Processed
530129,Other,22,Processed
530610,Single,22,Processed
530620,Multiple (folded) or cabled,22,Processed
530710,Single,22,Processed
530720,Multiple (folded) or cabled,22,Processed
530810,Coir yarn,22,Processed
530820,True hemp yarn,22,Processed
530830,(-2001) Paper yarn,22,Processed
530890,Other,22,Processed
530911,Unbleached or bleached,22,Processed
530919,Other,22,Processed
530921,Unbleached or bleached,22,Processed
530929,Other,22,Processed
531010,Unbleached,22,Processed
531090,Other,22,Processed
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn.,22,Processed
540110,Of synthetic filaments,22,Processed
540120,Of artificial filaments,22,Processed
540210,(-2006) High tenacity yarn of nylon or other polyamides,22,Processed
540220,High tenacity yarn of polyesters,22,Processed
540231,"Of nylon or other polyamides, measuring per single yarn not more than 50 tex",22,Processed
540232,"Of nylon or other polyamides, measuring per single yarn more than 50 tex",22,Processed
540233,Of polyesters,22,Processed
540239,Other,22,Processed
540241,(-2006) Of nylon or other polyamides,22,Processed
540242,"(-2006) Of polyesters, partially oriented",22,Processed
540243,"(-2006) Of polyesters, other",22,Processed
540249,Other,22,Processed
