HS - Combined  Product Code,HS - Combined  Product Description,BEC Product Code,BEC Product Description
846130,Broaching machines,41,Capital goods (except for transport equipment)
846140,"Gear cutting, gear grinding or gear finishing machines",41,Capital goods (except for transport equipment)
846150,Sawing or cuttingoff machines,41,Capital goods (except for transport equipment)
846190,Other,41,Capital goods (except for transport equipment)
846210,Forging or diestamping machines (including presses) and hammers,41,Capital goods (except for transport equipment)
846221,Numerically controlled,41,Capital goods (except for transport equipment)
846229,Other,41,Capital goods (except for transport equipment)
846231,Numerically controlled,41,Capital goods (except for transport equipment)
846239,Other,41,Capital goods (except for transport equipment)
846241,Numerically controlled,41,Capital goods (except for transport equipment)
846249,Other,41,Capital goods (except for transport equipment)
846291,Hydraulic presses,41,Capital goods (except for transport equipment)
846299,Other,41,Capital goods (except for transport equipment)
846310,"Drawbenches for bars, tubes, profiles, wire or the like",41,Capital goods (except for transport equipment)
846320,Thread rolling machines,41,Capital goods (except for transport equipment)
846330,Machines for working wire,41,Capital goods (except for transport equipment)
846390,Other,41,Capital goods (except for transport equipment)
846410,Sawing machines,41,Capital goods (except for transport equipment)
846420,Grinding or polishing machines,41,Capital goods (except for transport equipment)
846490,Other,41,Capital goods (except for transport equipment)
846510,Machines which can carry out different types of machining operations without tool change between such operations,41,Capital goods (except for transport equipment)
846591,Sawing machines,41,Capital goods (except for transport equipment)
846592,"Planing, milling or moulding (by cutting) machines",41,Capital goods (except for transport equipment)
846593,"Grinding, sanding or polishing machines",41,Capital goods (except for transport equipment)
846594,Bending or assembling machines,41,Capital goods (except for transport equipment)
846595,Drilling or morticing machines,41,Capital goods (except for transport equipment)
846596,"Splitting, slicing or paring machines",41,Capital goods (except for transport equipment)
846599,Other,41,Capital goods (except for transport equipment)
846610,Tool holders and selfopening dieheads,41,Capital goods (except for transport equipment)
846620,Work holders,41,Capital goods (except for transport equipment)
846630,Dividing heads and other special attachments for machinetools,41,Capital goods (except for transport equipment)
846711,Rotary type (including combined rotarypercussion),41,Capital goods (except for transport equipment)
846719,Other,41,Capital goods (except for transport equipment)
846721,(2002-) Drills of all kinds,41,Capital goods (except for transport equipment)
846722,(2002-) Saws,41,Capital goods (except for transport equipment)
846729,(2002-) Other,41,Capital goods (except for transport equipment)
846781,Chain saws,41,Capital goods (except for transport equipment)
846789,Other,41,Capital goods (except for transport equipment)
846810,Handheld blow pipes,41,Capital goods (except for transport equipment)
846820,Other gas-operated machinery and apparatus,41,Capital goods (except for transport equipment)
846880,Other machinery and apparatus,41,Capital goods (except for transport equipment)
846910,(-1995) Automatic typewriters and word-processing ,41,Capital goods (except for transport equipment)
846911,(1996-2006) Wordprocessing machines,41,Capital goods (except for transport equipment)
846912,(1996-2006) Automatic typewriters,41,Capital goods (except for transport equipment)
846920,"(1996-2006) Other typewriters, electric",41,Capital goods (except for transport equipment)
846921,"(-1995) Typewriters, electric, weighing not more t",41,Capital goods (except for transport equipment)
846929,"(-1995) Typewriters, electric, nes",41,Capital goods (except for transport equipment)
846930,"(1996-2006) Other typewriters, nonelectric",41,Capital goods (except for transport equipment)
846931,"(-1995) Typewriters, non-electric, weighing not mo",41,Capital goods (except for transport equipment)
846939,"(-1995) Typewriters, non-electric, nes",41,Capital goods (except for transport equipment)
847010,"Electronic calculators capable of operation without an external source of electric power and pocketsize data recording, reproducing and displaying machines with calculating functions",41,Capital goods (except for transport equipment)
847021,Incorporating a printing device,41,Capital goods (except for transport equipment)
847029,Other,41,Capital goods (except for transport equipment)
847030,Other calculating machines,41,Capital goods (except for transport equipment)
847040,(-2006) Accounting machines,41,Capital goods (except for transport equipment)
847050,Cash registers,41,Capital goods (except for transport equipment)
847090,Other,41,Capital goods (except for transport equipment)
847110,(-2006) Analogue or hybrid automatic data processing machines,41,Capital goods (except for transport equipment)
847120,(-1995) Digital auto data process mach cntg in the,41,Capital goods (except for transport equipment)
847130,"(1996-) Portable digital automatic data processing machines, weighing not more than 10 kg, consisting of a least a central processing unit, a keyboard and a display",41,Capital goods (except for transport equipment)
847141,"(1996-) Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined",41,Capital goods (except for transport equipment)
847149,"(1996-) Other, presented in the form of systems",41,Capital goods (except for transport equipment)
847150,"(1996-) Digital processing units other than those of subheading 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of unit : storage units, input units, output units",41,Capital goods (except for transport equipment)
847160,"(1996-) Input or output units, whether or not containing storage units in the same housing",41,Capital goods (except for transport equipment)
847170,(1996-) Storage units,41,Capital goods (except for transport equipment)
847180,(1996-) Other units of automatic data processing machines,41,Capital goods (except for transport equipment)
847190,(1996-) Other,41,Capital goods (except for transport equipment)
847191,(-1995) Digital process units whether or not prese,41,Capital goods (except for transport equipment)
847192,"(-1995) Input or output units, whether or not pres",41,Capital goods (except for transport equipment)
847193,"(-1995) Storage units, whether or not presented wi",41,Capital goods (except for transport equipment)
847199,(-1995) Automatic data processing machines and uni,41,Capital goods (except for transport equipment)
847210,Duplicating machines,41,Capital goods (except for transport equipment)
847220,(-2006) Addressing machines and address plate embossing machines,41,Capital goods (except for transport equipment)
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps",41,Capital goods (except for transport equipment)
847290,Other,41,Capital goods (except for transport equipment)
847410,"Sorting, screening, separating or washing machines",41,Capital goods (except for transport equipment)
847420,Crushing or grinding machines,41,Capital goods (except for transport equipment)
847431,Concrete or mortar mixers,41,Capital goods (except for transport equipment)
847432,Machines for mixing mineral substances with bitumen,41,Capital goods (except for transport equipment)
847439,Other,41,Capital goods (except for transport equipment)
847480,Other machinery,41,Capital goods (except for transport equipment)
847510,"Machines for assembling electric or electronic lamps,  tubes or valves or flashbulbs, in glass envelopes",41,Capital goods (except for transport equipment)
847520,(-1995) Machines for manufacturing or hot working ,41,Capital goods (except for transport equipment)
847521,(1996-) Machines for making optical fibres and preforms thereof,41,Capital goods (except for transport equipment)
847529,(1996-) Other,41,Capital goods (except for transport equipment)
847611,(-1995) Automatic gds-vending mach incorporating h,41,Capital goods (except for transport equipment)
847619,"(-1995) Automatic goods-vending machines, nes",41,Capital goods (except for transport equipment)
847621,(1996-) Incorporating heating or refrigerating devices,41,Capital goods (except for transport equipment)
847629,(1996-) Other,41,Capital goods (except for transport equipment)
847681,(1996-) Incorporating heating or refrigerating devices,41,Capital goods (except for transport equipment)
847689,(1996-) Other,41,Capital goods (except for transport equipment)
847710,Injectionmoulding machines,41,Capital goods (except for transport equipment)
847720,Extruders,41,Capital goods (except for transport equipment)
847730,Blow moulding machines,41,Capital goods (except for transport equipment)
847740,Vacuum moulding machines and other thermoforming machines,41,Capital goods (except for transport equipment)
847751,For moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes,41,Capital goods (except for transport equipment)
847759,Other,41,Capital goods (except for transport equipment)
847780,Other machinery,41,Capital goods (except for transport equipment)
847810,Machinery,41,Capital goods (except for transport equipment)
847910,"Machinery for public works, building or the like",41,Capital goods (except for transport equipment)
847920,Machinery for the extraction or preparation of animal or fixed vegetable fats or oils,41,Capital goods (except for transport equipment)
847930,Presses for the manufacture of particle board or fibre building board of wood or other ligneous materials and  other machinery for treating wood or cork,41,Capital goods (except for transport equipment)
847940,Rope or cablemaking machines,41,Capital goods (except for transport equipment)
847950,"(1996-) Industrial robots, not elsewhere specified or included",41,Capital goods (except for transport equipment)
847960,(1996-) Evaporative air coolers,41,Capital goods (except for transport equipment)
847981,"For treating metal, including electric wire coilwinders",41,Capital goods (except for transport equipment)
847982,"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring machines",41,Capital goods (except for transport equipment)
847989,Other,41,Capital goods (except for transport equipment)
848010,Moulding boxes for metal foundry,41,Capital goods (except for transport equipment)
848020,Mould bases,41,Capital goods (except for transport equipment)
848030,Moulding patterns,41,Capital goods (except for transport equipment)
848041,Injection or compression types,41,Capital goods (except for transport equipment)
848049,Other,41,Capital goods (except for transport equipment)
848050,Moulds for glass,41,Capital goods (except for transport equipment)
848060,Moulds for mineral materials,41,Capital goods (except for transport equipment)
848071,Injection or compression types,41,Capital goods (except for transport equipment)
848079,Other,41,Capital goods (except for transport equipment)
850110,Motors of an output not exceeding 37.5 W,41,Capital goods (except for transport equipment)
850120,Universal AC/DC motors of an output exceeding 37.5 W,41,Capital goods (except for transport equipment)
850131,Of an output not exceeding 750 W,41,Capital goods (except for transport equipment)
850132,Of an output exceeding 750 W but not exceeding 75 kW,41,Capital goods (except for transport equipment)
850133,Of an output exceeding 75 kW but not exceeding 375 kW,41,Capital goods (except for transport equipment)
850134,Of an output exceeding 375 kW,41,Capital goods (except for transport equipment)
850140,"Other AC motors, singlephase",41,Capital goods (except for transport equipment)
850151,Of an output not exceeding 750 W,41,Capital goods (except for transport equipment)
850152,Of an output exceeding 750 W but not exceeding 75 kW,41,Capital goods (except for transport equipment)
850153,Of an output exceeding 75 kW,41,Capital goods (except for transport equipment)
850161,Of an output not exceeding 75 kVA,41,Capital goods (except for transport equipment)
850162,Of an output exceeding 75 kVA but not exceeding 375 kVA,41,Capital goods (except for transport equipment)
850163,Of an output exceeding 375 kVA but not exceeding 750 kVA,41,Capital goods (except for transport equipment)
850164,Of an output exceeding 750 kVA,41,Capital goods (except for transport equipment)
850211,Of an output not exceeding 75 kVA,41,Capital goods (except for transport equipment)
850212,Of an output exceeding 75 kVA but not exceeding 375 kVA,41,Capital goods (except for transport equipment)
850213,Of an output exceeding 375 kVA,41,Capital goods (except for transport equipment)
850220,Generating sets with sparkignition internal combustion piston engines,41,Capital goods (except for transport equipment)
850230,"(-1995) Electric generating sets, nes",41,Capital goods (except for transport equipment)
850231,(1996-) Windpowered,41,Capital goods (except for transport equipment)
850239,(1996-) Other,41,Capital goods (except for transport equipment)
850240,Electric rotary converters,41,Capital goods (except for transport equipment)
850410,Ballasts for discharge lamps or tubes,41,Capital goods (except for transport equipment)
850421,Having a power handling capacity not exceeding 650 kVA,41,Capital goods (except for transport equipment)
850422,"Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA",41,Capital goods (except for transport equipment)
850423,"Having a power handling capacity exceeding 10,000 kVA",41,Capital goods (except for transport equipment)
850431,Having a power handling capacity not exceeding 1 kVA,41,Capital goods (except for transport equipment)
850432,Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA,41,Capital goods (except for transport equipment)
850433,Having a power handling capacity exceeding 16 kVA but  not exceeding 500 kVA,41,Capital goods (except for transport equipment)
850434,Having a power handling capacity exceeding 500 kVA,41,Capital goods (except for transport equipment)
850440,Static converters,41,Capital goods (except for transport equipment)
850450,Other inductors,41,Capital goods (except for transport equipment)
850511,Of metal,41,Capital goods (except for transport equipment)
850519,Other,41,Capital goods (except for transport equipment)
850520,"Electromagnetic couplings, clutches and brakes",41,Capital goods (except for transport equipment)
850530,(-2006) Electromagnetic lifting heads,41,Capital goods (except for transport equipment)
850590,"Other, including parts",41,Capital goods (except for transport equipment)
850810,(-2001) Drills of all kinds,41,Capital goods (except for transport equipment)
850820,(-2001) Saws,41,Capital goods (except for transport equipment)
850880,(-2001) Other tools,41,Capital goods (except for transport equipment)
851410,Resistance heated furnaces and ovens,41,Capital goods (except for transport equipment)
851420,Furnaces and ovens functioning by induction or dielectric loss,41,Capital goods (except for transport equipment)
851430,Other furnaces and ovens,41,Capital goods (except for transport equipment)
851440,Other equipment for the heat treatment of materials by induction or dielectric loss,41,Capital goods (except for transport equipment)
851511,Soldering irons and guns,41,Capital goods (except for transport equipment)
851519,Other,41,Capital goods (except for transport equipment)
851521,Fully or partly automatic,41,Capital goods (except for transport equipment)
851529,Other,41,Capital goods (except for transport equipment)
851531,Fully or partly automatic,41,Capital goods (except for transport equipment)
851539,Other,41,Capital goods (except for transport equipment)
851580,Other machines and apparatus,41,Capital goods (except for transport equipment)
851710,(-1995) Telephone sets,41,Capital goods (except for transport equipment)
851711,(1996-) Line telephone sets with cordless handsets,41,Capital goods (except for transport equipment)
851719,(1996-2006) Other,41,Capital goods (except for transport equipment)
851720,(-1995) Teleprinters,41,Capital goods (except for transport equipment)
851721,(1996-2006) Facsimile machines,41,Capital goods (except for transport equipment)
851722,(1996-2006) Teleprinters,41,Capital goods (except for transport equipment)
851730,(-2006) Telephonic or telegraphic switching apparatus,41,Capital goods (except for transport equipment)
851740,"(-1995) Apparatus, for carrier-current line system",41,Capital goods (except for transport equipment)
851750,"(1996-2006) Other apparatus, for carriercurrent line systems or for digital line systems",41,Capital goods (except for transport equipment)
851780,(1996-2006) Other apparatus,41,Capital goods (except for transport equipment)
851781,"(-1995) Telephonic apparatus, nes",41,Capital goods (except for transport equipment)
851782,"(-1995) Telegraphic apparatus, nes",41,Capital goods (except for transport equipment)
851810,Microphones and stands therefor,41,Capital goods (except for transport equipment)
851821,"Single loudspeakers, mounted in their enclosures",41,Capital goods (except for transport equipment)
851822,"Multiple loudspeakers, mounted in the same enclosure",41,Capital goods (except for transport equipment)
851829,Other,41,Capital goods (except for transport equipment)
851830,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",41,Capital goods (except for transport equipment)
851840,Audiofrequency electric amplifiers,41,Capital goods (except for transport equipment)
851850,Electric sound amplifier sets,41,Capital goods (except for transport equipment)
851910,(-2006) Coin or discoperated recordplayers,41,Capital goods (except for transport equipment)
852010,(-2006) Dictating machines not capable of operating without an external source of power,41,Capital goods (except for transport equipment)
852020,(-2006) Telephone answering machines,41,Capital goods (except for transport equipment)
852031,(-1995) Magnetic tape rec incorporating sound repr,41,Capital goods (except for transport equipment)
852032,(1996-2006) Digital audio type,41,Capital goods (except for transport equipment)
852033,"(1996-2006) Other, cassettetype",41,Capital goods (except for transport equipment)
852039,(-2006) Other,41,Capital goods (except for transport equipment)
852090,(-2006) Other,41,Capital goods (except for transport equipment)
852110,Magnetic tape-type,41,Capital goods (except for transport equipment)
852190,Other,41,Capital goods (except for transport equipment)
852510,(-2006) Transmission apparatus,41,Capital goods (except for transport equipment)
852520,(-2006) Transmission apparatus incorporating reception apparatus,41,Capital goods (except for transport equipment)
852530,(-2006) Television cameras,41,Capital goods (except for transport equipment)
852540,(1996-2006) Still image video cameras and other video camera recorders; digital cameras,41,Capital goods (except for transport equipment)
852610,Radar apparatus,41,Capital goods (except for transport equipment)
852691,Radio navigational aid apparatus,41,Capital goods (except for transport equipment)
852692,Radio remote control apparatus,41,Capital goods (except for transport equipment)
852790,(-2006) Other apparatus,41,Capital goods (except for transport equipment)
853010,Equipment for railways or tramways,41,Capital goods (except for transport equipment)
853080,Other equipment,41,Capital goods (except for transport equipment)
853110,Burglar or fire alarms and similar apparatus,41,Capital goods (except for transport equipment)
853120,Indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED),41,Capital goods (except for transport equipment)
853180,Other apparatus,41,Capital goods (except for transport equipment)
853210,Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors),41,Capital goods (except for transport equipment)
853221,Tantalum,41,Capital goods (except for transport equipment)
853222,Aluminium electrolytic,41,Capital goods (except for transport equipment)
853223,"Ceramic dielectric, single layer",41,Capital goods (except for transport equipment)
853224,"Ceramic dielectric, multilayer",41,Capital goods (except for transport equipment)
853225,Dielectric of paper or plastics,41,Capital goods (except for transport equipment)
853229,Other,41,Capital goods (except for transport equipment)
853230,Variable or adjustable (preset) capacitors,41,Capital goods (except for transport equipment)
854310,"(-1995, 2007-) Particle accelerators",41,Capital goods (except for transport equipment)
854311,(1996-2006) Ion implanters for doping semiconductor materials,41,Capital goods (except for transport equipment)
854319,(1996-2006) Other,41,Capital goods (except for transport equipment)
854320,Signal generators,41,Capital goods (except for transport equipment)
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",41,Capital goods (except for transport equipment)
854340,(1996-2006) Electric fence energisers,41,Capital goods (except for transport equipment)
854380,"(-1995) Electrical machines and apparatus, having ",41,Capital goods (except for transport equipment)
854381,(1996-2006) Proximity cards and tags,41,Capital goods (except for transport equipment)
854389,(1996-2006) Other,41,Capital goods (except for transport equipment)
860800,"Railway or tramway track fixtures and fittings; mechanical (including electromechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the for",41,Capital goods (except for transport equipment)
870110,Pedestrian controlled tractors,41,Capital goods (except for transport equipment)
870130,Track-laying tractors,41,Capital goods (except for transport equipment)
870190,Other,41,Capital goods (except for transport equipment)
870911,Electrical,41,Capital goods (except for transport equipment)
870919,Other,41,Capital goods (except for transport equipment)
890510,Dredgers,41,Capital goods (except for transport equipment)
890520,Floating or submersible drilling or production platforms,41,Capital goods (except for transport equipment)
890590,Other,41,Capital goods (except for transport equipment)
890790,Other,41,Capital goods (except for transport equipment)
900580,Other instruments,41,Capital goods (except for transport equipment)
900711,For film of less than 16 mm width or for double8 mm film,41,Capital goods (except for transport equipment)
900719,Other,41,Capital goods (except for transport equipment)
900720,(1996-) Projectors,41,Capital goods (except for transport equipment)
900721,(-1995) Cinematographic projectors for film of les,41,Capital goods (except for transport equipment)
900729,"(-1995) Cinematographic projectors, nes",41,Capital goods (except for transport equipment)
900911,(-2006) Operating by reproducing the original image directly onto the copy (direct process),41,Capital goods (except for transport equipment)
900912,(-2006) Operating by reproducing the original image via an intermediate onto the copy (indirect process),41,Capital goods (except for transport equipment)
900921,(-2006) Incorporating an optical system,41,Capital goods (except for transport equipment)
900922,(-2006) Of the contact type,41,Capital goods (except for transport equipment)
900930,(-2006) Thermocopying apparatus,41,Capital goods (except for transport equipment)
901110,Stereoscopic microscopes,41,Capital goods (except for transport equipment)
901120,"Other microscopes, for photomicrography, cinephotomicrography or microprojection",41,Capital goods (except for transport equipment)
901210,Microscopes other than optical microscopes; diffraction apparatus,41,Capital goods (except for transport equipment)
901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this Chapter or Section XVI",41,Capital goods (except for transport equipment)
901320,"Lasers, other than laser diodes",41,Capital goods (except for transport equipment)
901380,"Other devices, appliances and instruments",41,Capital goods (except for transport equipment)
901410,Direction finding compasses,41,Capital goods (except for transport equipment)
901420,Instruments and appliances for aeronautical or space navigation (other than compasses),41,Capital goods (except for transport equipment)
901480,Other instruments and appliances,41,Capital goods (except for transport equipment)
901510,Rangefinders,41,Capital goods (except for transport equipment)
901520,Theodolites and tachymeters (tacheometers),41,Capital goods (except for transport equipment)
901530,Levels,41,Capital goods (except for transport equipment)
901540,Photogrammetrical surveying instruments and appliances,41,Capital goods (except for transport equipment)
901580,Other instruments and appliances,41,Capital goods (except for transport equipment)
901600,"Balances of a sensitivity of 5 cg or better, with or without weights.",41,Capital goods (except for transport equipment)
901710,"Drafting tables and machines, whether or not automatic",41,Capital goods (except for transport equipment)
901720,"Other drawing, markingout or mathematical calculating instruments",41,Capital goods (except for transport equipment)
901730,"Micrometers, callipers and gauges",41,Capital goods (except for transport equipment)
901780,Other instruments,41,Capital goods (except for transport equipment)
901811,Electrocardiographs,41,Capital goods (except for transport equipment)
901812,(1996-) Ultrasonic scanning apparatus,41,Capital goods (except for transport equipment)
901813,(1996-) Magnetic resonance imaging apparatus,41,Capital goods (except for transport equipment)
901814,(1996-) Scintigraphic apparatus,41,Capital goods (except for transport equipment)
901819,Other,41,Capital goods (except for transport equipment)
901820,Ultraviolet or infrared ray apparatus,41,Capital goods (except for transport equipment)
901831,"Syringes, with or without needles",41,Capital goods (except for transport equipment)
901832,Tubular metal needles and needles for sutures,41,Capital goods (except for transport equipment)
901839,Other,41,Capital goods (except for transport equipment)
901841,"Dental drill engines, whether or not combined on a single base with other dental equipment",41,Capital goods (except for transport equipment)
901849,Other,41,Capital goods (except for transport equipment)
901850,Other ophthalmic instruments and appliances,41,Capital goods (except for transport equipment)
901890,Other instruments and appliances,41,Capital goods (except for transport equipment)
901910,Mechanotherapy appliances; massage apparatus; psychological aptitudetesting apparatus,41,Capital goods (except for transport equipment)
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus",41,Capital goods (except for transport equipment)
902000,"Other breathing appliances and gas masks, excluding protective masks having neither mechanical parts nor replaceable filters.",41,Capital goods (except for transport equipment)
902211,(-1995) Apparatus based on the use of X-rays for m,41,Capital goods (except for transport equipment)
902212,(1996-) Computed tomography apparatus,41,Capital goods (except for transport equipment)
902213,"(1996-) Other, for dental uses",41,Capital goods (except for transport equipment)
902214,"(1996-) Other, for medical, surgical or veterinary uses",41,Capital goods (except for transport equipment)
902219,For other uses,41,Capital goods (except for transport equipment)
902221,"For medical, surgical, dental or veterinary uses",41,Capital goods (except for transport equipment)
902229,For other uses,41,Capital goods (except for transport equipment)
902230,Xray tubes,41,Capital goods (except for transport equipment)
902290,"Other, including parts and accessories",41,Capital goods (except for transport equipment)
902300,"Instruments, apparatus and models, designed for demonstrational purposes (for example, in education or exhibitions), unsuitable for other uses.",41,Capital goods (except for transport equipment)
902410,Machines and appliances for testing metals,41,Capital goods (except for transport equipment)
902480,Other machines and appliances,41,Capital goods (except for transport equipment)
902511,"Liquid-filled, for direct reading",41,Capital goods (except for transport equipment)
902519,Other,41,Capital goods (except for transport equipment)
902520,"(-1995) Barometers, not combined with other instru",41,Capital goods (except for transport equipment)
902580,Other instruments,41,Capital goods (except for transport equipment)
902610,For measuring or checking the flow or level of liquids,41,Capital goods (except for transport equipment)
902620,For measuring or checking pressure,41,Capital goods (except for transport equipment)
902680,Other instruments or apparatus,41,Capital goods (except for transport equipment)
902710,Gas or smoke analysis apparatus,41,Capital goods (except for transport equipment)
902720,Chromatographs and electrophoresis instruments,41,Capital goods (except for transport equipment)
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations (UV, visible, IR)",41,Capital goods (except for transport equipment)
902740,(-2006) Exposure meters,41,Capital goods (except for transport equipment)
902750,"Other instruments and apparatus using optical radiations (UV, visible, IR)",41,Capital goods (except for transport equipment)
902780,Other instruments and apparatus,41,Capital goods (except for transport equipment)
902790,Microtomes; parts and accessories,41,Capital goods (except for transport equipment)
902810,Gas meters,41,Capital goods (except for transport equipment)
902820,Liquid meters,41,Capital goods (except for transport equipment)
902830,Electricity meters,41,Capital goods (except for transport equipment)
902910,"Revolution counters, production counters, taximeters, mileometers, pedometers and the like",41,Capital goods (except for transport equipment)
902920,Speed indicators and tachometers; stroboscopes,41,Capital goods (except for transport equipment)
903010,Instruments and apparatus for measuring or detecting ionising radiations,41,Capital goods (except for transport equipment)
903020,Cathode-ray oscilloscopes and cathode-ray oscillographs,41,Capital goods (except for transport equipment)
903031,Multimeters,41,Capital goods (except for transport equipment)
903039,Other,41,Capital goods (except for transport equipment)
903040,"Other instruments and apparatus, specially designed for telecommunications (for example, cross-talk meters, gain measuring instruments, distortion factor meters, psophometers)",41,Capital goods (except for transport equipment)
903081,(-1995) Inst&app for measuring or checking elec qt,41,Capital goods (except for transport equipment)
903082,(1996-) For measuring or checking semiconductor wafers or devices,41,Capital goods (except for transport equipment)
903083,"(1996-2006) Other, with a recording device",41,Capital goods (except for transport equipment)
903089,Other,41,Capital goods (except for transport equipment)
903110,Machines for balancing mechanical parts,41,Capital goods (except for transport equipment)
903120,Test benches,41,Capital goods (except for transport equipment)
903130,(-2006) Profile projectors,41,Capital goods (except for transport equipment)
903140,"(-1995) Optical instruments and appliances, nes",41,Capital goods (except for transport equipment)
903141,(1996-) For inspecting semiconductor wafers or devices or for inspecting photomasks or reticles used in manufacturing semiconductor devices,41,Capital goods (except for transport equipment)
903149,(1996-) Other,41,Capital goods (except for transport equipment)
903180,"Other instruments, appliances and machines",41,Capital goods (except for transport equipment)
903210,Thermostats,41,Capital goods (except for transport equipment)
903220,Manostats,41,Capital goods (except for transport equipment)
903281,Hydraulic or pneumatic,41,Capital goods (except for transport equipment)
903289,Other,41,Capital goods (except for transport equipment)
910610,Timeregisters; timerecorders,41,Capital goods (except for transport equipment)
910620,(-2006) Parking meters,41,Capital goods (except for transport equipment)
910690,Other,41,Capital goods (except for transport equipment)
910700,Time switches with clock or watch movement or with synchronous motor.,41,Capital goods (except for transport equipment)
940210,"Dentists', barbers' or similar chairs and parts thereof",41,Capital goods (except for transport equipment)
940290,Other,41,Capital goods (except for transport equipment)
950800,"(-2001) Roundabouts, swings, shooting galleries and other ",41,Capital goods (except for transport equipment)
950810,(2002-) Travelling circuses and travelling menageries,41,Capital goods (except for transport equipment)
950890,(2002-) Other,41,Capital goods (except for transport equipment)
961800,Tailors' dummies and other lay figures; automata and other animated displays used for shop window dressing.,41,Capital goods (except for transport equipment)
401010,"(-1995) Conveyor... belting, of vulcanized rubber ",42,Parts and accessories
401011,(1996-) Reinforced only with metal,42,Parts and accessories
401012,(1996-) Reinforced only with textile materials,42,Parts and accessories
401013,(1996-2006) Reinforced only with plastics,42,Parts and accessories
401019,(1996-) Other,42,Parts and accessories
401021,(1996-2001) Transmission belts or belting :-- Endless,42,Parts and accessories
401022,(1996-2001) Transmission belts or belting :-- Endless,42,Parts and accessories
401023,(1996-2001) Transmission belts or belting :-- Endless,42,Parts and accessories
401024,(1996-2001) Transmission belts or belting :-- Endless,42,Parts and accessories
401029,(1996-2001) Transmission belts or belting :-- Other,42,Parts and accessories
401031,"(2002-) Endless transmission belts of trapezoidal crosssection     (V belts), Vribbed, of an outside circumference exceeding 60  cm but not exceeding 180 cm",42,Parts and accessories
401032,"(2002-) Endless transmission belts of trapezoidal crosssection     (Vbelts), other than Vribbed, of an outside circumference exceeding 60 cm but not exceeding 180 cm",42,Parts and accessories
401033,"(2002-) Endless transmission belts of trapezoidal crosssection     (V belts), Vribbed, of an outside circumference exceeding 180 cm but not exceeding 240 cm",42,Parts and accessories
401034,"(2002-) Endless transmission belts of trapezoidal crosssection     (V belts), other than Vribbed, of an outside circumference exceeding 180 cm but not exceeding 240 cm",42,Parts and accessories
401035,"(2002-) Endless synchronous belts, of an outside circumference exceeding 60 cm but not exceeding 150 cm",42,Parts and accessories
401036,"(2002-) Endless synchronous belts, of an outside circumference exceeding 150 cm but not exceeding 198 cm",42,Parts and accessories
401039,(2002-) Other,42,Parts and accessories
401091,"(-1995) Conveyor... belting, of vulcanized rubber ",42,Parts and accessories
401099,"(-1995) Conveyor... belting, of vulcanized rubber ",42,Parts and accessories
420400,"(-2006) Articles of leather or of composition leather, of a kind used in machinery or mechanical appliances or for other technical uses.",42,Parts and accessories
590900,"Textile hosepiping and similar textile tubing, with or without lining, armour or accessories of other materials.",42,Parts and accessories
591000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material.",42,Parts and accessories
591110,"Textile fabrics, felt and feltlined woven fabrics, coated, covered or laminated with rubber, leather or other material, of a kind used for card clothing, and similar fabrics of a kind used for other technical purposes, including narrow fabrics made of ve",42,Parts and accessories
591120,"Bolting cloth, whether or not made up",42,Parts and accessories
591131,Weighing less than 650 g/m2,42,Parts and accessories
591132,Weighing 650 g/m2 or more,42,Parts and accessories
591140,"Straining cloth of a kind used in oil presses or the  like, including that of human hair",42,Parts and accessories
591190,Other,42,Parts and accessories
820220,Band saw blades,42,Parts and accessories
820231,With working part of steel,42,Parts and accessories
820232,(-1995) Circular saw blades with working part of o,42,Parts and accessories
820239,"(1996-) Other, including parts",42,Parts and accessories
820240,Chain saw blades,42,Parts and accessories
820291,"Straight saw blades, for working metal",42,Parts and accessories
820299,Other,42,Parts and accessories
820711,(-1995) Rock drilling or earth boring tools with w,42,Parts and accessories
820712,(-1995) Rock drilling or earth boring tools with w,42,Parts and accessories
820713,(1996-) With working part of cermets,42,Parts and accessories
820719,"(1996-) Other, including parts",42,Parts and accessories
820720,Dies for drawing or extruding metal,42,Parts and accessories
