HS 1988/92 Product Code,HS 1988/92 Product Description,MTN Categories Product Code,MTN Categories Product Description
320720,"Vitrifiable enamels and glazes, englobes and si",0503,"Chemicals, finished manufactures"
320730,Liquid lustres and similar preparations,0503,"Chemicals, finished manufactures"
320740,Glass frit and other glass in the form of powde,0503,"Chemicals, finished manufactures"
320810,"Paints... based on polyesters, in a non-aqueous",0503,"Chemicals, finished manufactures"
320820,"Paints... based on acrylic or vinyl polymers, i",0503,"Chemicals, finished manufactures"
320890,"Paints and varnishes, in a non-aqueous medium,",0503,"Chemicals, finished manufactures"
320910,"Paints... based on acrylic or vinyl polymers, i",0503,"Chemicals, finished manufactures"
320990,"Paints and varnishes, in an aqueous medium, nes",0503,"Chemicals, finished manufactures"
321000,Other paints and varnishes (incl. enamels...)..,0503,"Chemicals, finished manufactures"
321100,Prepared driers,0503,"Chemicals, finished manufactures"
321210,Stamping foils,0503,"Chemicals, finished manufactures"
321290,"Pigments in non-aqueous media, nes, for retail",0503,"Chemicals, finished manufactures"
321310,Colours in sets,0503,"Chemicals, finished manufactures"
321390,"Artists', students' or signboard painters' colo",0503,"Chemicals, finished manufactures"
321410,Mastics and painters fillings,0503,"Chemicals, finished manufactures"
321490,"Glaziers putty, etc, non-refractory surfacing p",0503,"Chemicals, finished manufactures"
321511,"Black printing ink, whether or not concentrated",0503,"Chemicals, finished manufactures"
321519,"Printing ink, whether or not concentrated or so",0503,"Chemicals, finished manufactures"
321590,"Other ink, whether or not concentrated or solid",0503,"Chemicals, finished manufactures"
330300,Perfumes and toilet waters,0503,"Chemicals, finished manufactures"
330410,Lip make-up preparations,0503,"Chemicals, finished manufactures"
330420,Eye make-up preparations,0503,"Chemicals, finished manufactures"
330430,Manicure or pedicure preparations,0503,"Chemicals, finished manufactures"
330491,"Powders, whether or not compressed, for cosmeti",0503,"Chemicals, finished manufactures"
330499,"Beauty, make-up, skin-care (incl. suntan), nes",0503,"Chemicals, finished manufactures"
330510,Shampoos,0503,"Chemicals, finished manufactures"
330520,Preparations for permanent waving or straighten,0503,"Chemicals, finished manufactures"
330530,Hair lacquers,0503,"Chemicals, finished manufactures"
330590,"Preparations for use on the hair, nes",0503,"Chemicals, finished manufactures"
330610,Dentifrices,0503,"Chemicals, finished manufactures"
330690,Preparations for oral or dental hygiene (incl.,0503,"Chemicals, finished manufactures"
330710,"Pre-shave, shaving or after-shave preparations",0503,"Chemicals, finished manufactures"
330720,Personal deodorants and antiperspirants,0503,"Chemicals, finished manufactures"
330730,Perfumed bath salts and other bath preparations,0503,"Chemicals, finished manufactures"
330741,Agarbatti and other odiferous preparations whic,0503,"Chemicals, finished manufactures"
330749,"Preparations for deodorizing rooms, nes",0503,"Chemicals, finished manufactures"
330790,"Other perfumery, cosmetic or toilet preparation",0503,"Chemicals, finished manufactures"
340111,Soap and organic surface-active products in bar,0503,"Chemicals, finished manufactures"
340119,Soap and organic surface-active products in bar,0503,"Chemicals, finished manufactures"
340120,"Soap in other forms, nes",0503,"Chemicals, finished manufactures"
340211,"Anionic surface-active agents, (excl. soap)",0503,"Chemicals, finished manufactures"
340212,"Cationic surface-active agents, (excl. soap)",0503,"Chemicals, finished manufactures"
340213,"Non-ionic surface-active agents, (excl. soap)",0503,"Chemicals, finished manufactures"
340219,"Organic surface-active agents, (excl. soap), ne",0503,"Chemicals, finished manufactures"
340220,"Washing and cleaning preparations, put up for r",0503,"Chemicals, finished manufactures"
340290,"Washing and cleaning preparations, not put up f",0503,"Chemicals, finished manufactures"
340410,Artificial waxes of chemically modified lignite,0503,"Chemicals, finished manufactures"
340420,Artificial waxes of polyethylene glycol,0503,"Chemicals, finished manufactures"
340490,"Artificial waxes and prepared waxes, nes",0503,"Chemicals, finished manufactures"
340510,"Polishes, creams and similar preparations for f",0503,"Chemicals, finished manufactures"
340520,"Polishes, creams and similar preparations for m",0503,"Chemicals, finished manufactures"
340530,Polishes and similar preparations for coachwork,0503,"Chemicals, finished manufactures"
340540,Scouring pastes and powders and other scouring,0503,"Chemicals, finished manufactures"
340590,"Other polishes, creams and similar preparations",0503,"Chemicals, finished manufactures"
340700,Modelling pastes; dental wax and impression com,0503,"Chemicals, finished manufactures"
350610,Products put up as glues or adhesives for retai,0503,"Chemicals, finished manufactures"
350691,Adhesives based on rubber or plastic (incl. art,0503,"Chemicals, finished manufactures"
350699,"Prepared glues and other prepared adhesives, ne",0503,"Chemicals, finished manufactures"
360100,Propellent powders,0503,"Chemicals, finished manufactures"
360200,"Prepared explosives, (excl. propellent powders)",0503,"Chemicals, finished manufactures"
360300,Safety fuses; detonating fuses; caps; igniters;,0503,"Chemicals, finished manufactures"
360410,Fireworks,0503,"Chemicals, finished manufactures"
360490,Signalling flares... and other pyrotechnic arti,0503,"Chemicals, finished manufactures"
370110,"Photographic plates... for X-ray, in the flat,",0503,"Chemicals, finished manufactures"
370120,"Instant print flat film, unexposed",0503,"Chemicals, finished manufactures"
370130,"Plates and film, in the flat with any side >255",0503,"Chemicals, finished manufactures"
370191,"Photographic plates..., in the flat for colour",0503,"Chemicals, finished manufactures"
370199,"Photographic plates and film, in the flat (excl",0503,"Chemicals, finished manufactures"
370210,"Photographic film in rolls, for X-ray, unexpose",0503,"Chemicals, finished manufactures"
370220,"Instant print film in rolls, unexposed",0503,"Chemicals, finished manufactures"
370231,"Polychrome film, in rolls, non-perforated, of w",0503,"Chemicals, finished manufactures"
370232,"Film, in rolls, non-perforated, with silver...",0503,"Chemicals, finished manufactures"
370239,"Film, in rolls, non-perforated, of width =<105m",0503,"Chemicals, finished manufactures"
370241,"Polychrome film, in rolls, non-perforated, widt",0503,"Chemicals, finished manufactures"
370242,"Film, in rolls, non-perforated, width >610mm le",0503,"Chemicals, finished manufactures"
370243,"Film, in rolls, non-perforated, width >610mm an",0503,"Chemicals, finished manufactures"
370244,"Film, in rolls, non-perforated, width >105mm bu",0503,"Chemicals, finished manufactures"
370251,"Polychrome film, in rolls, width =<16mm and len",0503,"Chemicals, finished manufactures"
370252,"Polychrome film, in rolls, width =<16mm and len",0503,"Chemicals, finished manufactures"
370253,"Polychrome slide film, in rolls, width >16mm bu",0503,"Chemicals, finished manufactures"
370254,"Polychrome film, in rolls, width >16mm but =<35",0503,"Chemicals, finished manufactures"
370255,"Polychrome film, in rolls, width >16mm but =<35",0503,"Chemicals, finished manufactures"
370256,"Polychrome film, in rolls, width >35mm",0503,"Chemicals, finished manufactures"
370291,"Film, in rolls, width =<16mm and length =<14m (",0503,"Chemicals, finished manufactures"
370292,"Film, in rolls, width =<16mm and length >14m (e",0503,"Chemicals, finished manufactures"
370293,"Film, in rolls, width >16mm but =<35mm and leng",0503,"Chemicals, finished manufactures"
370294,"Film, in rolls, width >16mm but =<35mm and leng",0503,"Chemicals, finished manufactures"
370295,"Film, in rolls, width >35mm (excl. colour)",0503,"Chemicals, finished manufactures"
370310,"Photographic paper, paperboard and textilles, i",0503,"Chemicals, finished manufactures"
370320,"Photographic paper, paperboard and textilles fo",0503,"Chemicals, finished manufactures"
370390,"Photographic paper, paperboard and textilles, n",0503,"Chemicals, finished manufactures"
370400,"Photographic plates, film, paper..., exposed bu",0503,"Chemicals, finished manufactures"
370510,"Photographic plates..., exposed and developed,",0503,"Chemicals, finished manufactures"
370520,"Microfilms, exposed and developed",0503,"Chemicals, finished manufactures"
370590,"Photographic plates..., exposed and developed,",0503,"Chemicals, finished manufactures"
370610,"Cinematographic film, exposed and developed, wi",0503,"Chemicals, finished manufactures"
370690,"Cinematographic film, exposed and developed, wi",0503,"Chemicals, finished manufactures"
370710,Sensitising emulsions for photographic uses,0503,"Chemicals, finished manufactures"
370790,"Chemical preparations for photograpic use, nes",0503,"Chemicals, finished manufactures"
380810,"Insecticides, put up for retail sale",0503,"Chemicals, finished manufactures"
380820,"Fungicides, put up for retail sale",0503,"Chemicals, finished manufactures"
380830,"Herbicides, anti-sprouting products and plant g",0503,"Chemicals, finished manufactures"
380840,"Disinfectants, put up for retail sale",0503,"Chemicals, finished manufactures"
380890,"Rodenticides and similar products, put up for r",0503,"Chemicals, finished manufactures"
381300,Preparations for fire-extinguishers; charged fi,0503,"Chemicals, finished manufactures"
381400,"Organic composite solvents and thinners, nes; p",0503,"Chemicals, finished manufactures"
382100,Prepared culture media for development of micro,0503,"Chemicals, finished manufactures"
392210,"Baths, shower-baths and wash-basins, of plastic",0503,"Chemicals, finished manufactures"
392220,Lavatory seats and covers of plastics,0503,"Chemicals, finished manufactures"
392290,"Bidets, lavatory pans... and other sanitary war",0503,"Chemicals, finished manufactures"
392310,"Boxes, cases, crates and similar articles of pl",0503,"Chemicals, finished manufactures"
392321,Sacks and bags (incl. cones) of polymers of eth,0503,"Chemicals, finished manufactures"
392329,Sacks and bags (incl. cones) of other plastics,0503,"Chemicals, finished manufactures"
392330,"Carboys, bottles, flasks and similar articles o",0503,"Chemicals, finished manufactures"
392340,"Spools, cops, bobbins and similar supports of p",0503,"Chemicals, finished manufactures"
392350,"Stoppers, lids, caps and other closures of plas",0503,"Chemicals, finished manufactures"
392390,"Articles for the packing of goods, of plastics,",0503,"Chemicals, finished manufactures"
392410,Tableware and kitchenware of plastics,0503,"Chemicals, finished manufactures"
392490,"Household and toilet articles of plastics, nes",0503,"Chemicals, finished manufactures"
392510,"Reservoirs... and similar containers, capacity",0503,"Chemicals, finished manufactures"
392520,"Doors, windows and their frames and thresholds",0503,"Chemicals, finished manufactures"
392530,"Shutters, blinds and similar articles and parts",0503,"Chemicals, finished manufactures"
392590,"Builders' ware of plastics, nes",0503,"Chemicals, finished manufactures"
392610,Office or school supplies of plastics,0503,"Chemicals, finished manufactures"
392620,Articles of apparel and clothing accessories of,0503,"Chemicals, finished manufactures"
392630,"Fittings for furniture, coachwork or the like o",0503,"Chemicals, finished manufactures"
392640,Statuettes and other ornamental articles of pla,0503,"Chemicals, finished manufactures"
392690,"Other articles of plastics, nes",0503,"Chemicals, finished manufactures"
860110,Rail locomotives powered from an external sourc,0603,Transport equipment
860120,Rail locomotives powered by electric batteries,0603,Transport equipment
860210,"Rail locomotives, diesel-electric",0603,Transport equipment
860290,Rail locomotives nes and locomotive tenders,0603,Transport equipment
860310,Self-propelled railway cars powered from an ext,0603,Transport equipment
860390,Self-propelled railway cars nes,0603,Transport equipment
860400,Railway maintenance-of-way service vehicles,0603,Transport equipment
860500,"Railway passenger and special purpose coaches,",0603,Transport equipment
860610,"Railway tank cars, not self-propelled",0603,Transport equipment
860620,"Railway cars, insulated or refrigerated, other",0603,Transport equipment
860630,"Railway cars, self-discharging, other than tank",0603,Transport equipment
860691,"Railway cars, closed and covered",0603,Transport equipment
860692,"Railway cars, open, with non-removable sides of",0603,Transport equipment
860699,Railway cars nes,0603,Transport equipment
860711,Driving bogies and bissel-bogies,0603,Transport equipment
860712,Bogies and bissel-bogies nes,0603,Transport equipment
860719,Axles and wheels and parts,0603,Transport equipment
860721,Air brakes and parts for railway rolling stock,0603,Transport equipment
860729,Brakes nes and parts thereof for railway rollin,0603,Transport equipment
860730,Coupling devices and parts for railway rolling,0603,Transport equipment
860791,Locomotive parts nes,0603,Transport equipment
860799,Railway rolling stock parts nes,0603,Transport equipment
860900,Cargo containers designed to be carried by one,0603,Transport equipment
870110,Pedestrian controlled tractors,0603,Transport equipment
870120,Road tractors for semi-trailers (truck tractors,0603,Transport equipment
870130,Track-laying tractors (crawlers),0603,Transport equipment
870190,Wheeled tractors nes,0603,Transport equipment
870210,Diesel powered buses with a seating capacity of,0603,Transport equipment
870290,Buses with a seating capacity of more than nine,0603,Transport equipment
870310,"Snowmobiles, golf cars and similar vehicles",0603,Transport equipment
870321,Automobiles with reciprocating piston engine di,0603,Transport equipment
870322,Automobiles with reciprocating piston engine di,0603,Transport equipment
870323,Automobiles with reciprocating piston engine di,0603,Transport equipment
870324,Automobiles with reciprocating piston engine di,0603,Transport equipment
870331,Automobiles with diesel engine displacing not m,0603,Transport equipment
870332,Automobiles with diesel engine displacing more,0603,Transport equipment
870333,Automobiles with diesel engine displacing more,0603,Transport equipment
870390,Automobiles nes including gas turbine powered,0603,Transport equipment
870410,Dump trucks designed for off-highway use,0603,Transport equipment
870421,Diesel powered trucks with a GVW not exceeding,0603,Transport equipment
870422,Diesel powered trucks with a GVW exc five tonne,0603,Transport equipment
870423,Diesel powered trucks with a GVW exceeding twen,0603,Transport equipment
870431,Gas powered trucks with a GVW not exceeding fiv,0603,Transport equipment
870432,Gas powered trucks with a GVW exceeding five to,0603,Transport equipment
870490,Trucks nes,0603,Transport equipment
870510,Mobile cranes,0603,Transport equipment
870520,Mobile drilling derricks,0603,Transport equipment
870530,Fire fighting vehicles,0603,Transport equipment
870540,Mobile concrete mixers,0603,Transport equipment
870590,Special purpose motor vehicles nes,0603,Transport equipment
870600,Chassis fitted with engines for the vehicles of,0603,Transport equipment
870710,Bodies for passenger carrying vehicles,0603,Transport equipment
870790,"Bodies for tractors, buses, trucks and special",0603,Transport equipment
870810,Bumpers and parts for motor vehicles,0603,Transport equipment
870829,Parts and accessories of bodies nes for motor v,0603,Transport equipment
870831,Mounted brake linings for motor vehicles,0603,Transport equipment
870839,Brake system parts nes for motor vehicles,0603,Transport equipment
870840,Tansmissions for motor vehicles,0603,Transport equipment
870850,Drive axles with differential for motor vehicle,0603,Transport equipment
870860,Non-driving axles and parts for motor vehicles,0603,Transport equipment
870870,Wheels including parts and accessories for moto,0603,Transport equipment
870880,Shock absorbers for motor vehicles,0603,Transport equipment
870891,Radiators for motor vehicles,0603,Transport equipment
870892,Mufflers and exhaust pipes for motor vehicles,0603,Transport equipment
870893,Clutches and parts for motor vehicles,0603,Transport equipment
870894,"Steering wheels, steering columns and steering",0603,Transport equipment
870899,Motor vehicle parts nes,0603,Transport equipment
871110,Motorcycles with reciprocating piston engine di,0603,Transport equipment
871120,Motorcycles with reciprocating piston engine di,0603,Transport equipment
871130,Motorcycles with reciprocating piston engine di,0603,Transport equipment
871140,Motorcycles with reciprocating piston engine di,0603,Transport equipment
871150,Motorcycles with reciprocating piston engine di,0603,Transport equipment
871190,Motorcycles with other than a reciprocating pis,0603,Transport equipment
871200,Bicycles and other cycles (including delivery t,0603,Transport equipment
871310,Wheelchairs not mechanically propelled,0603,Transport equipment
871390,"Wheelchairs, mechanically propelled",0603,Transport equipment
871411,Motorcycle saddles,0603,Transport equipment
871419,Motorcycle parts nes,0603,Transport equipment
871420,Wheelchair parts nes,0603,Transport equipment
871491,"Bicycle frames and forks, and parts thereof",0603,Transport equipment
871492,Bicycle wheel rims and spokes,0603,Transport equipment
871493,Bicycle hubs and free-wheel sprocket wheels,0603,Transport equipment
871494,"Bicycle brakes, including coaster braking hubs,",0603,Transport equipment
871495,Bicycle saddles,0603,Transport equipment
871496,Bicycle pedals and crank-gear and parts thereof,0603,Transport equipment
871499,Bicycle parts nes,0603,Transport equipment
871610,Trailers for housing or camping,0603,Transport equipment
871620,Trailers for agricultural purposes,0603,Transport equipment
871631,Tanker trailers and semi-trailers,0603,Transport equipment
871639,Trailers nes for the transport of goods,0603,Transport equipment
871640,Trailers and semi-trailers nes,0603,Transport equipment
871680,"Wheelbarrows, hand-carts, rickshaws and other h",0603,Transport equipment
871690,Trailer and other vehicle parts nes,0603,Transport equipment
880110,Gliders and hang gliders,0603,Transport equipment
880190,"Balloons, dirigibles and non-powered aircraft n",0603,Transport equipment
880211,Helicopters of an unladen weight not exceeding,0603,Transport equipment
880212,"Helicopters of an unladen weight exceeding 2,00",0603,Transport equipment
880220,Aircraft nes of an unladen weight not exceeding,0603,Transport equipment
880230,"Aircraft nes of an unladen weight > 2,000 kg bu",0603,Transport equipment
880240,"Aircraft nes of an unladen weight exceeding 15,",0603,Transport equipment
880250,Spacecraft (including satellites) and spacecraf,0603,Transport equipment
880310,Aircraft propellers and rotors and parts thereo,0603,Transport equipment
880320,Aircraft under-carriages and parts thereof,0603,Transport equipment
880330,Aircraft parts nes,0603,Transport equipment
880390,"Parts of balloons, dirigibles, and spacecraft n",0603,Transport equipment
890110,"Cruise ships, excursion boats etc principally d",0603,Transport equipment
890120,Tankers,0603,Transport equipment
890130,Refrigerated vessels other than tankers,0603,Transport equipment
890190,Cargo vessels nes and other vessels for the tra,0603,Transport equipment
890200,Fishing vessels and factory ships,0603,Transport equipment
890310,Inflatable pleasure craft,0603,Transport equipment
890391,"Sailboats, with or without auxiliary motor",0603,Transport equipment
890392,"Motorboats, other than outboard motorboats",0603,Transport equipment
890399,"Rowing boats, canoes, sculls and other pleasure",0603,Transport equipment
890400,Tugs and pusher craft,0603,Transport equipment
890510,Dredgers,0603,Transport equipment
890520,Floating or submersible drilling or production,0603,Transport equipment
890590,Floating docks and vessels which perform specia,0603,Transport equipment
890600,"Warships, lifeboats, hospital ships and vessels",0603,Transport equipment
890710,Inflatable rafts including those for carrying s,0603,Transport equipment
890790,"Buoys, beacons, coffer-dams, pontoons and other",0603,Transport equipment
890800,Vessels and other floating structures for break,0603,Transport equipment
732111,Cooking appliances&plate warmers for gas fuel o,0703,Non-electric machinery
732112,Cooking appliances & plate warmers for liquid f,0703,Non-electric machinery
732113,Cooking appliances & plate warmers for solid fu,0703,Non-electric machinery
732181,"Household or camping appliances,i/s,for htg or",0703,Non-electric machinery
732182,"Household or camping appliances,i/s,for htg or",0703,Non-electric machinery
732183,"Household or camping appliances,i/s,for htg or",0703,Non-electric machinery
732190,Appliance parts clearly identifiable as for hou,0703,Non-electric machinery
732211,"Radiators and parts thereof, cast iron",0703,Non-electric machinery
732219,"Radiators and parts thereof, iron or steel, oth",0703,Non-electric machinery
732290,"Air heaters,hot air distributors,iron or steel&",0703,Non-electric machinery
840110,Nuclear reactors,0703,Non-electric machinery
840120,Machinery and apparatus for isotopic separation,0703,Non-electric machinery
840130,"Fuel elements (cartridges), non-irradiated, for",0703,Non-electric machinery
840140,Parts of nuclear reactors,0703,Non-electric machinery
840211,Watertube boilers with a steam production excee,0703,Non-electric machinery
840212,Watertube boilers with a steam production not e,0703,Non-electric machinery
840219,"Vapour generating boilers nes, including hybrid",0703,Non-electric machinery
840220,Super-heated water boilers,0703,Non-electric machinery
840290,Parts of steam or vapour generating boilers nes,0703,Non-electric machinery
840310,Central heating boilers nes,0703,Non-electric machinery
840390,Parts of central heating boiler nes,0703,Non-electric machinery
840410,Auxiliary plant for use with steam or vapour ge,0703,Non-electric machinery
840420,Condensers for steam or vapour power units,0703,Non-electric machinery
840490,Parts for auxiliary plant & condenser for steam,0703,Non-electric machinery
840510,Producer gas or water gas generators acetylene,0703,Non-electric machinery
840590,"Parts of prod gas or wat gas gen,acetylene gas",0703,Non-electric machinery
840611,Steam and vapour turbines for marine propulsion,0703,Non-electric machinery
840619,Steam and vapour turbines nes,0703,Non-electric machinery
840690,Parts of steam and vapour turbines,0703,Non-electric machinery
840710,"Aircraft engines, spark-ignition reciprocating",0703,Non-electric machinery
840721,"Outboard motors, spark-ignition reciprocating o",0703,Non-electric machinery
840729,Marine engines nes of the spark-ignition recipr,0703,Non-electric machinery
840731,"Engines, spark-ignition reciprocating, displaci",0703,Non-electric machinery
840732,"Engines, spark-ignition reciprocating, displaci",0703,Non-electric machinery
840733,"Engines, spark-ignition reciprocating displacin",0703,Non-electric machinery
840734,"Engines, spark-ignition reciprocating displacin",0703,Non-electric machinery
840790,"Engines, spark-ignition type nes",0703,Non-electric machinery
840810,"Marine propulsion engines, diesel",0703,Non-electric machinery
840820,"Engines, diesel, for the vehicles of Chapter 87",0703,Non-electric machinery
840890,"Engines, diesel nes",0703,Non-electric machinery
840910,Parts for spark-ignition type aircraft engines,0703,Non-electric machinery
840991,Parts for spark-ignition type engines nes,0703,Non-electric machinery
840999,Parts for diesel and semi-diesel engines,0703,Non-electric machinery
841011,Hydraulic turbines & water wheels of a power no,0703,Non-electric machinery
841012,Hyd turbines & water wheels of a power exc 1000,0703,Non-electric machinery
841013,Hydraulic turbines and water wheels of a power,0703,Non-electric machinery
841090,Parts of hydraulic turbines & water wheels incl,0703,Non-electric machinery
841111,Turbo-jets of a thrust not exceeding 25 KN,0703,Non-electric machinery
841112,Turbo-jets of a thrust exceeding 25 KN,0703,Non-electric machinery
841121,Turbo-propellers of a power not exceeding 1100,0703,Non-electric machinery
841122,Turbo-propellers of a power exceeding 1100 KW,0703,Non-electric machinery
841181,Gas turbines nes of a power not exceeding 5000,0703,Non-electric machinery
841182,Gas turbines nes of a power exceeding 5000 KW,0703,Non-electric machinery
841191,Parts of turbo-jets or turbo-propellers,0703,Non-electric machinery
841199,Parts of gas turbines nes,0703,Non-electric machinery
841210,Reaction engines nes other than turbo jets,0703,Non-electric machinery
841221,Hydraulic power engines & motors linear acting,0703,Non-electric machinery
841229,Hydraulic power engines & motors nes,0703,Non-electric machinery
841231,Pneumatic power engines & motors linear acting,0703,Non-electric machinery
841239,Pneumatic power engines & motors nes,0703,Non-electric machinery
841280,Engines and motors nes,0703,Non-electric machinery
841290,Parts of hydraulic & pneumatic & other power en,0703,Non-electric machinery
841311,Pumps with or w/o a meas device for disp fuel/l,0703,Non-electric machinery
841319,Pumps fitted or designed to be fitted with a me,0703,Non-electric machinery
841320,"Hand pumps nes, o/t those of subheading No 8413",0703,Non-electric machinery
841330,"Fuel, lubricating or cooling medium pumps for i",0703,Non-electric machinery
841340,Concrete pumps,0703,Non-electric machinery
841350,Reciprocating positive displacement pumps nes,0703,Non-electric machinery
841360,Rotary positive displacement pumps nes,0703,Non-electric machinery
841370,Centrifugal pumps nes,0703,Non-electric machinery
841381,Pumps nes,0703,Non-electric machinery
841382,Liquid elevators,0703,Non-electric machinery
841391,Parts of pumps for liquid whether or not fitted,0703,Non-electric machinery
841392,Parts of liquid elevators,0703,Non-electric machinery
841410,Vacuum pumps,0703,Non-electric machinery
841420,Hand or foot-operated air pumps,0703,Non-electric machinery
841430,Compressors of a kind used in refrigerating equ,0703,Non-electric machinery
841440,Air compressors mounted on a wheeled chassis fo,0703,Non-electric machinery
841451,"Fans: table,roof etc with a self-cont elec mtr",0703,Non-electric machinery
841459,Fans nes,0703,Non-electric machinery
841460,Hoods having a maximum horizontal side not exce,0703,Non-electric machinery
841480,"Air or gas compressors, hoods",0703,Non-electric machinery
841490,"Parts of vacuum pumps, compressors, fans, blowe",0703,Non-electric machinery
841510,"Air conditioning machines window or wall types,",0703,Non-electric machinery
841581,Air cond mach nes inc a ref unit and a valve fo,0703,Non-electric machinery
841582,"Air cond mach nes, inc a refrigerating unit",0703,Non-electric machinery
841583,"Air cond mach nes, not incorporating refrigerat",0703,Non-electric machinery
841590,Parts of air conditioning machines,0703,Non-electric machinery
841610,Furnace burners for liquid fuel,0703,Non-electric machinery
841620,"Furnace burners nes, including combination burn",0703,Non-electric machinery
841630,"Mech.stokers, mech.grates, mech.ash dischargers",0703,Non-electric machinery
841690,"Parts of furnace burners,mech stokers grates,as",0703,Non-electric machinery
841710,"Furnaces&ovens n-elec for the roast,melt or h-t",0703,Non-electric machinery
841720,"Bakery ovens, including biscuit ovens, non-elec",0703,Non-electric machinery
841780,"Industrial or lab furnaces & ovens, inc inciner",0703,Non-electric machinery
841790,Parts of industrial or lab furnaces & ovens inc,0703,Non-electric machinery
841810,"Combined refrigerator-freezers, fitted with sep",0703,Non-electric machinery
841821,"Refrigerators, household type, compression-type",0703,Non-electric machinery
841822,"Refrigerators, household type, absorption-type,",0703,Non-electric machinery
841829,"Refrigerators, household type, nes",0703,Non-electric machinery
841830,"Freezers of the chest type, not exceeding 800 l",0703,Non-electric machinery
841840,"Freezers of the upright type, not exceeding 900",0703,Non-electric machinery
841850,"Other refrigerating or freezing chests,cabinets",0703,Non-electric machinery
841861,Compression type refrigrting or freez equip who,0703,Non-electric machinery
841869,Refrigerating or freezing equipment nes,0703,Non-electric machinery
841891,Furniture designed to receive refrigerating or,0703,Non-electric machinery
841899,"Parts of refrigerating or freezing equipment, n",0703,Non-electric machinery
841911,Instantaneous gas water heaters,0703,Non-electric machinery
841919,"Instantaneous or storage water heaters, non-ele",0703,Non-electric machinery
841920,"Medical, surgical or laboratory sterilizers",0703,Non-electric machinery
841931,Dryers for agricultural products,0703,Non-electric machinery
841932,"Dryers for wood, paper pulp, paper or paperboar",0703,Non-electric machinery
841939,"Non-domestic, non-electric dryers nes",0703,Non-electric machinery
841940,Distilling or rectifying plant,0703,Non-electric machinery
841950,"Heat exchange units, non-domestic, non-electric",0703,Non-electric machinery
841960,Machinery for liquefying air or other gases,0703,Non-electric machinery
841981,Machinery for making hot drinks or for cooking,0703,Non-electric machinery
841989,"Machinery, plant or laboratory equip for treat",0703,Non-electric machinery
841990,"Parts of machinery, plant and equipment of head",0703,Non-electric machinery
842010,"Calendering or rolling machines, excluding for",0703,Non-electric machinery
842091,"Cylinders for calendering or rolling mach, excl",0703,Non-electric machinery
842099,"Parts of calendering or rolling mach nes, exclu",0703,Non-electric machinery
842111,Cream separators,0703,Non-electric machinery
842112,"Clothes-dryers, centrifugal",0703,Non-electric machinery
842119,Centrifuges nes,0703,Non-electric machinery
842121,Filtering or purifying machinery and apparatus,0703,Non-electric machinery
842122,Filtering or purifying machinery and apparatus,0703,Non-electric machinery
842123,Oil or petrol-filters for internal combustion e,0703,Non-electric machinery
842129,Filtering or purifying machinery and apparatus,0703,Non-electric machinery
842131,Intake air filters for internal combustion engi,0703,Non-electric machinery
842139,Filtering or purifying machinery and apparatus,0703,Non-electric machinery
842191,"Parts of centrifuges, including centrifugal dry",0703,Non-electric machinery
842199,Parts for filtering or purifying mchy & apparat,0703,Non-electric machinery
842211,Dish washing machines of the HH type,0703,Non-electric machinery
842219,Dish washing machines nes,0703,Non-electric machinery
842220,Machinery for cleaning or drying bottles or con,0703,Non-electric machinery
842230,Mach for fil/clos/seal/etc.btle/can/box/bag/ctn,0703,Non-electric machinery
842240,Packing or wrapping machinery nes,0703,Non-electric machinery
842290,"Pts of dish washing,cleaning or drying containe",0703,Non-electric machinery
842310,"Personal weighing machines, including baby scal",0703,Non-electric machinery
842320,Scales for continuous weighing of goods on conv,0703,Non-electric machinery
842330,"Constant weight scales, including hopper scales",0703,Non-electric machinery
842381,Weighing machinery having a maximum weighing ca,0703,Non-electric machinery
842382,Weighing machinery having a maximum weighing ca,0703,Non-electric machinery
842389,"Weighing machinery, nes",0703,Non-electric machinery
842390,Weighing machine weights of all kinds; parts of,0703,Non-electric machinery
842410,"Fire extinguishers, whether or not charged",0703,Non-electric machinery
842420,Spray guns and similar appliances,0703,Non-electric machinery
842430,Steam or sand blasting machines and similar jet,0703,Non-electric machinery
842481,Mech appl for proj/disp or spraying liquids or,0703,Non-electric machinery
842489,Mech appl (whether or not hand-op) for proj/dis,0703,Non-electric machinery
842490,Pts of mech app (hand-op or not) for proj/disp,0703,Non-electric machinery
842511,Pulley tackle/hoists electric (exc skip hoists/,0703,Non-electric machinery
842519,Pulley tackle/hoists nes (exc skip hoists or ho,0703,Non-electric machinery
842520,Pit-head winding gear winches specially designe,0703,Non-electric machinery
842531,Winches or capstans nes powered by electric mot,0703,Non-electric machinery
842539,Winches or captsans nes,0703,Non-electric machinery
842541,Built-in jacking systems of a type used in gara,0703,Non-electric machinery
842542,Jacks & hoists nes hydraulic,0703,Non-electric machinery
842549,Jacks & hoists nes,0703,Non-electric machinery
842611,Gantry & overhead travelling cranes on fixed su,0703,Non-electric machinery
842612,Mobile lifting frames on tyres and straddle car,0703,Non-electric machinery
842619,Transporter or bridge cranes,0703,Non-electric machinery
842620,Tower cranes,0703,Non-electric machinery
842630,Portal or pedestal jib cranes,0703,Non-electric machinery
842641,Derricks/cranes or works trucks fitted with a c,0703,Non-electric machinery
842649,"Derricks, cranes or work trucks fitted with a c",0703,Non-electric machinery
842691,Cranes designed for mounting on road vehicles,0703,Non-electric machinery
