HS 2007 Product Code,HS 2007 Product Description,HS 1988/92 Product Code,HS 1988/92 Product Description
540110,"Sewing thread of man-made filaments, whether/not put up for RS, of synthetic filaments",540110,Sewing thread of synthetic filaments
540120,"Sewing thread of man-made filaments, whether/not put up for RS, of artificial filaments",540120,Sewing thread of artificial filaments
540211,"High tenacity yarn other than textured yarn/sewing thread, of aramids, not put up for retail sale",540210,High tenacity yarn of nylon or other polyamides
540219,"High tenacity yarn other than textured yarn/sewing thread, of nylon/other polyamides (excl. of 5402.11), not put up for retail sale",540210,High tenacity yarn of nylon or other polyamides
540220,"High tenacity yarn other than textured yarn/sewing thread, of polyesters, not put up for retail sale",540220,"High tenacity yarn of polyesters, nprs"
540231,"Textured yarn other than sewing thread, of nylon/other polyamides, measuring per single yarn not >50dtx., not put up for retail sale",540231,"Textured yarn, of nylon or other polyamides, =<"
540232,"Textured yarn other than sewing thread, of nylon/other polyamides, measuring per single yarn >50dtx., not put up for retail sale",540232,"Textured yarn, of nylon or other polyamides, >5"
540233,"Textured yarn other than sewing thread, of polyesters, not put up for retail sale",540233,"Textured yarn of polyesters, nprs"
540234,"Textured yarn other than sewing thread, of polypropylene, not put up for retail sale",540239,"Textured yarn, nes, nprs"
540239,"Textured yarn other than sewing thread (excl. of 5402.31-5402.34), not put up for retail sale",540239,"Textured yarn, nes, nprs"
540244,"Yarn other than high tenacity/textured yarn (excl. sewing thread), single/untwisted/with a twist not >50 turns per metre, elastomeric, not put up for retail sale",540241,"Single yarn of nylon or other polyamides, with"
540245,"Yarn other than high tenacity/textured yarn (excl. sewing thread), single/untwisted/with a twist not >50 turns per metre, of nylon/other polyamides, not put up for retail sale",540241,"Single yarn of nylon or other polyamides, with"
540246,"Yarn other than high tenacity/textured yarn (excl. sewing thread), single/untwisted/with a twist not >50 turns per metre, of polyesters, partially oriented, not put up for retail sale",540242,"Single yarn of partially oriented polyesters, w"
540247,"Yarn other than high tenacity/textured yarn (excl. sewing thread; excl. of 5412.46), single/untwisted/with a twist not >50 turns per metre, of polyesters, not put up for retail sale",540243,"Single yarn of polyesters, nes, with =<50turns/"
540248,"Yarn other than high tenacity/textured yarn (excl. sewing thread), single/untwisted/with a twist not >50 turns per metre, of polypropylene, not put up for retail sale",540249,"Single synthetic yarn, nes, with =<50turns/m, n"
540249,"Yarn other than high tenacity/textured yarn (excl. sewing thread,excl .of 5402.44-5412.48), single/untwisted/with a twist not >50 turns per metre, not put up for retail sale",540249,"Single synthetic yarn, nes, with =<50turns/m, n"
540251,"Yarn other than sewing thread (excl. of 5402.10-5402.49), single, with a twist >50 turns per metre, of nylon/other polyamides, not put up for retail sale",540251,"Single yarn of nylon or other polyamides, with"
540252,"Yarn other than sewing thread (excl. of 5402.10-5402.51), single, with a twist >50 turns per metre, of polyesters, not put up for retail sale",540252,"Single yarn of polyesters, with >50turns/m, npr"
540259,"Synthetic filament yarn other than sewing thread (excl. of 5402.10-5402.52), single, with a twist >50 turns per metre, n.e.s., not put up for retail sale",540259,"Single synthetic yarn, nes, with >50turns/m, np"
540261,"Yarn other than sewing thread, mult./cab., of nylon/other polyamides, not put up for retail sale",540261,Multiple or cabled yarn of nylon or other polya
540262,"Yarn other than sewing thread, mult./cab., of polyesters, not put up for retail sale",540262,"Multiple or cabled yarn of polyesters, nprs"
540269,"Synthetic filament yarn other than sewing thread (excl. of 5402.61 & 5402.62), mult./cab., not put up for retail sale",540269,"Multiple or cabled yarn, nes, nprs"
540310,"High tenacity yarn other than sewing thread, of viscose rayon, not put up for retail sale",540310,"High tenacity yarn of viscose rayon, nprs"
540331,"Artificial filament yarn (other than sewing thread,excl. of 5403.10), single, of viscose rayon, untwisted/with a twist not >120 turns per metre, incl. artificial monofilament of <67dtx., not put up for retail sale",540331,"Single yarn of viscose rayon, with =<120turns/m"
540332,"Artificial filament yarn (other than sewing thread,excl. of 5403.10), single, of viscose rayon, untwisted/with a twist >120 turns per metre, incl. artificial monofilament of <67dtx., not put up for retail sale",540332,"Single yarn of viscose rayon, with >120turns/m,"
540333,"Artificial filament yarn (other than sewing thread,excl. of 5403.10), single, of cellulose acetate, incl. artificial monofilament of <67dtx., not put up for retail sale",540333,"Single yarn of cellulose acetate, nprs"
540339,"Artificial filament yarn (other than sewing thread,excl. of 5403.10,5403.31-5403.33), single, incl. artificial monofilament of <67dtx., not put up for retail sale",540339,"Single artificial yarn, nes, nprs"
540341,"Artificial filament yarn (other than sewing thread,excl. of 5403.10), mult./cab., of viscose rayon, incl. artificial monofilament of <67dtx., not put up for retail sale",540341,"Multiple or cabled yarn of viscose rayon, nprs"
540342,"Artificial filament yarn (other than sewing thread,excl. of 5403.10), mult./cab., of cellulose acetate, incl. artificial monofilament of <67dtx., not put up for retail sale",540342,"Multiple or cabled yarn of cellulose acetate, n"
540349,"Artificial filament yarn (other than sewing thread,excl. of 5403.10, 5403.41&5403.42), mult./cab., of cellulose acetate, incl. artificial monofilament of <67dtx., not put up for retail sale",540349,"Multiple or cabled artificial yarn, nes, nprs"
540411,"Synthetic monofilament of 67dtx./more & of which no cross-sectional dim. exceeds 1mm, elastomeric",540410,Synthetic monofilament of >=67decitex
540412,"Synthetic monofilament, of polypropylene, of 67 decitex/more & of which no cross-sectional dimension exceeds 1 mm; strip & the like (eg. artificial straw) of synthetic textile materials of an apparent width not > 5 mm; other than elastomeric.",540410,Synthetic monofilament of >=67decitex
540419,"Synthetic monofilament, other than of polypropylene/elastomeric, of 67 decitex/more & of which no cross-sectional dimension exceeds 1 mm; strip & the like (eg. artificial straw) of synthetic textile materials of an apparent width not > 5 mm.",540410,Synthetic monofilament of >=67decitex
540490,"Strip & the like (e.g., artificial straw) of synthetic textile materials of an apparent width not >5mm,n.e.s",540490,Strip and the like of synthetic textile materia
540500,"Artificial monofilament of 67dtx./more & of which no cross-sectional dim. exceeds 1mm; strip & the like (e.g., artificial straw) of artificial textile materials of an apparent width not >5mm",540500,Monofilament; strip and the like of artificial
540600,"Man-made filament yarn (other than sewing thread), put up for retail sale.",540610,"Synthetic filament yarn (excl. sewing thread),"
540710,Woven fabrics obt. from high tenacity yarn of nylon/other polyamides/polyesters,540710,Woven fabrics of high tenacity yarn of nylon...
540720,Woven fabrics obt. from strip/the like,540720,Woven fabrics obtained from synthetic strip or
540730,Woven fabrics of synthetic filament yarn as spec. in Note 9 to Section XI,540730,Fabrics of synthetic filament yarn specified in
540741,"Woven fabrics (excl. of 5407.10-5407.30), containing 85%/more by weight of filaments of nylon/other polyamides, unbleached/bleached",540741,"Unbleached or bleached woven fabrics, >=85% nyl"
540742,"Woven fabrics (excl. of 5407.10-5407.30), containing 85%/more by weight of filaments of nylon/other polyamides, dyed",540742,"Dyed woven fabrics of synthetic filament yarn,"
540743,"Woven fabrics (excl. of 5407.10-5407.30), containing 85%/more by weight of filaments of nylon/other polyamides, of yarns of different colours",540743,Coloured woven fabrics of synthetic filament ya
540744,"Woven fabrics (excl. of 5407.10-5407.30), containing 85%/more by weight of filaments of nylon/other polyamides, printed",540744,Printed woven fabrics of synthetic filament yar
540751,"Woven fabrics (excl. of 5407.10-5407.30), containing 85%/more by weight of textured polyester filaments, bleached/unbleached",540751,"Unbleached or bleached woven fabrics, >=85% tex"
540752,"Woven fabrics (excl. of 5407.10-5407.30), containing 85%/more by weight of textured polyester filaments, dyed",540752,"Dyed woven fabrics of synthetic filament yarn,"
540753,"Woven fabrics (excl. of 5407.10-5407.30), containing 85%/more by weight of textured polyester filaments, of yarns of different colours",540753,"Coloured woven fabrics of synthetic yarn, >=85%"
540754,"Woven fabrics (excl. of 5407.10-5407.30), containing 85%/more by weight of textured polyester filaments, printed",540754,"Printed woven fabrics of synthetic yarn, >=85%"
540761,"Woven fabrics (excl. of 5407.10-5407.30), containing 85%/more by weight of non-textured polyester filaments",540760,"Other woven fabrics of synthetic yarn, >=85% no"
540769,"Woven fabrics (excl. of 5407.10-5407.30), containing 85%/more by weight of polyester filaments other than non-textured filaments",540772,"Dyed woven fabrics, >=85% synthetic filaments,"
540771,"Woven fabrics (excl. of 5407.10-5407.30), containing 85%/more by weight of synthetic filaments, unbleached/bleached",540771,"Unbleached or bleached woven fabrics, >=85% syn"
540772,"Woven fabrics (excl. of 5407.10-5407.30), containing 85%/more by weight of synthetic filaments, dyed",540772,"Dyed woven fabrics, >=85% synthetic filaments,"
540773,"Woven fabrics (excl. of 5407.10-5407.30), containing 85%/more by weight of synthetic filaments, of yarns of different colours",540773,"Coloured woven fabrics, >=85% synthetic filamen"
540774,"Woven fabrics (excl. of 5407.10-5407.30), containing 85%/more by weight of synthetic filaments, printed",540774,"Printed woven fabrics, >=85% synthetic filament"
540781,"Woven fabrics (excl. of 5407.10-5407.30), containing <85% by weight of synthetic filaments, mixed mainly/solely with cotton, unbleached/bleached",540781,"Unbleached or bleached woven fabrics, <85% synt"
540782,"Woven fabrics (excl. of 5407.10-5407.30), containing <85% by weight of synthetic filaments, mixed mainly/solely with cotton, dyed",540782,"Dyed woven fabrics, <85% synthetic filaments, m"
540783,"Woven fabrics (excl. of 5407.10-5407.30), containing <85% by weight of synthetic filaments, mixed mainly/solely with cotton, of yarns of different colours",540783,"Coloured woven fabrics, <85% synthetic filament"
540784,"Woven fabrics (excl. of 5407.10-5407.30), containing <85% by weight of synthetic filaments, mixed mainly/solely with cotton, printed",540784,"Printed woven fabrics, <85% synthetic filaments"
540791,"Woven fabrics of synthetic filament yarn (excl. of 5407.10-5407.84), incl. woven fabrics obt. from materials of 54.04, bleached/unbleached",540791,Unbleached or bleached woven fabrics of synthet
540792,"Woven fabrics of synthetic filament yarn (excl. of 5407.10-5407.84), incl. woven fabrics obt. from materials of 54.04, dyed",540792,"Dyed woven fabrics of synthetic filament yarn,"
540793,"Woven fabrics of synthetic filament yarn (excl. of 5407.10-5407.84), incl. woven fabrics obt. from materials of 54.04, of yarns of different colours",540793,Coloured woven fabrics of synthetic filament ya
540794,"Woven fabrics of synthetic filament yarn (excl. of 5407.10-5407.84), incl. woven fabrics obt. from materials of 54.04, printed",540794,Printed woven fabrics of synthetic filament yar
540810,Woven fabrics obt. from high tenacity yarn of viscose rayon,540810,Woven fabrics of high tenacity synthetic filame
540821,"Woven fabrics (excl. of 5408.10), containing 85%/more by weight of artificial filament/strip/the like, unbleached/bleached",540821,"Unbleached or bleached woven fabrics, >=85% art"
540822,"Woven fabrics (excl. of 5408.10), containing 85%/more by weight of artificial filament/strip/the like, dyed",540822,"Dyed woven fabrics, >=85% artificial filaments"
540823,"Woven fabrics (excl. of 5408.10), containing 85%/more by weight of artificial filament/strip/the like, of yarns of different colours",540823,"Coloured woven fabrics, >=85% artificial filame"
540824,"Woven fabrics (excl. of 5408.10), containing 85%/more by weight of artificial filament/strip/the like, printed",540824,"Printed woven fabrics, >=85% artificial filamen"
540831,"Woven fabrics of artificial filament yarn (excl. of 5408.10-5408.24), unbleached/bleached",540831,Unbleached or bleached woven fabrics of artific
540832,"Woven fabrics of artificial filament yarn (excl. of 5408.10-5408.24), dyed",540832,"Dyed woven fabrics of artificial filament yarn,"
540833,"Woven fabrics of artificial filament yarn (excl. of 5408.10-5408.24), of yarns of different colours",540833,Coloured woven fabrics of artificial filament y
540834,"Woven fabrics of artificial filament yarn (excl. of 5408.10-5408.24), printed",540834,Printed woven fabrics of artificial filament ya
550110,"Synthetic filament tow, of nylon/other polyamides",550110,Synthetic filament tow of nylon or other polyam
550120,"Synthetic filament tow, of polyesters",550120,Synthetic filament tow of polyesters
550130,"Synthetic filament tow, acrylic/modacrylic",550130,"Synthetic filament tow, acrylic or modacrylic"
550140,"Synthetic filament tow, of polypropylene",550190,"Synthetic filament tow, nes"
550190,"Synthetic filament tow, n.e.s",550190,"Synthetic filament tow, nes"
550200,Artificial filament tow,550200,Artificial filament tow
550311,"Synthetic staple fibres, of aramids, of nylon/other polyamides; not carded, combed/othw. processed for spinning.",550310,"Synthetic staple fibres, of nylon or other poly"
550319,"Synthetic staple fibres, other than of aramid, but of nylon/other polyamides; not carded, combed/othw. processed for spinning.",550310,"Synthetic staple fibres, of nylon or other poly"
550320,"Synthetic staple fibres, not carded/combed/othw. processed for spinning, of polyester",550320,"Synthetic staple fibres, of polyesters, not car"
550330,"Synthetic staple fibres, not carded/combed/othw. processed for spinning, acrylic/modacrylic",550330,"Acrylic or modacrylic synthetic staple fibres,"
550340,"Synthetic staple fibres, not carded/combed/othw. processed for spinning, of polypropylene",550340,"Synthetic staple fibres, of polypropylene, not"
550390,"Synthetic staple fibres, not carded/combed/othw. processed for spinning (excl. of 5503.10-5503.10)",550390,"Synthetic staple fibres, nes, not carded, etc"
550410,"Artificial staple fibres, not carded/combed/othw. processed for spinning, of viscose rayon",550410,"Artificial staple fibres, of viscose rayon, not"
550490,"Artificial staple fibres, not carded/combed/othw. processed for spinning, other than of viscose rayon",550490,"Artificial staple fibres, (excl. viscose), not"
550510,"Waste (incl. noils, yarn waste & garnetted stock) of synthetic fibres",550510,"Waste of synthetic fibre, (incl. noils, yarn wa"
550520,"Waste (incl. noils, yarn waste & garnetted stock) of artificial fibres",550520,"Waste of artificial fibre, (incl. noils, yarn w"
550610,"Synthetic staple fibres, carded/combed/othw. processed for spinning, of nylon/other polyamides",550610,"Synthetic staple fibres, of nylon or other poly"
550620,"Synthetic staple fibres, carded/combed/othw. processed for spinning, of polyesters",550620,"Synthetic staple fibres, of polyesters, carded,"
550630,"Synthetic staple fibres, carded/combed/othw. processed for spinning, acrylic/modacrylic",550630,"Acrylic or modacrylic synthetic staple fibres,"
550690,"Synthetic staple fibres, carded/combed/othw. processed for spinning (excl. of 5506.10-5506.30)",550690,"Synthetic staple fibres, nes, carded, etc"
550700,"Artificial staple fibres, carded/combed/othw. processed for spinning",550700,"Artificial staple fibres, carded, combed or pro"
550810,"Sewing thread of man-made staple fibres, whether/not put up for RS, of synthetic staple fibres",550810,Sewing thread of synthetic staple fibres
550820,"Sewing thread of man-made staple fibres, whether/not put up for RS, of artificial staple fibres",550820,Sewing thread of artificial staple fibres
550911,"Yarn other than sewing thread, of synthetic staple fibres, containing 85%/more by weight of staple fibres of nylon/other polyamides, single yarn, not put up for retail sale",550911,"Single yarn, with >=85% staple fibres of nylon"
550912,"Yarn other than sewing thread, of synthetic staple fibres, containing 85%/more by weight of staple fibres of nylon/other polyamides, mult./cab. yarn, not put up for retail sale",550912,"Multiple or cabled yarn, >=85% staple fibres of"
550921,"Yarn other than sewing thread, of synthetic staple fibres, containing 85%/more by weight of polyester staple fibres, single yarn, not put up for retail sale",550921,"Single yarn, with >=85% polyester staple fibres"
550922,"Yarn other than sewing thread, of synthetic staple fibres, containing 85%/more by weight of polyester staple fibres, mult./cab. yarn, not put up for retail sale",550922,"Multiple or cabled yarn, with >=85% polyester s"
550931,"Yarn other than sewing thread, of synthetic staple fibres, containing 85%/more by weight of acrylic/modacrylic staple fibres, single yarn, not put up for retail sale",550931,"Single yarn, with >=85% acrylic or modacrylic s"
550932,"Yarn other than sewing thread, of synthetic staple fibres, containing 85%/more by weight of acrylic/modacrylic staple fibres, mult./cab. yarn, not put up for retail sale",550932,"Multiple or cabled yarn, >=85% acrylic or modac"
550941,"Yarn other than sewing thread, of synthetic staple fibres, containing 85%/more by weight of synthetic staple fibres, single yarn, not put up for retail sale",550941,"Single yarn, with >=85% synthetic staple fibres"
550942,"Yarn other than sewing thread, of synthetic staple fibres, containing 85%/more by weight of synthetic staple fibres, mult./cab. yarn, not put up for retail sale",550942,"Multiple or cabled yarn, with >=85% synthetic s"
550951,"Yarn other than sewing thread, of polyester staple fibres mixed mainly/solely with artificial staple fibres, not put up for retail sale",550951,"Yarn, <85% polyester staple fibres, with artifi"
550952,"Yarn other than sewing thread, of polyester staple fibres mixed mainly/solely with wool/fine animal hair, not put up for retail sale",550952,"Yarn, <85% polyester staple fibres, with wool o"
550953,"Yarn other than sewing thread, of polyester staple fibres mixed mainly/solely with cotton, not put up for retail sale",550953,"Yarn, <85% polyester staple fibres, mixed with"
550959,"Yarn other than sewing thread, of polyester staple fibres (excl. of 5509.51-5509.53), not put up for retail sale",550959,"Yarn, <85% polyester staple fibres, nes, nprs"
550961,"Yarn other than sewing thread, of acrylic/modacrylic staple fibres, mixed mainly/solely with wool/fine animal hair, not put up for retail sale",550961,"Yarn, <85% acrylic or modacrylic staple fibres,"
550962,"Yarn other than sewing thread, of acrylic/modacrylic staple fibres, mixed mainly/solely with cotton, not put up for retail sale",550962,"Yarn, <85% acrylic or modacrylic staple fibres,"
550969,"Yarn other than sewing thread, of acrylic/modacrylic staple fibres (excl. of 5509.61 & 5509.62), not put up for retail sale",550969,"Yarn, <85% acrylic or modacrylic staple fibres,"
550991,"Yarn other than sewing thread, of synthetic staple fibres n.e.s. in 55.09, mixed mainly/solely with wool/fine animal hair, not put up for retail sale",550991,"Yarn, <85% synthetic staple fibres, nes, mixed"
550992,"Yarn other than sewing thread, of synthetic staple fibres n.e.s. in 55.09, mixed mainly/solely with cotton, not put up for retail sale",550992,"Yarn, <85% synthetic staple fibres, nes, mixed"
550999,"Yarn other than sewing thread, of synthetic staple fibres n.e.s. in 55.09 (excl. of 5509.91 & 5509.92), not put up for retail sale",550999,"Yarn, <85% synthetic staple fibres, nes, nprs"
551011,"Yarn other than sewing thread, of artificial staple fibres, containing 85%/more by weight of artificial staple fibres, single yarn, not put up for retail sale",551011,"Single yarn, with >=85% artificial staple fibre"
551012,"Yarn other than sewing thread, of artificial staple fibres, containing 85%/more by weight of artificial staple fibres, mult./cab. yarn, not put up for retail sale",551012,"Multiple or cabled yarn, with >=85% artificial"
551020,"Yarn other than sewing thread, of artificial staple fibres mixed mainly/solely with wool/fine animal hair, not put up for retail sale",551020,"Yarn, with <85% artificial staple fibres, mixed"
551030,"Yarn other than sewing thread, of artificial staple fibres mixed mainly/solely with cotton, not put up for retail sale",551030,"Yarn, with <85% artificial staple fibres, mixed"
551090,"Yarn other than sewing thread, of artificial staple fibres, other (excl. of 5510.11-5510.30), not put up for retail sale",551090,"Yarn, with <85% artificial staple fibres, nes,"
551110,"Yarn other than sewing thread, of synthetic staple fibres, containing 85%/more by weight of such fibres, put up for RS",551110,"Yarn, with >=85% synthetic staple fibres, put u"
551120,"Yarn other than sewing thread, of synthetic staple fibres, containing <85% by weight of such fibres, put up for RS",551120,"Yarn, <85% synthetic staple fibres, put up for"
551130,"Yarn other than sewing thread, of artificial staple fibres, put up for RS",551130,"Yarn of artificial staple fibres, put up for re"
551211,"Woven fabrics of synthetic staple fibres, containing 85%/more by weight of polyester staple fibres, unbleached/bleached",551211,"Unbleached or bleached woven fabrics, >=85% pol"
551219,"Woven fabrics of synthetic staple fibres, containing 85%/more by weight of polyester staple fibres (excl. of 5512.11)",551219,"Printed, dyed or coloured woven fabrics, >=85%"
551221,"Woven fabrics of synthetic staple fibres, containing 85%/more by weight of acrylic/modacrylic staple fibres, unbleached/bleached",551221,"Unbleached or bleached woven fabrics, >=85% acr"
551229,"Woven fabrics of synthetic staple fibres, containing 85%/more by weight of acrylic/modacrylic staple fibres (excl. of 5512.21)",551229,"Printed, dyed or coloured woven fabrics, >=85%"
551291,"Woven fabrics of synthetic staple fibres (excl. of 5512.11-5512.29), containing 85%/more by weight of synthetic staple fibres, unbleached/bleached",551291,"Unbleached or bleached woven fabrics, >=85% syn"
551299,"Woven fabrics of synthetic staple fibres (excl. of 5512.11-5512.91), containing 85%/more by weight of synthetic staple fibres",551299,"Printed, dyed, coloured woven fabrics, >=85% sy"
551311,"Woven fabrics of polyester staple fibres, containing <85% by weight of such fibres, mixed mainly/solely with cotton, of a weight not >170g/m2, plain weave, unbleached/bleached",551311,"Plain weave fabrics, <85% polyester fibres + co"
551312,"Woven fabrics of polyester staple fibres, containing <85% by weight of such fibres, mixed mainly/solely with cotton, of a weight not >170g/m2, 3-/4-thread twill, incl. cross twill, unbleached/bleached",551312,"3 or 4-thread twill, <85% polyester staple fibr"
551313,"Woven fabrics of polyester staple fibres (excl. of 5513.11 & 5513.12), containing <85% by weight of such fibres, mixed mainly/solely with cotton, of a weight not >170g/m2, unbleached/bleached",551313,"Woven fabrics, nes, <85% polyester staple fibre"
551319,"Woven fabrics of synthetic staple fibres n.e.s. in 55.13, containing <85% by weight of such fibres, mixed mainly/solely with cotton, of a weight not >170g/m2, unbleached/bleached",551319,"Woven fabrics, <85% synthetic staple fibres + c"
551321,"Woven fabrics of polyester staple fibres, containing <85% by weight of such fibres, mixed mainly/solely with cotton, of a weight not >170g/m2, plain weave, dyed",551321,"Dyed plain weave fabrics, <85% polyester fibres"
551323,"Dyed Woven fabrics of synthetic, polyester staple fibres, other than of plain weave,  containing less than 85 % by weight of such fibres, mixed mainly/solely with cotton, of a weight not > 170 g/m2.",551323,"Dyed woven fabrics, nes, <85% polyester fibres"
551329,"Woven fabrics of other synthetic staple fibres (excl. of 5513.21-5513.23), containing <85% by weight of such fibres, mixed mainly/solely with cotton, of a weight not >170g/m2, dyed",551329,"Dyed woven fabrics, <85% synthetic fibres + cot"
551331,"Woven fabrics of polyester staple fibres, containing <85% by weight of such fibres, mixed mainly/solely with cotton, of a weight not >170g/m2, plain weave, of yarns of different colours",551331,"Coloured plain weave fabrics, <85% polyester fi"
551339,"Other Woven fabrics of synthetic staple fibres, of yarns of different colours, other than of plain weave,  containing less than 85 % by weight of such fibres, mixed mainly/solely with cotton, of a weight not > 170 g/m2.",551339,"Coloured woven fabrics, <85% synthetic fibres +"
551341,"Woven fabrics of polyester staple fibres, containing <85% by weight of such fibres, mixed mainly/solely with cotton, of a weight not >170g/m2, plain weave, printed",551341,"Printed plain weave fabrics, <85% polyester fib"
551349,"Printed & Woven fabrics of synthetic staple fibres, other than of plain weave, containing less than 85 % by weight of such fibres, mixed mainly/solely with cotton, of a weight not > 170 g/m2.",551349,"Printed woven fabrics, <85% synthetic fibres +"
551411,"Woven fabrics of polyester staple fibres, containing <85% by weight of such fibres, mixed mainly/solely with cotton, of a weight >170g/m2, plain weave, unbleached/bleached",551411,"Plain weave fabrics, <85% polyester staple fibr"
551412,"Woven fabrics of polyester staple fibres, containing <85% by weight of such fibres, mixed mainly/solely with cotton, of a weight>170g/m2, 3-/4-thread twill, incl. cross twill, unbleached/bleached",551412,"3 or 4-thread twill, <85% polyester staple fibr"
551419,"Unbleached/bleached Woven fabrics of synthetic staple fibres, other than of plain weave,and of 3/4 thread twill/cross twill,containing less than 85 % by weight of such fibres, mixed mainly/solely with cotton, of a weight exceeding 170 g/m2.",551419,"Woven fabrics, <85% synthetic staple fibres + c"
551421,"Woven fabrics of polyester staple fibres, containing <85% by weight of such fibres, mixed mainly/solely with cotton, of a weight >170g/m2, plain weave, dyed",551421,"Dyed plain weave fabrics, <85% polyester fibres"
551422,"Woven fabrics of polyester staple fibres, containing <85% by weight of such fibres, mixed mainly/solely with cotton, of a weight >170g/m2, 3-/4-thread twill, incl. cross twill, dyed",551422,"Dyed 3 or 4-thread twill, <85% polyester fibres"
551423,"Woven fabrics of polyester staple fibres (excl. of 5514.21 & 5514.22), containing <85% by weight of such fibres, mixed mainly/solely with cotton, of a weight >170g/m2, dyed",551423,"Dyed woven fabrics, nes, <85% polyester fibres"
551429,"Woven fabrics of other synthetic staple fibres (excl. of 5514.21-5514.23), containing <85% by weight of such fibres, mixed mainly/solely with cotton, of a weight >170g/m2, dyed",551429,"Dyed woven fabrics, <85% synthetic fibres + cot"
551430,"Woven fabrics of synthetic staple fibres, of yarns of different colours, containing less than 85 % by weight of such fibres, mixed mainly/solely with cotton, of a weight exceeding 170 g/m2.",551439,"Coloured woven fabrics, <85% synthetic fibres +"
551441,"Woven fabrics of polyester staple fibres, containing <85% by weight of such fibres, mixed mainly/solely with cotton, of a weight >170g/m2, plain weave, printed",551441,"Printed plain weave fabrics, <85% polyester fib"
551442,"Woven fabrics of polyester staple fibres, containing <85% by weight of such fibres, mixed mainly/solely with cotton, of a weight >170g/m2, 3-/4-thread twill, incl. cross twill, printed",551442,"Printed 3 or 4-thread twill, <85% polyester fib"
551443,"Woven fabrics of polyester staple fibres (excl. of 5514.41 & 5514.42), containing <85% by weight of such fibres, mixed mainly/solely with cotton, of a weight >170g/m2, printed",551443,"Printed woven fabrics, nes, <85% polyester fibr"
551449,"Woven fabrics of other synthetic staple fibres (excl. of 5514.41-5514.43), containing <85% by weight of such fibres, mixed mainly/solely with cotton, of a weight >170g/m2, printed",551449,"Printed woven fabrics, <85% synthetic fibres +"
551511,Woven fabrics of polyester staple fibres mixed mainly/solely with viscose rayon staple fibres,551511,"Woven fabrics, <85% polyester staple fibres, wi"
551512,Woven fabrics of polyester staple fibres mixed mainly/solely with man-made filaments,551512,"Woven fabrics of polyester staple fibres, mixed"
551513,Woven fabrics of polyester staple fibres mixed mainly/solely with wool/fine animal hair,551513,"Woven fabrics of polyester staple fibres, mixed"
551519,"Woven fabrics of polyester staple fibres, n.e.s.",551519,"Woven fabrics of polyester staple fibres, nes"
551521,Woven fabrics of acrylic/modacrylic staple fibres mixed mainly/solely with man-made filaments,551521,"Woven fabrics of acrylic or modacrylic fibres,"
551522,Woven fabrics of acrylic/modacrylic staple fibres mixed mainly/solely with wool/fine animal hair,551522,"Woven fabrics of acrylic or modacrylic fibres,"
551529,"Woven fabrics of acrylic/modacrylic staple fibres, other than that mixed mainly/solely with man-made filaments/wool/fine animal hair",551529,Woven fabrics of acrylic or modacrylic staple f
551591,Woven fabrics of synthetic staple fibres mixed mainly/solely with man-made filaments,551591,"Woven fabrics of synthetic staple fibres, nes,"
551599,"Woven fabrics of synthetic staple fibres,n.e.s. in 55.12 -55.15",551599,"Woven fabrics of synthetic staple fibres, nes"
551611,"Woven fabrics of artificial staple fibres containing 85%/more by weight of artificial staple fibres, unbleached/bleached",551611,"Unbleached or bleached woven fabrics, >=85% art"
551612,"Woven fabrics of artificial staple fibres containing 85%/more by weight of artificial staple fibres, dyed",551612,"Dyed woven fabrics, >=85% artificial staple fib"
551613,"Woven fabrics of artificial staple fibres containing 85%/more by weight of artificial staple fibres, of yarns of different colours",551613,"Coloured woven fabrics, >=85% artificial staple"
551614,"Woven fabrics of artificial staple fibres containing 85%/more by weight of artificial staple fibres, printed",551614,"Printed woven fabrics, >=85% artificial staple"
551621,"Woven fabrics of artificial staple fibres containing <85% by weight of artificial staple fibres, mixed mainly/solely with man-made filaments, unbleached/bleached",551621,"Woven fabrics, <85% artificial fibres, with man"
551622,"Woven fabrics of artificial staple fibres containing <85% by weight of artificial staple fibres, mixed mainly/solely with man-made filaments, dyed",551622,"Dyed woven fabrics, <85% artificial fibres, wit"
551623,"Woven fabrics of artificial staple fibres containing <85% by weight of artificial staple fibres, mixed mainly/solely with man-made filaments, of yarns of different colours",551623,"Coloured woven fabrics, <85% artificial fibres,"
551624,"Woven fabrics of artificial staple fibres containing <85% by weight of artificial staple fibres, mixed mainly/solely with man-made filaments, printed",551624,"Printed woven fabrics, <85% artificial fibres,"
551631,"Woven fabrics of artificial staple fibres containing <85% by weight of artificial staple fibres, mixed mainly/solely with wool/fine animal hair, unbleached/bleached",551631,"Woven fabrics, <85% artificial fibres, with woo"
551632,"Woven fabrics of artificial staple fibres containing <85% by weight of artificial staple fibres, mixed mainly/solely with wool/fine animal hair, dyed",551632,"Dyed woven fabrics, <85% artificial fibres, wit"
551633,"Woven fabrics of artificial staple fibres containing <85% by weight of artificial staple fibres, mixed mainly/solely with wool/fine animal hair, of yarns of different colours",551633,"Coloured woven fabrics, <85% artificial staple"
551634,"Woven fabrics of artificial staple fibres containing <85% by weight of artificial staple fibres, mixed mainly/solely with wool/fine animal hair, printed",551634,"Printed woven fabrics, <85% artificial staple f"
