HS 2007 Product Code,HS 2007 Product Description,HS 1988/92 Product Code,HS 1988/92 Product Description
790500,"Zinc plates, sheets, strip & foil",790500,"Zinc plates, sheets, strip and foil"
790700,Other articles of zinc.,790790,Articles of zinc nes
800110,"Tin, not alloyed, unwrought",800110,Tin not alloyed unwrought
800120,"Tin alloys, unwrought",800120,Tin alloys unwrought
800200,Tin waste & scrap,800200,Tin waste and scrap
800300,"Tin bars, rods, profiles & wire",800300,"Tin bars, rods, profiles and wire"
800700,Other articles of tin.,800700,Tin articles nes
810110,Tungsten (wolfram) powders,810110,"Powders, tungsten (wolfram)"
810194,"Unwrought tungsten (wolfram), incl. bars & rods obt. simply by sintering",810191,"Tungsten (wolfram) unwrought,including bars&rod"
810196,Tungsten (wolfram) wire,810193,"Wire, tungsten (wolfram)"
810197,Tungsten (wolfram) waste & scrap,810191,"Tungsten (wolfram) unwrought,including bars&rod"
810199,"Other tungsten (wolfram) other than waste & scrap,/wire/powder.",810199,Tungsten (wolfram) and articles thereof nes
810210,Molybdenum powders,810210,"Powders, molybdenum"
810294,"Unwrought molybdenum, incl. bars & rods obt. simply by sintering",810291,"Molybdenum,unwrought,including bars or rods sim"
810295,"Molybdenum bars & rods (excl. those obt. simply by sintering), profiles, plates, sheets, strip & foil",810292,"Molybdenum profiles,plate,sheet,strip or foil,i"
810296,Molybdenum wire,810293,"Wire, molybdenum"
810297,Molybdenum waste & scrap,810291,"Molybdenum,unwrought,including bars or rods sim"
810299,"Molybdenum & articles thereof , n.e.s. in 81.02",810299,Molybdenum and articles thereof nes
810320,"Unwrought tantalum, incl. bars & rods obt. simply by sintering; powders",810310,Tantalum unwrought including bars&rods simply s
810330,Tantalum waste & scrap,810310,Tantalum unwrought including bars&rods simply s
810390,"Tantalum & articles thereof , n.e.s. in 81.03",810390,Tantalum and articles thereof nes
810411,"Unwrought magnesium, containing at least 99.8% by weight of magnesium",810411,Magnesium unwrought containing by weight at lea
810419,Unwrought magnesium (excl. of 8104.11),810419,Magnesium unwrought nes
810420,Magnesium waste & scrap,810420,Magnesium waste and scrap
810430,"Magnesium raspings, turnings & granules, graded according to size; magnesium powders",810430,"Magnesium raspings,turnings or granules graded"
810490,"Magnesium & articles thereof , n.e.s. in 81.04",810490,Magnesium and articles thereof nes
810520,Cobalt mattes & other intermediate products of cobalt metallurgy; unwrought cobalt; powders,810510,"Cobalt,unwrought,matte and oth intermediate pro"
810530,Cobalt waste & scrap,810510,"Cobalt,unwrought,matte and oth intermediate pro"
810590,"Cobalt & articles thereof , n.e.s. in 81.05",810590,"Cobalt and articles thereof, nes"
810600,"Bismuth & articles thereof , incl. waste & scrap",810600,"Bismuth and articles thereof, including waste a"
810720,Unwrought cadmium; powders,810710,"Cadmium, unwrought; waste and scrap; powders"
810730,Cadmium waste & scrap,810710,"Cadmium, unwrought; waste and scrap; powders"
810790,"Cadmium & articles thereof , n.e.s. in 81.07",810790,"Cadmium and articles thereof, nes"
810820,Unwrought titanium; powders,810810,Titanium unwrought; waste and scrap; powders
810830,Titanium waste & scrap,810810,Titanium unwrought; waste and scrap; powders
810890,"Titanium & articles thereof , n.e.s. in 81.08",810890,"Titanium and articles thereof, nes"
810920,Unwrought zirconium; powders,810910,Zirconium unwrought; waste and scrap; powders
810930,Zirconium waste & scrap,810910,Zirconium unwrought; waste and scrap; powders
810990,"Zirconium & articles thereof , n.e.s. in 81.09",810990,"Zirconium and articles thereof, nes"
811010,Unwrought antimony; powders,811000,"Antimony and articles thereof, including waste"
811020,Antimony waste & scrap,811000,"Antimony and articles thereof, including waste"
811090,"Antimony & articles thereof , n.e.s. in 81.10",811000,"Antimony and articles thereof, including waste"
811100,"Manganese & articles thereof , incl. waste & scrap",811100,"Manganese and articles thereof, including waste"
811212,"Beryllium, unwrought; powders",811211,Beryllium unwrought; waste and scrap; powders
811213,Beryllium waste & scrap,811211,Beryllium unwrought; waste and scrap; powders
811219,"Beryllium & articles thereof , n.e.s. in 81.12",811219,"Beryllium and articles thereof, nes"
811221,"Chromium, unwrought; powders",811220,"Chromium and articles thereof, including waste,"
811222,Chromium waste & scrap,811220,"Chromium and articles thereof, including waste,"
811229,"Chromium & articles thereof , n.e.s. in 81.12",811220,"Chromium and articles thereof, including waste,"
811251,"Thallium, unwrought; powders",811291,"Gallium,hafnium,indium,niobium,rhenium or thall"
811252,Thallium waste & scrap,811291,"Gallium,hafnium,indium,niobium,rhenium or thall"
811259,"Thallium & articles thereof , n.e.s. in 81.12",811299,"Gallium,hafnium,indium,niobium,rhenium or thall"
811292,"germanium, vanadium, gallium, hafnium, indium, niobium (columbium), rhenium, & articles of these metals, incl. waste & scrap, powder, unwrought.",811291,"Gallium,hafnium,indium,niobium,rhenium or thall"
811299,"germanium, vanadium, gallium, hafnium, indium, niobium (columbium), rhenium, & articles of these metals, excl. waste & scrap, powder, unwrought.",811299,"Gallium,hafnium,indium,niobium,rhenium or thall"
811300,"Cermets & articles thereof , incl. waste & scrap",811300,"Cermets and articles thereof, including waste a"
820110,Spades & shovels,820110,Spades and shovels
820120,Forks (hand tools),820120,Forks
820130,"Mattocks, picks, hoes & rakes",820130,"Mattocks, picks, hoes and rakes"
820140,"Axes, bill hooks & similar hewing tools",820140,"Aces, bill hooks and similar hewing tools"
820150,Secateurs & similar one-handed pruners & shears (incl. poultry shears),820150,Secateurs and similar one-handed pruners and sh
820160,"Hedge shears, 2-handed pruning shears & similar 2-handed shears",820160,"Hedge shears, two-handed pruning shears and sim"
820190,Hand tools of a kind used in agriculture/horticulture/forestry (excl. of 8201.10-8201.60),820190,"Scythes, sickles and oth hand tools used in agr"
820210,Hand saws,820210,Hand saws
820220,Band saw blades,820220,Band saw blades
820231,Circular saw blades (incl. slitting/slotting saw blades) with working part of steel,820231,Circular saw blades with working part of steel
820239,"Circular saw blades (incl. slitting/slotting saw blades), other than those with working part of steel;. parts of circular saw blades",820232,Circular saw blades with working part of other
820240,Chain saw blades,820240,Chain saw blades
820291,"Straight saw blades, for working metal",820291,"Straight saw blades, for working metal"
820299,Saw blades (excl. of 8202.20-8202.91),820299,"Stone cutting saw blades, friction discs for cu"
820310,"Files, rasps & similar tools",820310,"Files, rasps and similar tools"
820320,"Pliers (incl. cutting pliers), pincers, tweezers & similar tools",820320,"Pliers (including cutting pliers), pincers, twe"
820330,Metal-cutting shears & similar tools,820330,"Metal cutting shears, tinmen's snips and oth me"
820340,"Pipe-cutters, bolt croppers, perforating punches & similar tools",820340,"Pipe-cutters, bolt croppers, perforating punche"
820411,"Hand-operated spanners & wrenches, non-adjustable",820411,"Wrenches, hand-operated, with non-adjustable ja"
820412,"Hand-operated spanners & wrenches, adjustable",820412,"Wrenches, hand-operated, with adjustable jaws"
820420,"Interchangeable spanner sockets, with/without handles",820420,Wrench sockets including ratchet handles extens
820510,"Drilling/threading/tapping tools, for use in the hand",820510,"Drilling, threading or tapping tools"
820520,Hammers & sledge hammers,820520,Hammers and sledge hammers
820530,"Planes, chisels, gouges & similar cutting tools for working wood, for use in the hand",820530,"Planes, chisels, gouges and similar cutting too"
820540,Screwdrivers,820540,Screwdrivers
820551,"Household tools for use in the hand, n.e.s.",820551,"Curling irons, cork screws, nut-crackers and ot"
820559,"Hand tools (incl. glaziers' diamonds), n.e.s.",820559,"Tools for masons, watchmakers, miners and hand"
820560,Blow lamps,820560,Blow torches
820570,"Vices, clamps & the like",820570,"Vices, clamps and the like"
820580,Anvils; portable forges; hand/pedal-operated grinding wheels with frameworks,820580,"Anvils, portable forges and hand or pedal-opera"
820590,Sets of articles of 2/more of the SHs of 82.05,820590,Sets of articles of two or more of the foregoin
820600,"Tools of 2/more of the headings of 82.02-82.05, put up in sets for RS",820600,Tools of two or more of the heading Nos 82.02 t
820713,"Rock drilling/earth boring tools with working part of cermets, for hand tools, whether/not power-operated/for machine tools",820711,Rock drilling or earth boring tools with workin
820719,"Rock drilling/earth boring tools other than those with working parts of cermets, incl. parts, for hand tools, whether/not power-operated/for machine tools",820712,Rock drilling or earth boring tools with workin
820720,"Dies for drawing/extruding metal, for hand tools, whether/not power-operated/for machine tools",820720,Dies for drawing or extruding metal
820730,"Tools for pressing/stamping/punching, for hand tools, whether/not power-operated/for machine tools",820730,"Tools for pressing, stamping or punching"
820740,"Tools for tapping/threading, for hand tools, whether/not power-operated/for machine tools",820740,Tools for taping or threading
820750,"Tools for drilling, other than for rock drilling, for hand tools, whether/not power-operated/for machine tools",820750,"Tools for drilling, other than for rock drillin"
820760,"Tools for boring/broaching, for hand tools, whether/not power-operated/for machine tools",820760,Tools for boring or broaching
820770,"Tools for milling, for hand tools, whether/not power-operated/for machine tools",820770,Tools for milling
820780,"Tools for turning, for hand tools, whether/not power-operated/for machine tools",820780,Tools for turning
820790,"Interchangeable tools for hand tools, n.e.s. in 82.07, whether/not power-operated/for machine tools",820790,"Screwdriver bits, lapping tools and other inter"
820810,"Knives & cutting blades, for machines/mechanical appliances, for metal working",820810,Knives and blades for machines or mechanical ap
820820,"Knives & cutting blades, for machines/mechanical appliances, for wood working",820820,Knives and blades for machines or mechanical ap
820830,"Knives & cutting blades, for machines/mechanical appliances, for kitchen appliances/for machines used by the food industry",820830,Knives and blades for kitchen appliances or foo
820840,"Knives & cutting blades, for machines/mechanical appliances, for agricultural/horticultural/forestry machines",820840,"Knives and blades for agricultural, horticultur"
820890,"Knives & cutting blades, for machines/mechanical appliances (excl. of 8208.10-8208.40)",820890,"Knives and blades for leather, paper, tobacco m"
820900,"Plates, sticks, tips & the like for tools, unmounted, of cermets",820900,"Plates, tips and the like for tools of sintered"
821000,"Hand-operated mechanical appliances, weighing 10kg/less, used in the preparation/conditioning/serving of food/drink",821000,"Hand-operated mechanical appliances,weighing 10"
821110,"Sets of assorted knives with cutting blades, whether/not serrated, incl. pruning knives, other than knives of 82.08, & blades therefor",821110,Sets of different knives or sets of different a
821191,"Table knives having fixed blades, whether/not serrated",821191,Table knives having fixed blades
821192,"Knives having fixed blades (excl. table knives & knives of 82.02), whether/not serrated",821192,"Butcher's knives, hunting knives and other kniv"
821193,"Knives having other than fixed blades, whether/not serrated",821193,Pocket and pen knives and other knives with fol
821194,"Blades for knives, whether/not serrated",821194,Blades for knives of hd 8211.10 to 8211.94
821195,"Handles for knives, of base metal",821192,"Butcher's knives, hunting knives and other kniv"
821210,"Razors (excl. plastic razors presented without their blades, & electric razors)",821210,Razors including safety razors and open blade t
821220,"Safety razor blades, incl. razor blade blanks in strips",821220,"Safety razor blades, including razor blade blan"
821290,"Parts of razors, other than blades",821290,Parts of non-electric razors
821300,"Scissors, tailors' shears & similar shears, & blades therefor",821300,"Scissors, tailors' shears and similar shears, a"
821410,"Paper knives, letter openers, erasing knives, pencil sharpeners & blades therefor",821410,"Paper knives,letter openers,erasing knives,penc"
821420,Manicure/pedicure sets & instr. (incl. nail files),821420,Manicure or pedicure sets and instruments (incl
821490,"Articles of cutlery (e.g., hair clippers, butchers'/kitchen cleavers, choppers & mincing knives) n.e.s. in Ch.82",821490,"Kitchen chopper, cleavers and mincing knives an"
821510,"Sets of assorted spoons, forks, ladles & similar kitchen/tableware articles containing at least one article plated with precious metal",821510,Tableware sets containing at least one article
821520,Sets of assorted kitchen/tableware articles (excl. of 8215.10),821520,Tableware sets not containing articles plated w
