HS 1988/92 Product Code,HS 1988/92 Product Description,CCCN Product Code,CCCN Product Description
691490,Articles of ceramics nes,6914,Other ceramic articles nes
700100,Cullet and other waste and scrap of glass; glas,7001,"Glass in mass, nonoptical"
700210,"Balls, glass exc microspheres of No 70.18",7003,Glass nes rods etc unworked
700220,"Rods, glass",7003,Glass nes rods etc unworked
700231,Tubes of fused quartz or other fused silica,7003,Glass nes rods etc unworked
700232,Tubes of glass linear coef of exp =<5 X 10-6 pe,7003,Glass nes rods etc unworked
700239,Tubes of glass nes,7003,Glass nes rods etc unworked
700311,Cast gls sheets non-wired coloured etc having a,7004,Unworked cast or rolled glass
700319,Cast glass sheets non-wired nes,7004,Unworked cast or rolled glass
700320,Cast glass sheets wired,7004,Unworked cast or rolled glass
700330,Cast glass profiles,7004,Unworked cast or rolled glass
700410,"Drawn glass sheets, coloured etc having an abso",7005,Unworked drawn or blown glass
700490,Drawn glass in sheets nes,7005,Unworked drawn or blown glass
700510,"Float gls etc in sheets,non-wired having an abs",7006,"Cast, rolled, drawn glass"
700521,"Float glass etc in sheets, non-wired coloured t",7006,"Cast, rolled, drawn glass"
700529,"Float glass etc in sheets, non-wired nes",7006,"Cast, rolled, drawn glass"
700530,"Float glass etc in sheets, wired",7006,"Cast, rolled, drawn glass"
700600,"Glass of 70.03, 70.04, 70.05 bent, edge-worked",7007,"Cast, rolled, drawn glass not rectangular"
700711,"Safety gls toughened (tempered) for vehicles,ai",7008,"Safety glass, cut or not"
700719,Safety glass toughened (tempered) nes,7008,"Safety glass, cut or not"
700721,"Safety glass laminated for vehicles, aircraft,",7008,"Safety glass, cut or not"
700729,Safety glass laminated nes,7008,"Safety glass, cut or not"
700800,Multiple-walled insulating units of glass,7007,"Cast, rolled, drawn glass not rectangular"
700910,Rear-view mirrors for vehicles,7009,Sheet glass metal-coated
700991,"Glass mirrors, unframed",7009,Sheet glass metal-coated
700992,"Glass mirrors, framed",7009,Sheet glass metal-coated
701010,Ampoules of glass conveyance or packing,7017,"Laboratory, hygenic and pharmaceutical glassware"
701090,Carboys/bottles/flasks etc for conveyance of gd,7010,Glass bottles etc nonvacuum
701110,Glass envelopes (including bulbs/tubes) for ele,7011,Glass envelopes for lamps
701120,Glass envelopes (including bulbs/tubes) for cat,7011,Glass envelopes for lamps
701190,Glass envelopes (including bulbs/tubes) nes,7011,Glass envelopes for lamps
701200,Glass inners for vacuum flasks or for other vac,7012,Glass inners for vacuum flasks
701310,"Glassware of a kind used for table kitchen, etc",7013,"Househld,hotel etc glassware"
701321,"Drinking glasses other than glass-ceramics, of",7013,"Househld,hotel etc glassware"
701329,Drinking glasses other than glass-ceramics nes,7013,"Househld,hotel etc glassware"
701331,Table/kitchenware (exc drinking gls) o/t gls-ce,7013,"Househld,hotel etc glassware"
701332,Table/kitchenware (exc drinking gls) o/t gls ce,7013,"Househld,hotel etc glassware"
701339,Table/kitchenware (exc drinking glasses) other,7013,"Househld,hotel etc glassware"
701391,Glassware nes of lead crystal (other than that,7013,"Househld,hotel etc glassware"
701399,Glassware nes (other than that of 70.10 or 70.1,7013,"Househld,hotel etc glassware"
701400,Signalling glsware&optical elements gls (o/t 70,7018,Optical glass and elements of optical glass
701510,"Glasses for corrective spectacles, not opticall",7015,Clock and watch glasses
701590,Clock or watch glasses etc curved/bent not opti,7015,Clock and watch glasses
701610,Gls cubes&oth gls smallwares backed or not for,7019,"Glass beads, imitation pearls"
701690,"Paving blocks etc for building/const etc, leade",7007,"Cast, rolled, drawn glass not rectangular"
701710,"Laboratory,hygienic or pharmaceutical glsware e",7017,"Laboratory, hygenic and pharmaceutical glassware"
701720,Laboratory glassware etc of other glass linear,7017,"Laboratory, hygenic and pharmaceutical glassware"
701790,"Laboratory, hygienic or pharmaceutical glasswar",7017,"Laboratory, hygenic and pharmaceutical glassware"
701810,"Glass beads, imitation pearls, imitation precio",7019,"Glass beads, imitation pearls"
701820,Glass microspheres not exceeding 1 mm in diamet,7019,"Glass beads, imitation pearls"
701890,"Articles of glass etc exc jewellery, glass eyes",7019,"Glass beads, imitation pearls"
701910,"Slivers, rovings, yarn and chopped strands of g",7020A,Yarn of glass fibre
701920,"Woven fabrics, including narrow fabrics of glas",7020B,Glass fibre fabric
701931,Mats of glass fibres,7020C,Glass fibre and products
701932,Thin sheets (voiles) of glass fibres,7020C,Glass fibre and products
701939,"Webs, mattresses, boards and similar nonwoven p",7020C,Glass fibre and products
701990,Glass fibres (including glass wool) and article,7020C,Glass fibre and products
702000,Articles of glass nes,7021,Other glass articles nes
710110,Pearls natural whether or not worked or graded,7101,"Pearls unset,unstrung"
710121,Pearls cultured unworked,7101,"Pearls unset,unstrung"
710122,Pearls cultured worked,7101,"Pearls unset,unstrung"
710210,Diamonds unsorted whether or not worked,7102A,"Diamonds nonindustrial,unset -- rough,unsorted"
710221,"Diamonds industrial unworked or simply sawn, cl",7102B,Industrial diamonds
710229,Diamonds industrial nes excluding mounted or se,7102B,Industrial diamonds
710231,Diamonds non-industrial unworked or simply sawn,7102C,"Diamonds nonindustrial,unset -- sorted,rough,simply woked"
710239,Diamonds non-industrial nes excluding mounted o,7102D,"Diamonds nonindustrial,unset -- cut etc not set"
710310,Prec or semi-prec stones (o/t diamonds) unwkd o,7102E,"Precious-,semi-precious stones nes"
710391,"Rubies, sapphires and emeralds further worked t",7102E,"Precious-,semi-precious stones nes"
710399,Precious or semi-precious stones nes further wk,7102E,"Precious-,semi-precious stones nes"
710410,Piezo-electric quartz whether or not worked or,7103,Synthetic precious stones
710420,Syn or reconstr prec/semi-prec stones unwkd (si,7103,Synthetic precious stones
710490,Syn or reconstr prec/semi-prec stones further w,7103,Synthetic precious stones
710510,Diamond dust or powder,7104,Dust of precious stones
710590,Natural or synthetic precious or semi-precious,7104,Dust of precious stones
710610,Silver powder,7105B,Silver semi-manufactured
710691,Silver in unwrought forms,7105A,Silver unwrought
710692,Silver in oth semi-manufactured forms (silver p,7105B,Silver semi-manufactured
710700,"Base metals clad with silver, not further worke",7106,Rolled silver
710811,Gold powder non-monetary,7107A,"Non-monetary gold unwrought,semi-manufactured"
710812,Gold in unwrought forms non-monetary,7107A,"Non-monetary gold unwrought,semi-manufactured"
710813,"Gold in oth semi-manufactured forms,non-monetar",7107A,"Non-monetary gold unwrought,semi-manufactured"
710900,"Base metals or silver, clad with gold, not furt",7108,Rolled gold unworked or semi-manufactured.
711011,Platinum unwrought or in powder form,7109A,"Platinum,alloys unwrought"
711019,Platinum in other semi-manufactured forms,7109C,Platinum group metals semi-manufactured
711021,Palladium unwrought or in powder form,7109B,Other platinum group metal unwrought
711029,Palladium in other semi-manufactured forms,7109C,Platinum group metals semi-manufactured
711031,Rhodium unwrought or in powder form,7109B,Other platinum group metal unwrought
711039,Rhodium in other semi-manufactured forms,7109C,Platinum group metals semi-manufactured
711041,"Iridium, osmium and ruthenium unwrought or in p",7109B,Other platinum group metal unwrought
711049,"Iridium, osmium and ruthenium in other semi-man",7109C,Platinum group metals semi-manufactured
711100,"Base metals, silver or gold clad with platinum",7110,Rolled platinum etc
711210,"Waste&scrap of gold,incl mtl clad w gold,excl s",7111A,"Gold sweepings,waste etc"
711220,"Waste&scrap of platinum,incl mtl clad w plat ex",7111B,"Precious metal scraps,wastes"
711290,Waste&scrap of precious metal or of metal clad,7111B,"Precious metal scraps,wastes"
711311,Art. of jewellery and pts thereof of silver w/n,7112,Precious metal jewellery
711319,Art. of jewellery and pts thereof of/o prec mtl,7112,Precious metal jewellery
711320,Art. of jewellery and pts thereof of base mtl c,7112,Precious metal jewellery
711411,Art. of gold or silversmiths&parts of silver w/,7113,"Gold,silver,etc ware"
711419,Art. of gold or silversmiths&parts of prec mtl,7113,"Gold,silver,etc ware"
711420,Articles of gold or silversmiths & parts of bas,7113,"Gold,silver,etc ware"
711510,"Catalysts in the form of wire cloth or grill, o",7114,Other articles of precious metal
711590,Articles of precious metal or of metal clad wit,7114,Other articles of precious metal
711610,Articles of natural or cultured pearls,7115,Articles of pearls
711620,"Art. of precious or semi-precious stones,natura",7115,Articles of pearls
711711,Imitation jewellery cuff-links &studs of base m,7116,Imitation jewellery
711719,Imitation jewellery nes of base mtl whether or,7116,Imitation jewellery
711790,Imitation jewellery nes,7116,Imitation jewellery
711810,Coin (other than gold coin) not being legal ten,7201A,"Coin nongold,noncurrent"
720110,"Pig iron,non-alloy,containing by wt.=<0.5% of p",7301,"Pig iron, cast iron and spiegeleisen"
720120,"Pig iron,non-alloy,containing by wt. >0.5% of p",7301,"Pig iron, cast iron and spiegeleisen"
720130,"Pig iron, alloy in primary forms",7301,"Pig iron, cast iron and spiegeleisen"
720140,Spiegeleisen in primary forms,7301,"Pig iron, cast iron and spiegeleisen"
720211,"Ferro-manganese, containing by weight more than",7302A,Ferro-manganese
720219,"Ferro-manganese, nes",7302A,Ferro-manganese
720221,"Ferro-silicon, containing by weight more than 5",7302B,Ferro-silicon
720229,"Ferro-silicon, nes",7302B,Ferro-silicon
720230,Ferro-silico-manganese,7302C,Other ferro-alloys
720241,Ferro-chromium containing by weight more than 4,7302C,Other ferro-alloys
720249,"Ferro-chromium, nes",7302C,Other ferro-alloys
720250,Ferro-silico-chromium,7302C,Other ferro-alloys
720260,Ferro-nickel,7302C,Other ferro-alloys
720270,Ferro-molybdenum,7302C,Other ferro-alloys
720280,Ferro-tungsten and ferro-silico-tungsten,7302C,Other ferro-alloys
720291,Ferro-titanium and ferro-silico-titanium,7302C,Other ferro-alloys
720292,Ferro-vanadium,7302C,Other ferro-alloys
720293,Ferro-niobium,7302C,Other ferro-alloys
720299,"Ferro-alloys, nes",7302C,Other ferro-alloys
720310,Ferrous products obtained by direct reduction o,7305B,Sponge iron or steel
720390,"Spongy ferrous products, or iron having a minim",7305B,Sponge iron or steel
720410,"Waste and scrap, cast iron",7303A,Iron and steel scrap -- of pig or cast iron
720421,"Waste and scrap, stainless steel",7303B,Iron and steel scrap -- of alloy steel
720429,"Waste and scrap, of alloy steel, other than sta",7303B,Iron and steel scrap -- of alloy steel
720430,"Waste and scrap, of tinned iron or steel",7303C,Iron and steel scrap -- of othr iron or steel
720441,"Ferrous waste and scrap,i or s,from the mechani",7303C,Iron and steel scrap -- of othr iron or steel
720449,"Ferrous waste and scrap, iron or steel, nes",7303C,Iron and steel scrap -- of othr iron or steel
720450,"Remelting scrap ingots, of iron or steel",7315C,Other alloy steel ingots
720510,Granules of pig iron or spiegeleisen,7304,"Shot and angular grit, of iron or steel"
720521,"Powders, alloy steel",7305A,"Iron,steel powders"
720529,"Powders, iron or steel, other than alloy",7305A,"Iron,steel powders"
720610,"Ingots, iron or non-alloy steel, of a purity of",7306B,"Iron,simple steel ingots"
720690,"Primary forms, iron or non-alloy steel, nes, of",7306A,"Iron,steel blocks,lumps,etc"
720711,"Semi-fin prod,i/nas,rect/sq cross-sect cntg by",7307,"Irn,simple steel blooms,etc"
720712,"Semi-fin prod,iron or n-al steel,rect/ sq cross",7307,"Irn,simple steel blooms,etc"
720719,"Semi-fin prod, iron or non-alloy steel, cntg by",7307,"Irn,simple steel blooms,etc"
720720,"Semi-fin prod, iron or non-alloy steel, w/ carb",7307,"Irn,simple steel blooms,etc"
720811,"Flat rlld prod, i/nas, in coil, hr,=>600mm w, >",7308,"Iron,simple steel coils"
720812,"Flat rlld prod, i/nas, in coil, hr,=>600mm w, 4",7308,"Iron,simple steel coils"
720813,"Flat rlld prod, i/nas, in coil, hr,=>600mm w, 3",7308,"Iron,simple steel coils"
720814,"Flat rolled prod, i/nas, in coil, hr, =>600mm w",7308,"Iron,simple steel coils"
720821,"Flat rolled prod, i/nas, in coil, hr, =>600mm w",7308,"Iron,simple steel coils"
720822,"Flat rlld prod, i/nas, in coil, hr,=>600mm w, 4",7308,"Iron,simple steel coils"
720823,"Flat rlld prod, i/nas, in coil, hr,=>600mm w, 3",7308,"Iron,simple steel coils"
720824,"Flat rlld prod, i/nas, in coil, hr,=>600mm w, l",7308,"Iron,simple steel coils"
720831,"Flat rolled prod, i/nas,nic,hr,=>600mm width, =",7315G,High carbon steel coils
720832,"Flat rolled prod, i/nas, nic, hr =>600mm wide,",7313A,"Iron,steel heavy plate,rolled -- of iron or simple steel"
720833,"Flat rlld prod, i/nas, nic, hr=>600mm w, 4.75mm",7313A,"Iron,steel heavy plate,rolled -- of iron or simple steel"
720834,"Flat rolled prod, i/nas,nic,hr=>600mm wide, 3mm",7313B,"Iron,steel manufactured plate,rolled -- of iron or simple steel"
720835,"Flat rolled prod, i/nas,nic,hr=>600mm wide, les",7313B,"Iron,steel manufactured plate,rolled -- of iron or simple steel"
720841,"Flat rolled prod, i/nas, nic, hr 600mm =<width",7315G,High carbon steel coils
720842,"Flat rolled prod, i/nas, not in coil, hr =>600m",7313A,"Iron,steel heavy plate,rolled -- of iron or simple steel"
720843,"Flat rlld prod, i/nas, not in coil, hr=>600mm w",7313A,"Iron,steel heavy plate,rolled -- of iron or simple steel"
720844,"Flat rolled prod, i/nas, not in coil, hr =>600m",7313B,"Iron,steel manufactured plate,rolled -- of iron or simple steel"
720845,"Flat rolled prod, i/nas, not in coil, hr =>600m",7313B,"Iron,steel manufactured plate,rolled -- of iron or simple steel"
