HS 1988/92 Product Code,HS 1988/92 Product Description,CCCN Product Code,CCCN Product Description
854420,Co-axial cable and other co-axial electric cond,8523,"Insulated electric wire, cable, etc"
854430,Ignition wiring sets&oth wiring sets of a kind,8523,"Insulated electric wire, cable, etc"
854441,"Electric conductors,for a voltage not exceeding",8523,"Insulated electric wire, cable, etc"
854449,"Electric conductors, for a voltage not exceedin",8523,"Insulated electric wire, cable, etc"
854451,"Electric conductors,for a voltage >80V but=<1,0",8523,"Insulated electric wire, cable, etc"
854459,"Electric conductors, for a voltage >80V but not",8523,"Insulated electric wire, cable, etc"
854460,"Electric conductors, for a voltage exceeding 1,",8523,"Insulated electric wire, cable, etc"
854470,"Optical fibre cables, made up of individually s",7018,Optical glass and elements of optical glass
854511,"Carbon or graphite electrodes, of a kind used f",8524,"Carbon brushes, arc-lamp carbons, etc for electrical purposes"
854519,"Carbon or graphite electrodes,of a kind used fo",8524,"Carbon brushes, arc-lamp carbons, etc for electrical purposes"
854520,Carbon or graphite brushes,8524,"Carbon brushes, arc-lamp carbons, etc for electrical purposes"
854590,"Art. of carbon or graphite,of a kind used for e",8524,"Carbon brushes, arc-lamp carbons, etc for electrical purposes"
854610,Electrical insulators of glass,8525A,Glass electrical insulators
854620,Electrical insulators of ceramics,8525B,Ceramic electrical insulators
854690,"Electrical insulators, nes",8525C,Other electrical insulators
854710,Insulating fittings of ceramics for elec machin,8526B,Ceram electrical insulating fittings nes
854720,Insulating fittings of plastics for elec machin,8526C,Other electrical insulating fittings nes
854790,Insulating fittings for electrical mach applian,8526A,Glass electrical insulating fittings nes
854800,"Electrical parts of machinery or apparatus, nes",8528,Electrical parts of machinery and apparatus not elsewhere included
860110,Rail locomotives powered from an external sourc,8602,Electric rail locomotives
860120,Rail locomotives powered by electric batteries,8602,Electric rail locomotives
860210,"Rail locomotives, diesel-electric",8603,Other rail locomotives etc
860290,Rail locomotives nes and locomotive tenders,8603,Other rail locomotives etc
860310,Self-propelled railway cars powered from an ext,8604,"Mechanically propelled railway, vans and trucks"
860390,Self-propelled railway cars nes,8604,"Mechanically propelled railway, vans and trucks"
860400,Railway maintenance-of-way service vehicles,8606,Railway and tramway rolling-stock
860500,"Railway passenger and special purpose coaches,",8605,Railway and tramway passenger coaches and luggage vans
860610,"Railway tank cars, not self-propelled",8607,Railway and tramway goods vans
860620,"Railway cars, insulated or refrigerated, other",8607,Railway and tramway goods vans
860630,"Railway cars, self-discharging, other than tank",8607,Railway and tramway goods vans
860691,"Railway cars, closed and covered",8607,Railway and tramway goods vans
860692,"Railway cars, open, with non-removable sides of",8607,Railway and tramway goods vans
860699,Railway cars nes,8607,Railway and tramway goods vans
860711,Driving bogies and bissel-bogies,8609,Parts of railway and tramway locomotives
860712,Bogies and bissel-bogies nes,8609,Parts of railway and tramway locomotives
860719,Axles and wheels and parts,8609,Parts of railway and tramway locomotives
860721,Air brakes and parts for railway rolling stock,8609,Parts of railway and tramway locomotives
860729,Brakes nes and parts thereof for railway rollin,8609,Parts of railway and tramway locomotives
860730,Coupling devices and parts for railway rolling,8609,Parts of railway and tramway locomotives
860791,Locomotive parts nes,8609,Parts of railway and tramway locomotives
860799,Railway rolling stock parts nes,8609,Parts of railway and tramway locomotives
860800,"Signalling devices for railways, waterways and",8610,Railway track fixtures and fittings
860900,Cargo containers designed to be carried by one,8608,Containers for all modes of transport
870110,Pedestrian controlled tractors,8701C,Wheeled tractors nes
870120,Road tractors for semi-trailers (truck tractors,8701B,Tractors for semi-trailers
870130,Track-laying tractors (crawlers),8701A,Track-laying tractors
870190,Wheeled tractors nes,8701C,Wheeled tractors nes
870210,Diesel powered buses with a seating capacity of,8702B,Buses
870290,Buses with a seating capacity of more than nine,8702B,Buses
870310,"Snowmobiles, golf cars and similar vehicles",8702C,"Lorries,trucks"
870321,Automobiles with reciprocating piston engine di,8702A,Pass motor veh excluding buses
870322,Automobiles with reciprocating piston engine di,8702A,Pass motor veh excluding buses
870323,Automobiles with reciprocating piston engine di,8702A,Pass motor veh excluding buses
870324,Automobiles with reciprocating piston engine di,8702A,Pass motor veh excluding buses
870331,Automobiles with diesel engine displacing not m,8702A,Pass motor veh excluding buses
870332,Automobiles with diesel engine displacing more,8702A,Pass motor veh excluding buses
870333,Automobiles with diesel engine displacing more,8702A,Pass motor veh excluding buses
870390,Automobiles nes including gas turbine powered,8702A,Pass motor veh excluding buses
870410,Dump trucks designed for off-highway use,8702C,"Lorries,trucks"
870421,Diesel powered trucks with a GVW not exceeding,8702C,"Lorries,trucks"
870422,Diesel powered trucks with a GVW exc five tonne,8702C,"Lorries,trucks"
870423,Diesel powered trucks with a GVW exceeding twen,8702C,"Lorries,trucks"
870431,Gas powered trucks with a GVW not exceeding fiv,8702C,"Lorries,trucks"
870432,Gas powered trucks with a GVW exceeding five to,8702C,"Lorries,trucks"
870490,Trucks nes,8702C,"Lorries,trucks"
870510,Mobile cranes,8703,Special purpose motor lorries and vans
870520,Mobile drilling derricks,8703,Special purpose motor lorries and vans
870530,Fire fighting vehicles,8703,Special purpose motor lorries and vans
870540,Mobile concrete mixers,8703,Special purpose motor lorries and vans
870590,Special purpose motor vehicles nes,8703,Special purpose motor lorries and vans
870600,Chassis fitted with engines for the vehicles of,8704,Chassis fitted with engines for motor vehicles in no 8701-8703
870710,Bodies for passenger carrying vehicles,8705,Bodies for motor vehicles within no 8701-8703
870790,"Bodies for tractors, buses, trucks and special",8705,Bodies for motor vehicles within no 8701-8703
870810,Bumpers and parts for motor vehicles,8706,Parts and accessories of motor vehicles within no8701-8703
870821,Safety seat belts for motor vehicles,8706,Parts and accessories of motor vehicles within no8701-8703
870829,Parts and accessories of bodies nes for motor v,8706,Parts and accessories of motor vehicles within no8701-8703
870831,Mounted brake linings for motor vehicles,8706,Parts and accessories of motor vehicles within no8701-8703
870839,Brake system parts nes for motor vehicles,8706,Parts and accessories of motor vehicles within no8701-8703
870840,Tansmissions for motor vehicles,8706,Parts and accessories of motor vehicles within no8701-8703
870850,Drive axles with differential for motor vehicle,8706,Parts and accessories of motor vehicles within no8701-8703
870860,Non-driving axles and parts for motor vehicles,8706,Parts and accessories of motor vehicles within no8701-8703
870870,Wheels including parts and accessories for moto,8706,Parts and accessories of motor vehicles within no8701-8703
870880,Shock absorbers for motor vehicles,8706,Parts and accessories of motor vehicles within no8701-8703
870891,Radiators for motor vehicles,8706,Parts and accessories of motor vehicles within no8701-8703
870892,Mufflers and exhaust pipes for motor vehicles,8706,Parts and accessories of motor vehicles within no8701-8703
870893,Clutches and parts for motor vehicles,8706,Parts and accessories of motor vehicles within no8701-8703
870894,"Steering wheels, steering columns and steering",8706,Parts and accessories of motor vehicles within no8701-8703
870899,Motor vehicle parts nes,8706,Parts and accessories of motor vehicles within no8701-8703
870911,"Work trucks, electrically powered, for use in f",8707A,Fork lift trucks etc
870919,Work trucks not electrically powered,8707A,Fork lift trucks etc
870990,Work truck parts,8707B,Parts nes of vehicles of 74411
871000,"Tanks and other armoured fighting vehicles, mot",8708,Armored fightng vehicles
871110,Motorcycles with reciprocating piston engine di,8709,Motorcycles etc
871120,Motorcycles with reciprocating piston engine di,8709,Motorcycles etc
871130,Motorcycles with reciprocating piston engine di,8709,Motorcycles etc
871140,Motorcycles with reciprocating piston engine di,8709,Motorcycles etc
871150,Motorcycles with reciprocating piston engine di,8709,Motorcycles etc
871190,Motorcycles with other than a reciprocating pis,8709,Motorcycles etc
871200,Bicycles and other cycles (including delivery t,8710,"Bicycles,etc non-motorised"
871310,Wheelchairs not mechanically propelled,8711,Invalid carriages fitted with means of mechanical propulsion
871390,"Wheelchairs, mechanically propelled",8711,Invalid carriages fitted with means of mechanical propulsion
871411,Motorcycle saddles,8712,Parts and accessories of articles within no8709-8711
871419,Motorcycle parts nes,8712,Parts and accessories of articles within no8709-8711
871420,Wheelchair parts nes,8712,Parts and accessories of articles within no8709-8711
871491,"Bicycle frames and forks, and parts thereof",8712,Parts and accessories of articles within no8709-8711
871492,Bicycle wheel rims and spokes,8712,Parts and accessories of articles within no8709-8711
871493,Bicycle hubs and free-wheel sprocket wheels,8712,Parts and accessories of articles within no8709-8711
871494,"Bicycle brakes, including coaster braking hubs,",8712,Parts and accessories of articles within no8709-8711
871495,Bicycle saddles,8712,Parts and accessories of articles within no8709-8711
871496,Bicycle pedals and crank-gear and parts thereof,8712,Parts and accessories of articles within no8709-8711
871499,Bicycle parts nes,8712,Parts and accessories of articles within no8709-8711
871500,Baby carriages and parts thereof,8713,Baby carriages and parts thereof
871610,Trailers for housing or camping,8714A,"Housing,camping trailers"
871620,Trailers for agricultural purposes,8714B,Other trailers
871631,Tanker trailers and semi-trailers,8714B,Other trailers
871639,Trailers nes for the transport of goods,8714B,Other trailers
871640,Trailers and semi-trailers nes,8714C,Other non-motorized vehicles
871680,"Wheelbarrows, hand-carts, rickshaws and other h",8714C,Other non-motorized vehicles
871690,Trailer and other vehicle parts nes,8714D,Parts nes of trailers etc
880110,Gliders and hang gliders,8802A,"Gliders,kites,rotochutes"
880190,"Balloons, dirigibles and non-powered aircraft n",8801,Balloons and airships
880211,Helicopters of an unladen weight not exceeding,8802B,Helicopters
880212,"Helicopters of an unladen weight exceeding 2,00",8802B,Helicopters
880220,Aircraft nes of an unladen weight not exceeding,8802C,Aircraft nes 2000kg or ls
880230,"Aircraft nes of an unladen weight > 2,000 kg bu",8802D,Aircraft nes 2001-15000kg
880240,"Aircraft nes of an unladen weight exceeding 15,",8802E,Aircraft nes over 15000kg
880250,Spacecraft (including satellites) and spacecraf,8802E,Aircraft nes over 15000kg
880310,Aircraft propellers and rotors and parts thereo,8803,Parts falling in cccn 8801-8802
880320,Aircraft under-carriages and parts thereof,8803,Parts falling in cccn 8801-8802
880330,Aircraft parts nes,8803,Parts falling in cccn 8801-8802
880390,"Parts of balloons, dirigibles, and spacecraft n",8803,Parts falling in cccn 8801-8802
880400,Parachutes and parts and accessories thereof,8804,"Parachutes,prts,accessories thereof"
880510,Aircraft launching and deck-arrestor gear and p,8805,Aircraft launchers etc
880520,Flight simulators and parts thereof,8805,Aircraft launchers etc
890110,"Cruise ships, excursion boats etc principally d",8901D,Other cargo vessels
890120,Tankers,8901C,Tankers of all kinds
890130,Refrigerated vessels other than tankers,8901D,Other cargo vessels
890190,Cargo vessels nes and other vessels for the tra,8901D,Other cargo vessels
890200,Fishing vessels and factory ships,8901E,Fishing vessels etc
890310,Inflatable pleasure craft,8901B,"Yachts,sports vessels etc"
890391,"Sailboats, with or without auxiliary motor",8901B,"Yachts,sports vessels etc"
890392,"Motorboats, other than outboard motorboats",8901B,"Yachts,sports vessels etc"
890399,"Rowing boats, canoes, sculls and other pleasure",8901B,"Yachts,sports vessels etc"
890400,Tugs and pusher craft,8902,Vessels designed for towing or pushing other vessels
890510,Dredgers,8903,"Light-vessels, fire-floats, dredgers"
890520,Floating or submersible drilling or production,8903,"Light-vessels, fire-floats, dredgers"
890590,Floating docks and vessels which perform specia,8903,"Light-vessels, fire-floats, dredgers"
890600,"Warships, lifeboats, hospital ships and vessels",8901A,Warships
890710,Inflatable rafts including those for carrying s,8905,"Floating structures other than vessels such as coffer-dams,etc"
890790,"Buoys, beacons, coffer-dams, pontoons and other",8905,"Floating structures other than vessels such as coffer-dams,etc"
890800,Vessels and other floating structures for break,8904,Ships and other vessels for breaking up
900110,"Optical fbrs,optical fbr bundles&cables,oth tha",9013,Optical appliances and instruments
900120,Sheets and plates of polarising material,9013,Optical appliances and instruments
900130,Contact lenses,9001,Optical elements unmounted
900140,Spectacle lenses of glass,9001,Optical elements unmounted
900150,Spectacle lenses of other materials,9013,Optical appliances and instruments
900190,"Prisms, mirrors & other optical elements of any",9013,Optical appliances and instruments
900211,"Objective lenses for cameras,projectors or phot",9002,Lenses and other optical elements mounted
900219,"Objective lenses, nes",9002,Lenses and other optical elements mounted
900220,Optical filters,9002,Lenses and other optical elements mounted
900290,"Lenses, prisms, mirrors and other optical eleme",9002,Lenses and other optical elements mounted
900311,"Frames and mountings for spectacles, goggles or",9003,Frames and mountings for spectacles
900319,"Frames and mountings for spectacles,goggles or",9003,Frames and mountings for spectacles
900390,"Parts for frames and mountings for spectacles,",9003,Frames and mountings for spectacles
900410,Sunglasses,9004,Spectacles etc
900490,"Spectacles, goggles and the like, corrective, p",9004,Spectacles etc
900510,Binoculars,9005,"Telescope,mono-binocular"
900580,"Monoculars, oth optical telescopes, astronomica",9006,Astronomical instruments
900590,"Parts and accessories (including mountings), of",9006,Astronomical instruments
900610,Cameras of a kind used for preparing printing p,9007A,Still cameras
900620,Cameras of a kind used for recording doc on mic,9007A,Still cameras
900630,"Cameras designed for special use, underwater, a",9007A,Still cameras
900640,Instant print cameras,9007A,Still cameras
900651,"Cameras, single lens reflex, for roll film of a",9007A,Still cameras
900652,Cameras for roll film of a width less than 35 m,9007A,Still cameras
900653,"Cameras for roll film of a width of 35 mm, nes",9007A,Still cameras
900659,"Photographic, other than cinematographic camera",9007A,Still cameras
900661,Photographic discharge lamp (electronic) flashl,9007B,Photo flashlight apparatus
900662,"Flashbulbs, flashcubes and the like",9007B,Photo flashlight apparatus
900669,"Photographic flashlight apparatus, nes",9007B,Photo flashlight apparatus
900691,Parts and accessories for photographic cameras,9007C,Parts nes of apparatus of 8811
900699,Parts and accessories for photographic flashlig,9007C,Parts nes of apparatus of 8811
900711,Cinematographic cameras for film of < 16 mm wid,9008A,"Cinema cameras,projectors,etc -- for film under 16mm"
900719,"Cinematographic cameras, nes",9008A,"Cinema cameras,projectors,etc -- for film under 16mm"
900721,Cinematographic projectors for film of less tha,9008A,"Cinema cameras,projectors,etc -- for film under 16mm"
900729,"Cinematographic projectors, nes",9008A,"Cinema cameras,projectors,etc -- for film under 16mm"
900791,Parts and accessories for cinematographic camer,9008C,Parts nes of apparatus of 8812
900792,Parts and accessories for cinematographic proje,9008C,Parts nes of apparatus of 8812
900810,Slide projectors,9009,"Projectors noncinema,etc"
900820,"Microfilm, microfiche or other microform reader",9009,"Projectors noncinema,etc"
900830,"Image projectors, nes",9009,"Projectors noncinema,etc"
900840,"Photographic enlargers and reducers, other than",9009,"Projectors noncinema,etc"
900890,"Parts and access of image projectors,enlargers&",9009,"Projectors noncinema,etc"
900911,"Electrostatic photo-copying apparatus, direct p",9010A,"Photo,thermocopy apparatus"
900912,"Electrostatic photo-copying apparatus, indirect",9010A,"Photo,thermocopy apparatus"
900921,"Photo-copying apparatus, incorporating an optic",9010A,"Photo,thermocopy apparatus"
900922,"Contact type photo-copying apparatus,nes",9010A,"Photo,thermocopy apparatus"
900930,Thermo-copying apparatus,9010A,"Photo,thermocopy apparatus"
900990,Parts and accessories for photo-copying apparat,9010B,"Copy machines parts,accessories nes"
901010,Apparatus and equip for automatically developin,9010C,"Photo,cine laboratory equipment nes"
901020,Apparatus and equipment for photographic (incl,9010C,"Photo,cine laboratory equipment nes"
901030,Projection screens,9010C,"Photo,cine laboratory equipment nes"
901090,Parts and accessories for apparatus and equipme,9010C,"Photo,cine laboratory equipment nes"
901110,Stereoscopic microscopes,9012,Compound optical microscopes
901120,"Microscopes, for photomicrography, cinephotomic",9012,Compound optical microscopes
901180,"Microscopes, optical, nes",9012,Compound optical microscopes
901190,Parts and accessories for optical microscopes,9012,Compound optical microscopes
901210,Microscopes other than optical microscopes and,9011,"Electron,etc diffraction ap"
901290,Parts and accessories for microscopes other tha,9011,"Electron,etc diffraction ap"
901310,Telescopic sights for fitting to arms; periscop,9013,Optical appliances and instruments
901320,"Lasers, other than laser diodes",9013,Optical appliances and instruments
901380,"Optical devices, appliances and instruments, ne",9013,Optical appliances and instruments
901390,Parts and accessories of optical appliances and,9013,Optical appliances and instruments
901410,Direction finding compasses,9014A,Navigational instruments non-electrical etc
901420,Instruments&appl for aeronautical or space navi,9014A,Navigational instruments non-electrical etc
901480,Navigational instruments and appliances nes,9014A,Navigational instruments non-electrical etc
901490,Parts & access for direction finding compasses,9029,Parts or accessories suitable for articles of cccn 9023-24 & 9026-28
901510,Rangefinders,9014B,Surveying instruments etc non-electrical
901520,Theodolites and tacheometers,9014B,Surveying instruments etc non-electrical
901530,Surveying levels,9014B,Surveying instruments etc non-electrical
901540,Photogrammetrical surveying instruments and app,9014B,Surveying instruments etc non-electrical
901580,"Surveying,hydrographic,oceanographic,meteorolog",9014B,Surveying instruments etc non-electrical
901590,Parts and accessories for use with the apparatu,9029,Parts or accessories suitable for articles of cccn 9023-24 & 9026-28
901600,Balances of a sensitivity of 5 cg or better wit,9015,Balances of a sensitivity of 5 cg or better
901710,"Drafting tables and machines, whether or not au",9016A,"Measurng,drawng etc instruments"
901720,"Drawing, marking-out or mathematical calculatin",9016A,"Measurng,drawng etc instruments"
901730,"Micrometers, callipers and gauges",9016A,"Measurng,drawng etc instruments"
901780,"Instruments for measuring length, for use in th",9016A,"Measurng,drawng etc instruments"
901790,Parts and accessories for use with the apparatu,9016B,Parts nes of instruments of 87421
901811,Electro-cardiographs,9017A,Electro-medical equipment
901819,"Electro-diagnostic apparatus, nes",9017A,Electro-medical equipment
901820,Ultra-violet or infra-red ray apparatus,9017A,Electro-medical equipment
901831,"Syringes, with or without needles",9017C,Other medical instruments
901832,Tubular metal needles and needles for sutures,9017C,Other medical instruments
901839,"Needles, catheters, cannulae and the like, nes",9017C,Other medical instruments
901841,"Dental drill engines,whether or not combi on a",9017B,Dental instruments
901849,"Instruments and appliances, used in dental scie",9402,"Medical furniture,parts"
901850,"Ophthalmic instruments and appliances, nes",9017C,Other medical instruments
901890,Instruments and appliances used in medical or v,9017C,Other medical instruments
901910,Mechano-therapy appl; massage app; psychologica,9018,Mechano-therapy appliances
901920,"Oxygen therapy, artificial respiration or oth t",9018,Mechano-therapy appliances
902000,"Breathing appliances and gas masks,exc protecti",9018,Mechano-therapy appliances
902111,Artificial joints,9019B,Orthopaedic etc goods
902119,"Orthopaedic or fracture appliances, nes",9019B,Orthopaedic etc goods
902121,Artificial teeth,9019B,Orthopaedic etc goods
902129,"Dental fittings, nes",9019B,Orthopaedic etc goods
902130,"Artificial parts of the body, nes",9019B,Orthopaedic etc goods
902140,"Hearing aids, excluding parts and accessories",9019A,Hearing aids
902150,"Pacemakers for stimulating heart muscles, exclu",9019B,Orthopaedic etc goods
902190,"Orthopedic and oth appliances,worn,carried or i",9019B,Orthopaedic etc goods
902211,Apparatus based on the use of X-rays for medica,9020,X-ray apparatus
902219,Apparatus based on the use of X-rays for other,9020,X-ray apparatus
902221,Apparatus based on the use of alpha beta or gam,9020,X-ray apparatus
902229,Apparatus based on the use of alpha beta or gam,9020,X-ray apparatus
902230,X-ray tubes,9020,X-ray apparatus
902290,Parts and accessories for app based on the use,9020,X-ray apparatus
902300,"Instruments, apparatus and models, designed for",9021,Instruments for demonstrational purposes
902410,Machines and appliances for testing the mechani,9022,"Machines for testing mechanically the hardness,etc of materials"
902480,Machines and appliances for testing the mechani,9022,"Machines for testing mechanically the hardness,etc of materials"
902490,Parts and accessories of mach.and appl for test,9029,Parts or accessories suitable for articles of cccn 9023-24 & 9026-28
902511,"Thermometers&pyrometers,not combined with other",9023,"Hydrometers and similar instruments, thermometers, etc"
902519,"Thermometers&pyrometers,not combined with other",9023,"Hydrometers and similar instruments, thermometers, etc"
902520,"Barometers, not combined with other instruments",9023,"Hydrometers and similar instruments, thermometers, etc"
902580,"Hydrometers, pyrometers, hygrometers and psychr",9023,"Hydrometers and similar instruments, thermometers, etc"
902590,Parts and accessories for use with the apparatu,9029,Parts or accessories suitable for articles of cccn 9023-24 & 9026-28
902610,Instruments and apparatus for measure/checking,9024,"Instruments for measuring, flow,depth etc of liquids or gases"
902620,Instruments and apparatus for measuring or chec,9024,"Instruments for measuring, flow,depth etc of liquids or gases"
902680,Instruments & apparatus for measure/checking va,9028E,Electrical measuring etc instruments nes
902690,Parts of inst and app for measure/checking vari,9029,Parts or accessories suitable for articles of cccn 9023-24 & 9026-28
902710,Gas or smoke analysis apparatus,9028C,Other elctronic measures etc equipments
902720,Chromatographs and electrophoresis instruments,9028C,Other elctronic measures etc equipments
902730,"Spectrometers,spectrophotometers and spectrogra",9028C,Other elctronic measures etc equipments
902740,Exposure meters,9028C,Other elctronic measures etc equipments
902750,Instruments and apparatus using optical radiati,9028C,Other elctronic measures etc equipments
902780,Instruments and apparatus for physical or chemi,9028C,Other elctronic measures etc equipments
902790,Microtomes; parts & access of inst and app for,9025,Instruments for chemical analysis
902810,"Gas supply, production and calibrating meters",9026,"Gas, liquid and electricity supply meters"
902820,"Liquid supply, production and calibrating meter",9026,"Gas, liquid and electricity supply meters"
902830,"Electricity supply, production and calibrating",9026,"Gas, liquid and electricity supply meters"
902890,"Parts and accessories for gas, liquid or electr",9029,Parts or accessories suitable for articles of cccn 9023-24 & 9026-28
902910,"Revolution counters,production counters taximet",9027,"Revolution and production counters, taximeters, etc"
902920,Speed indicators and tachometers; stroboscopes,9027,"Revolution and production counters, taximeters, etc"
902990,"Parts and access of revolution counters, produc",9029,Parts or accessories suitable for articles of cccn 9023-24 & 9026-28
903010,Instruments and apparatus for measuring or dete,9028B,Radioactivty counters etc
903020,Cathode-ray oscilloscopes and cathode-ray oscil,9028C,Other elctronic measures etc equipments
903031,Multimeters,9028C,Other elctronic measures etc equipments
903039,"Inst&app,for measuring or checking voltage,curr",9028C,Other elctronic measures etc equipments
903040,"Instruments and apparatus, specially designed f",9028C,Other elctronic measures etc equipments
903081,"Inst&app for measuring or checking elec qty,wit",9028C,Other elctronic measures etc equipments
903089,Instruments and apparatus for measuring or chec,9028C,Other elctronic measures etc equipments
903090,Parts & access for inst & app for meas or check,9029,Parts or accessories suitable for articles of cccn 9023-24 & 9026-28
903110,"Machines for balancing mechanical parts, nes",9016A,"Measurng,drawng etc instruments"
903120,Test benches for measuring or checking instrume,9016A,"Measurng,drawng etc instruments"
903130,"Profile projectors, nes",9016A,"Measurng,drawng etc instruments"
903140,"Optical instruments and appliances, nes",9016A,"Measurng,drawng etc instruments"
903180,"Measuring or checking instruments, appliances a",9016A,"Measurng,drawng etc instruments"
903190,Parts and accessories for measuring or checking,9016B,Parts nes of instruments of 87421
903210,Thermostats,9024,"Instruments for measuring, flow,depth etc of liquids or gases"
903220,Manostats,9024,"Instruments for measuring, flow,depth etc of liquids or gases"
903281,Hydraulic or pneumatic automatic regulating or,9024,"Instruments for measuring, flow,depth etc of liquids or gases"
903289,Automatic regulating or controlling instruments,9024,"Instruments for measuring, flow,depth etc of liquids or gases"
903290,Parts & access for automatic regulating or cont,9024,"Instruments for measuring, flow,depth etc of liquids or gases"
903300,"Parts & access nes for machines, appliances, in",9029,Parts or accessories suitable for articles of cccn 9023-24 & 9026-28
910111,"Wrist-watches with mech display,battery powered",9101,Pocket-watches
910112,Wrist-watches with opto-electronic disp batt po,9101,Pocket-watches
910119,"Wrist-watches, battery powered and with case of",9101,Pocket-watches
910121,"Wrist-watches,with automatic winding and with c",9101,Pocket-watches
910129,"Wrist-watches, with a case of precious metal, n",9101,Pocket-watches
910191,Pocket-watches&oth watches battery powered&with,9101,Pocket-watches
910199,Pocket-watches & other watches with case of pre,9101,Pocket-watches
910211,"Wrist-watches,battery or accumulator powered wi",9101,Pocket-watches
910212,"Wrist-watches,battery or accum powered with opt",9101,Pocket-watches
910219,"Wrist-watches, battery or accumulator powered,",9101,Pocket-watches
910221,Wrist-watches with automatic winding nes,9101,Pocket-watches
910229,"Wrist-watches, nes",9101,Pocket-watches
910291,Pocket-watches and other watches battery or acc,9101,Pocket-watches
910299,"Pocket-watches and other watches, nes",9101,Pocket-watches
910310,"Clocks with watch movements,battery or accumula",9102,Clocks with watch movements
910390,"Clocks with watch movements, nes excluding cloc",9102,Clocks with watch movements
910400,Instrument panel clocks and clocks of a similar,9103,Instrument panel clocks
910511,"Alarm clocks, battery, accumulator or mains pow",9104,Other clocks
910519,"Alarm clocks, nes",9104,Other clocks
910521,"Wall clocks, battery, accumulator or mains powe",9104,Other clocks
910529,"Wall clocks, nes",9104,Other clocks
910591,"Clocks, nes, battery, accumulator or mains powe",9104,Other clocks
910599,"Clocks, nes",9104,Other clocks
910610,Time-registers; time-recorders,9105,Time of day recording apparatus
910620,Parking meters,9105,Time of day recording apparatus
910690,"Time of day recording apparatus, nes",9105,Time of day recording apparatus
910700,Time switches with clock or watch movement or w,9106,Time switches with clock or watch movement
910811,"Watch movements, assembled, battery powered wit",9107,Watch movements assembled
910812,"Watch movements, assembled, battery powered, wi",9107,Watch movements assembled
910819,"Watch movements, assembled, battery powered, ne",9107,Watch movements assembled
910820,"Watch movements, complete and assembled, with a",9107,Watch movements assembled
910891,"Watch movements, complete and assembled, measur",9107,Watch movements assembled
910899,"Watch movements, complete and assembled, nes",9107,Watch movements assembled
910911,"Clock movements,complete and assembled,battery",9108,Clock movements assembled
910919,"Clock movements, complete and assembled, batter",9108,Clock movements assembled
910990,"Clock movements, complete and assembled, nes",9108,Clock movements assembled
911011,"Complete movements of watches, unassembled or p",9111,Other clock and watch parts
911012,"Incomplete movements of watches, assembled",9111,Other clock and watch parts
911019,Rough movements of watches,9111,Other clock and watch parts
911090,"Clock movements, unassembled or partly assemble",9111,Other clock and watch parts
911110,Watch cases of precious metal or of metal clad,9109,"Watch cases,case parts"
911120,"Watch cases of base metal, whether or not gold-",9109,"Watch cases,case parts"
911180,"Watch cases, nes",9109,"Watch cases,case parts"
911190,Parts of watch cases,9109,"Watch cases,case parts"
911210,"Clock cases and cases of a similar type, of met",9110,"Clock cases,case parts"
911280,"Clock cases and cases of a similar type, for ot",9110,"Clock cases,case parts"
911290,Parts of clock cases and cases of a similar typ,9110,"Clock cases,case parts"
911310,"Watch straps&pts thereof,of precious mtl or of",7112,Precious metal jewellery
911320,Watch straps&pts thereof of base mtl whether or,7112,Precious metal jewellery
911390,"Watch straps, watch bands and watch bracelets,",7115,Articles of pearls
911410,"Clock or watch springs, including hair-springs",9111,Other clock and watch parts
911420,Clock or watch jewels,9111,Other clock and watch parts
911430,Clock or watch dials,9111,Other clock and watch parts
911440,Clock or watch plates and bridges,9111,Other clock and watch parts
911490,"Clock or watch parts, nes",9111,Other clock and watch parts
920110,"Upright pianos, including automatic",9201,Keyboard stringed musical instruments
920120,"Grand pianos, including automatic",9201,Keyboard stringed musical instruments
920190,Harpsichords and other keyboard stringed instru,9201,Keyboard stringed musical instruments
920210,String musical instruments played with a bow,9202,Other stringed musical instruments
920290,String musical instruments nes,9202,Other stringed musical instruments
920300,Harmoniums&sim keyboard inst with free mtl reed,9203,Pipe and reed organs
920410,Accordions and similar instruments,9204,Accordions and similar instruments
920420,Mouth organs (harmonicas),9204,Accordions and similar instruments
920510,Brass-wind instruments,9205,Other wind musical instruments
920590,Wind musical instruments nes,9205,Other wind musical instruments
920600,Percussion musical instruments,9206,Percussion musical instruments
920710,"Keyboard instruments,exc accordions,sound gener",9207,Electro-magnetic musical instruments
920790,"Musical instruments nes, sound generated or amp",9207,Electro-magnetic musical instruments
920810,Musical boxes nes,9208,Musical instruments not falling within any other heading
920890,"Decoy calls,musical inst nes&mouth blown sound",9208,Musical instruments not falling within any other heading
920910,"Metronomes, tuning forks and pitch pipes",9210,Parts of musical instruments
920920,Mechanisms for musical box,9210,Parts of musical instruments
920930,"Strings, musical instrument",9210,Parts of musical instruments
920991,Parts and accessories for pianos,9210,Parts of musical instruments
920992,Parts and accessories for the musical instrumen,9210,Parts of musical instruments
920993,Parts and accessories for the musical instrumen,9210,Parts of musical instruments
920994,Parts and accessories for the musical instrumen,9210,Parts of musical instruments
920999,Parts and accessories for the musical instrumen,9210,Parts of musical instruments
930100,"Military weapons,oth than revolvers,pistols and",9303,Military firearms nes
930200,"Revolvers and pistols, other than those of head",9302,Revolvers and pistols
930310,Muzzle-loading firearms,9304,Non-military firearms
