HS 1996 Product Code,HS 1996 Product Description,CCCN Product Code,CCCN Product Description
320641,Other colouring matter and other preparations :-- Ultramarine and preparations based thereon,3207,Other colouring matter
320642,Other colouring matter and other preparations :-- Lithopone and other pigments and preparations based on zinc sulphide,3207,Other colouring matter
320643,Other colouring matter and other preparations :-- Pigments and preparations based on hexacyanoferrates (ferrocyanides and ferricyanides),3207,Other colouring matter
320649,Other colouring matter and other preparations :-- Other,3207,Other colouring matter
320650,Inorganic products of a kind used as luminophores,3207,Other colouring matter
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations",3208,"Prepared pigment,glaze etc"
320720,"Vitrifiable enamels and glazes, engobes (slips) and similar preparations",3208,"Prepared pigment,glaze etc"
320730,Liquid lustres and similar preparations,3208,"Prepared pigment,glaze etc"
320740,"Glass frit and other glass, in the form of powder, granules or flakes",3208,"Prepared pigment,glaze etc"
320810,Based on polyesters,3209B,"Other paints,varnishes etc"
320820,Based on acrylic or vinyl polymers,3209B,"Other paints,varnishes etc"
320890,Other,3209B,"Other paints,varnishes etc"
320910,Based on acrylic or vinyl polymers,3209A,Water-thinned paints
320990,Other,3209A,Water-thinned paints
321000,"Other paints and varnishes (including enamels, lacquers and distempers); prepared water pigments of a kind used for finishing leather.",3209B,"Other paints,varnishes etc"
321100,Prepared driers.,3211,Prepared driers
321210,Stamping foils,3209D,"Distempers,dyes nes etc"
321290,Other,3209D,"Distempers,dyes nes etc"
321310,Colours in sets,3210,"Artists colours, etc"
321390,Other,3210,"Artists colours, etc"
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings",3212,Putty surfacing preparations
321490,Other,3212,Putty surfacing preparations
321511,Printing ink :-- Black,3213A,Printing inks
321519,Printing ink :-- Other,3213A,Printing inks
321590,Other,3213B,Ink excluding printing ink
330111,Essential oils of citrus fruit :-- Of bergamot,3301,"Essentl oil,resinoid,etc"
330112,Essential oils of citrus fruit :-- Of orange,3301,"Essentl oil,resinoid,etc"
330113,Essential oils of citrus fruit :-- Of lemon,3301,"Essentl oil,resinoid,etc"
330114,Essential oils of citrus fruit :-- Of lime,3301,"Essentl oil,resinoid,etc"
330119,Essential oils of citrus fruit :-- Other,3301,"Essentl oil,resinoid,etc"
330121,Essential oils other than those of citrus fruit :-- Of geranium,3301,"Essentl oil,resinoid,etc"
330122,Essential oils other than those of citrus fruit :-- Of jasmin,3301,"Essentl oil,resinoid,etc"
330123,Essential oils other than those of citrus fruit :-- Of lavender or of lavandin,3301,"Essentl oil,resinoid,etc"
330124,Essential oils other than those of citrus fruit :-- Of peppermint (Mentha piperita),3301,"Essentl oil,resinoid,etc"
330125,Essential oils other than those of citrus fruit :-- Of other mints,3301,"Essentl oil,resinoid,etc"
330126,Essential oils other than those of citrus fruit :-- Of vetiver,3301,"Essentl oil,resinoid,etc"
330129,Essential oils other than those of citrus fruit :-- Other,3301,"Essentl oil,resinoid,etc"
330130,Resinoids,3301,"Essentl oil,resinoid,etc"
330190,Other,3301,"Essentl oil,resinoid,etc"
330210,Of a kind used in the food or drink industries,3304,Mixed perfume substances
330290,Other,3304,Mixed perfume substances
330300,Perfumes and toilet waters.,3306,"Perfumery,cosmetics,etc"
330410,Lip make-up preparations,3306,"Perfumery,cosmetics,etc"
330420,Eye make-up preparations,3306,"Perfumery,cosmetics,etc"
330430,Manicure or pedicure preparations,3306,"Perfumery,cosmetics,etc"
330491,"Other :-- Powders, whether or not compressed",3306,"Perfumery,cosmetics,etc"
330499,Other,3306,"Perfumery,cosmetics,etc"
330510,Shampoos,3306,"Perfumery,cosmetics,etc"
330520,Preparations for permanent waving or straightening,3306,"Perfumery,cosmetics,etc"
330530,Hair lacquers,3306,"Perfumery,cosmetics,etc"
330590,Other,3306,"Perfumery,cosmetics,etc"
330610,Dentifrices,3306,"Perfumery,cosmetics,etc"
330620,Yarn used to clean between the teeth (dental floss),5101B,"Synthetic fibre yarn,bulk,monofil --non-textured etc continuous polyamide"
330690,Other,3306,"Perfumery,cosmetics,etc"
330710,"Pre-shave, shaving or after-shave preparations",3306,"Perfumery,cosmetics,etc"
330720,Personal deodorants and antiperspirants,3306,"Perfumery,cosmetics,etc"
330730,Perfumed bath salts and other bath preparations,3306,"Perfumery,cosmetics,etc"
330741,"Preparations for perfuming or deodorizing rooms, including odoriferous preparations used during religious rites :-- Agarbatti and other odoriferous preparations which operate by burning",3306,"Perfumery,cosmetics,etc"
330749,"Preparations for perfuming or deodorizing rooms, including odoriferous preparations used during religious rites :-- Other",3306,"Perfumery,cosmetics,etc"
330790,Other,3306,"Perfumery,cosmetics,etc"
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded pieces or shapes, and paper, wadding, felt and nonwovens, impregnated, coated or covered...:-- For toilet use(including medicated products)",3401,Soap
340119,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded pieces or shapes, and paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent :-- Other",3401,Soap
340120,Soap in other forms,3401,Soap
340211,"Organic surface-active agents, whether or not put up for retail sale :-- Anionic",3402,Organic surface-active agents
340212,"Organic surface-active agents, whether or not put up for retail sale :-- Cationic",3402,Organic surface-active agents
340213,"Organic surface-active agents, whether or not put up for retail sale :-- Non-ionic",3402,Organic surface-active agents
340219,"Organic surface-active agents, whether or not put up for retail sale :-- Other",3402,Organic surface-active agents
340220,Preparations put up for retail sale,3402,Organic surface-active agents
340290,Other,3402,Organic surface-active agents
340311,"Containing petroleum oils or oils obtained from bituminous minerals :-- Preparations for the treatment of textile materials, leather, furskins or other materials",3403,Lubricating preparations
340319,Containing petroleum oils or oils obtained from bituminous minerals :-- Other,3403,Lubricating preparations
340391,"Other :-- Preparations for the treatment of textile materials, leather, furskins or other materials",3403,Lubricating preparations
340399,Other,3403,Lubricating preparations
340410,Of chemically modified lignite,3404,"Artificial,etc waxes"
340420,Of polyethylene glycol,3404,"Artificial,etc waxes"
340490,Other,3404,"Artificial,etc waxes"
340510,"Polishes, creams and similar preparations for footwear or leather",3405,Polishes and creams
340520,"Polishes, creams and similar preparations for the maintenance of wooden furniture, floors or other woodwork",3405,Polishes and creams
340530,"Polishes and similar preparations for coachwork, other than metal polishes",3405,Polishes and creams
340540,Scouring pastes and powders and other scouring preparations,3405,Polishes and creams
340590,Other,3405,Polishes and creams
340600,"Candles, tapers and the like.",3406,"Candles,tapers,etc"
340700,"Modelling pastes, including those put up for children's amusement; preparations known as dental wax or as dental impression compounds, put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar for",3407,"Modelling pastes, etc"
350110,Casein,3501,"Casein and derivatives, casein glues"
350190,Other,3501,"Casein and derivatives, casein glues"
350211,Egg albumin :-- Dried,3502,Albumins and derivatives
350219,Egg albumin :-- Other,3502,Albumins and derivatives
350220,"Milk albumin, including concentrates of two or more whey proteins",3502,Albumins and derivatives
350290,Other,3502,Albumins and derivatives
350300,"Gelatin (including gelatin in rectangular (including square) sheets, whether or not surface-worked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading No. 35.01.",3503,"Gelatin and derivatives, etc"
350400,"Peptones and their derivatives; other protein substances and their derivatives, not elsewhere specified or included; hide powder, whether or not chromed.",3504,Peptones and other protein substances
350510,Dextrins and other modified starches,3505,Dextrins and dextrin glues
350520,Glues,3505,Dextrins and dextrin glues
350610,"Products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg",3506,"Prepared glues nes,etc"
350691,Other :-- Adhesives based on rubber or plastics (including artificial resins),3506,"Prepared glues nes,etc"
350699,Other,3506,"Prepared glues nes,etc"
350710,Rennet and concentrates thereof,3507,Enzymes; prepared enzymes nes
350790,Other,3507,Enzymes; prepared enzymes nes
360100,Propellent powders.,3601,Propellent powders
360200,"Prepared explosives, other than propellent powders.",3602,Prepared explosives nes
360300,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators.,3604,Percussion and detonating caps
360410,Fireworks,3605,Pyrotechnic articles
360490,Other,3605,Pyrotechnic articles
360500,"Matches, other than pyrotechnic articles of heading No. 36.04.",3606,Matches excluding bengal matches
360610,Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette or similar lighters and of a capacity not exceeding 300 cm3,3608,Other combustible preparations
360690,Other,3608,Other combustible preparations
370110,For X-ray,3701,Photo film flat unexposd
370120,Instant print film,3701,Photo film flat unexposd
370130,"Other plates and film, with any side exceeding 255 mm",3701,Photo film flat unexposd
370191,Other :-- For colour photography (polychrome),3701,Photo film flat unexposd
370199,Other,3701,Photo film flat unexposd
370210,For X-ray,3702,Photo film roll unexposd
370220,Instant print film,3702,Photo film roll unexposd
370231,"Other film, without perforations, of a width not exceeding 105 mm :-- For colour photography (polychrome)",3702,Photo film roll unexposd
370232,"Other film, without perforations, of a width not exceeding 105 mm :-- Other, with silver halide emulsion",3702,Photo film roll unexposd
370239,"Other film, without perforations, of a width not exceeding 105 mm :-- Other",3702,Photo film roll unexposd
370241,"Other film, without perforations, of a width exceeding     105 mm :-- Of a width exceeding 610 mm and of a length exceeding  200 m, for colour photography (polychrome)",3702,Photo film roll unexposd
370242,"Other film, without perforations, of a width exceeding     105 mm :-- Of a width exceeding 610 mm and of a length exceeding 200 m, other than for colour photography",3702,Photo film roll unexposd
370243,"Other film, without perforations, of a width exceeding     105 mm :-- Of a width exceeding 610 mm and of a length not exceeding 200 m",3702,Photo film roll unexposd
370244,"Other film, without perforations, of a width exceeding     105 mm :-- Of a width exceeding 105 mm but not exceeding 610 mm",3702,Photo film roll unexposd
370251,"Other film, for colour photography (polychrome) :-- Of a width not exceeding 16 mm and of a length not exceeding 14 m",3702,Photo film roll unexposd
370252,"Other film, for colour photography (polychrome) :-- Of a width not exceeding 16 mm and of a length exceeding     14 m",3702,Photo film roll unexposd
370253,"Other film, for colour photography (polychrome) :-- Of a width exceeding 16 mm but not exceeding 35 mm and of a length not exceeding 30 m, for slides",3702,Photo film roll unexposd
370254,"Other film, for colour photography (polychrome) :-- Of a width exceeding 16 mm but not exceeding 35 mm and of a length not exceeding 30 m, other than for slides",3702,Photo film roll unexposd
370255,"Other film, for colour photography (polychrome) :-- Of a width exceeding 16 mm but not exceeding 35 mm and of a length exceeding 30 m",3702,Photo film roll unexposd
370256,"Other film, for colour photography (polychrome) :-- Of a width exceeding 35 mm",3702,Photo film roll unexposd
370291,Other :-- Of a width not exceeding 16 mm and of a length not exceeding 14 m,3702,Photo film roll unexposd
370292,Other :-- Of a width not exceeding 16 mm and of a length exceeding     14 m,3702,Photo film roll unexposd
370293,Other :-- Of a width exceeding 16 mm but not exceeding 35 mm and of a length not exceeding 30 m,3702,Photo film roll unexposd
370294,Other :-- Of a width exceeding 16 mm but not exceeding 35 mm and of a length exceeding 30 m,3702,Photo film roll unexposd
370295,Other :-- Of a width exceeding 35 mm,3702,Photo film roll unexposd
370310,In rolls of a width exceeding 610 mm,3703,Photo sensitised cloth etc
370320,"Other, for colour photography (polychrome)",3703,Photo sensitised cloth etc
370390,Other,3703,Photo sensitised cloth etc
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed.",3703,Photo sensitised cloth etc
370510,For offset reproduction,3705,"Plates, exposed and developed"
370520,Microfilms,3705,"Plates, exposed and developed"
370590,Other,3705,"Plates, exposed and developed"
370610,Of a width of 35 mm or more,3707,Developed cinema film
370690,Other,3707,Developed cinema film
370710,Sensitising emulsions,3708,Chemical products for photography use
370790,Other,3708,Chemical products for photography use
380110,Artificial graphite,3801,"Artificial,etc graphite"
380120,Colloidal or semi-colloidal graphite,3801,"Artificial,etc graphite"
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,3801,"Artificial,etc graphite"
380190,Other,3801,"Artificial,etc graphite"
380210,Activated carbon,3803,Activated natural mineral products
380290,Other,3803,Activated natural mineral products
380300,"Tall oil, whether or not refined.",3805,Tall oil
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulphonates, but excluding tall oil of heading No. 38.03.",3806,Concentrated sulphite lye
380510,"Gum, wood or sulphate turpentine oils",3807,Spirts of turpentine etc
380520,Pine oil,3807,Spirts of turpentine etc
380590,Other,3807,Spirts of turpentine etc
380610,Rosin and resin acids,3808,Rosin and resin acids
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids, other than salts of rosin adducts",3808,Rosin and resin acids
380630,Ester gums,3808,Rosin and resin acids
380690,Other,3808,Rosin and resin acids
380700,"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch.",3809,"Wood tar,vegetable pitch etc"
380810,Insecticides,3811B,"Insecticides,for retail"
380820,Fungicides,3811C,"Fungicides,for retail"
380830,"Herbicides, anti-sprouting products and plant-growth regulators",3811D,"Herbicides,for retail"
380840,Disinfectants,3811A,Disinfectants for retail
380890,Other,3811E,Rat poisons etc fr retail
380910,With a basis of amylaceous substances,3812,"Prepared glazings,dressings"
380991,Other :-- Of a kind used in the textile or like industries,3812,"Prepared glazings,dressings"
380992,Other :-- Of a kind used in the paper or like industries,3812,"Prepared glazings,dressings"
380993,Other :-- Of a kind used in the leather or like industries,3812,"Prepared glazings,dressings"
381010,"Pickling preparations for metal surfaces; soldering, brazing or welding powders and pastes consisting of metal and other materials",3813,Pickling preparations
381090,Other,3813,Pickling preparations
381111,Anti-knock preparations :-- Based on lead compounds,3814,Anti-knock preparations etc
381119,Anti-knock preparations :-- Other,3814,Anti-knock preparations etc
381121,Additives for lubricating oils :-- Containing petroleum oils or oils obtained from bituminous minerals,3814,Anti-knock preparations etc
381129,Additives for lubricating oils :-- Other,3814,Anti-knock preparations etc
381190,Other,3814,Anti-knock preparations etc
381210,Prepared rubber accelerators,3815,Prepared rubber accelerators
381220,Compound plasticisers for rubber or plastics,3819C,"Other chemical products,preparations,nes"
381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,3819C,"Other chemical products,preparations,nes"
381300,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades.,3817,Preparations for fire-extinguishers
381400,"Organic composite solvents and thinners, not elsewhere specified or included; prepared paint or varnish removers.",3818,"Varnish solvents,thinnrs"
381511,Supported catalysts :-- With nickel or nickel compounds as the active substance,3819A,Compound catalysts
381512,Supported catalysts :-- With precious metal or precious metal compounds as the active substance,3819A,Compound catalysts
381519,Supported catalysts :-- Other,3819A,Compound catalysts
381590,Other,3819A,Compound catalysts
381600,"Refractory cements, mortars, concretes and similar compositions, other than products of heading No. 38.01.",3819B,"Refractory cement,mortar"
381710,Mixed alkylbenzenes,3819C,"Other chemical products,preparations,nes"
381720,Mixed alkylnaphthalenes,3819C,"Other chemical products,preparations,nes"
381800,"Chemical elements doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics.",3819C,"Other chemical products,preparations,nes"
381900,"Hydraulic brake fluids and other prepared liquids for hydraulic transmission, not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals.",3819C,"Other chemical products,preparations,nes"
382000,Anti-freezing preparations and prepared de-icing fluids.,3819C,"Other chemical products,preparations,nes"
382100,Prepared culture media for development of micro-organisms.,3816,Culture media for micro-organisms
382200,"Diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading No. 30.02 or 30.06.",3819C,"Other chemical products,preparations,nes"
382311,Industrial monocarboxylic fatty acids; acid oils from refining :-- Stearic acid,1510A,"Fatty acids,acid oils"
382312,Industrial monocarboxylic fatty acids; acid oils from refining :-- Oleic acid,1510A,"Fatty acids,acid oils"
382313,Industrial monocarboxylic fatty acids; acid oils from refining :-- Tall oil fatty acids,1510A,"Fatty acids,acid oils"
382319,Industrial monocarboxylic fatty acids; acid oils from refining :-- Other,1510A,"Fatty acids,acid oils"
382370,Industrial fatty alcohols,1510B,Fatty alcohols
382410,Prepared binders for foundry moulds or cores,3819C,"Other chemical products,preparations,nes"
382420,"Naphthenic acids, their water-insoluble salts and their esters",3819C,"Other chemical products,preparations,nes"
382430,Non-agglomerated metal carbides mixed together or with metallic binders,3819C,"Other chemical products,preparations,nes"
382440,"Prepared additives for cements, mortars or concretes",3819C,"Other chemical products,preparations,nes"
382450,Non-refractory mortars and concretes,3819C,"Other chemical products,preparations,nes"
382460,Sorbitol other than that of subheading No. 2905.44,3819C,"Other chemical products,preparations,nes"
382471,Mixtures containing perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens :-- Containing acyclic hydrocarbons perhalogenated only with fluorine and chlorine,3819C,"Other chemical products,preparations,nes"
382479,Mixtures containing perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens :-- Other,3819C,"Other chemical products,preparations,nes"
382490,Other,3819C,"Other chemical products,preparations,nes"
390110,Polyethylene having a specific gravity of less than 0.94,3902B,Polyethylene -- in primary forms
390120,Polyethylene having a specific gravity of 0.94 or more,3902B,Polyethylene -- in primary forms
390130,Ethylene-vinyl acetate copolymers,3902AA,Other polymrztion etc products
390190,Other,3902AA,Other polymrztion etc products
390210,Polypropylene,3902F,Polypropylene -- in primary forms
390220,Polyisobutylene,3902AA,Other polymrztion etc products
390230,Propylene copolymers,3902AA,Other polymrztion etc products
390290,Other,3902AA,Other polymrztion etc products
390311,Polystyrene :-- Expansible,3902I,"Polystyrene,its copolymr -- in primary forms"
390319,Polystyrene :-- Other,3902I,"Polystyrene,its copolymr -- in primary forms"
390320,Styrene-acrylonitrile (SAN) copolymers,3902I,"Polystyrene,its copolymr -- in primary forms"
390330,Acrylonitrile-butadiene-styrene (ABS) copolymers,3902I,"Polystyrene,its copolymr -- in primary forms"
390390,Other,3902I,"Polystyrene,its copolymr -- in primary forms"
390410,"Polyvinyl chloride, not mixed with any other substances",3902M,Polyvinyl chloride -- in primary forms
390421,Other polyvinyl chloride :-- Non-plasticised,3902M,Polyvinyl chloride -- in primary forms
390422,Other polyvinyl chloride :-- Plasticised,3902M,Polyvinyl chloride -- in primary forms
390430,Vinyl chloride-vinyl acetate copolymers,3902R,"Vynil chloride,acetate copolym -- in primary forms"
390440,Other vinyl chloride copolymers,3902AA,Other polymrztion etc products
390450,Vinylidene chloride polymers,3902AA,Other polymrztion etc products
390461,Fluoro-polymers :-- Polytetrafluoroethylene,3902AA,Other polymrztion etc products
390469,Fluoro-polymers :-- Other,3902AA,Other polymrztion etc products
390490,Other,3902AA,Other polymrztion etc products
390512,Polyvinyl acetate :-- In aqueous dispersion,3902Z,Polyvinyl acetate
390519,Polyvinyl acetate :-- Other,3902Z,Polyvinyl acetate
390521,Vinyl acetate copolymers :-- In aqueous dispersion,3902Z,Polyvinyl acetate
390529,Vinyl acetate copolymers :-- Other,3902Z,Polyvinyl acetate
390530,"Polyvinyl alcohol, whether or not containing unhydrolysed acetate groups",3902AA,Other polymrztion etc products
390591,Other :-- Copolymers,3902AA,Other polymrztion etc products
390599,Other,3902AA,Other polymrztion etc products
390610,Polymethyl methacrylate,3902W,"Acrylic polymers,etc -- in primary forms"
390690,Other,3902W,"Acrylic polymers,etc -- in primary forms"
390710,Polyacetals,3901S,"Other condnsation,etc products"
390720,Other polyethers,3901S,"Other condnsation,etc products"
390730,Epoxide resins,3901P,Epoxide resins -- in primary forms
390740,Polycarbonates,3901H,"Alkyds,other polyesters -- in primary forms"
390750,Alkyd resins,3901H,"Alkyds,other polyesters -- in primary forms"
390760,Polyethylene terephthalate,3901H,"Alkyds,other polyesters -- in primary forms"
390791,Other polyesters :-- Unsaturated,3901H,"Alkyds,other polyesters -- in primary forms"
390799,Other polyesters :-- Other,3901H,"Alkyds,other polyesters -- in primary forms"
390810,"Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",3901K,Polyamides -- in primary forms
390890,Other,3901K,Polyamides -- in primary forms
390910,Urea resins; thiourea resins,3901E,Aminoplasts -- in primary forms
390920,Melamine resins,3901E,Aminoplasts -- in primary forms
390930,Other amino-resins,3901E,Aminoplasts -- in primary forms
390940,Phenolic resins,3901B,Phenoplasts -- in primary forms
390950,Polyurethanes,3901N,Polyurethanes -- in primary forms
391000,Silicones in primary forms.,3901R,Silicones
391110,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",3902AA,Other polymrztion etc products
391190,Other,3902AA,Other polymrztion etc products
391211,Cellulose acetates :-- Non-plasticised,3903D,Cellulose acetates -- non-plasticized
391212,Cellulose acetates :-- Plasticised,3903E,Cellulose acetates -- plasticized
391220,Cellulose nitrates (including collodions),3903B,Cellulose nitrates -- non-plasticized
391231,Cellulose ethers :-- Carboxymethylcellulose and its salts,3903F,"Other cellulose derivatives,non-plasticised"
391239,Cellulose ethers :-- Other,3903F,"Other cellulose derivatives,non-plasticised"
391290,Other,3903A,Regenerated cellulose
391310,"Alginic acid, its salts and esters",3906A,"Alginic acid,salts,estrs"
391390,Other,3904,Hardened proteins
391400,"Ion-exchangers based on polymers of headings Nos. 39.01 to 39.13, in primary forms.",3902A,"Ion exchangers,polymerised etc type"
391510,Of polymers of ethylene,3902E,Polyethylene -- waste and scrap
391520,Of polymers of styrene,3902L,"Polystyrene,its copolymr -- waste and scrap"
391530,Of polymers of vinyl chloride,3902Q,Polyvinyl chloride -- waste and scrap
391590,Of other plastics,3902AA,Other polymrztion etc products
391610,Of polymers of ethylene,3902C,"Polyethylene -- monofil,tubes,etc"
391620,Of polymers of vinyl chloride,3902N,"Polyvinyl chloride -- monofil,tubes,etc"
391690,Of other plastics,3902AA,Other polymrztion etc products
391710,Artificial guts (sausage casings) of hardened protein or of cellulosic materials,3907H,Othr plastc articles nes
391721,"Tubes, pipes and hoses, rigid :-- Of polymers of ethylene",3907H,Othr plastc articles nes
391722,"Tubes, pipes and hoses, rigid :-- Of polymers of propylene",3907H,Othr plastc articles nes
391723,"Tubes, pipes and hoses, rigid :-- Of polymers of vinyl chloride",3907H,Othr plastc articles nes
391729,"Tubes, pipes and hoses, rigid :-- Of other plastics",3907H,Othr plastc articles nes
391731,"Tubes, pipes and hoses, rigid :-- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",3907H,Othr plastc articles nes
391732,"Tubes, pipes and hoses, rigid :-- Other, not reinforced or otherwise combined with other materials, without fittings",3907H,Othr plastc articles nes
391733,"Tubes, pipes and hoses, rigid :-- Other, not reinforced or otherwise combined with other materials, with fittings",3907H,Othr plastc articles nes
391739,"Tubes, pipes and hoses, rigid :-- Other",3907H,Othr plastc articles nes
391740,Fittings,3907H,Othr plastc articles nes
391810,Of polymers of vinyl chloride,3902O,Pvc flooring tiles etc
391890,Of other plastics,3902O,Pvc flooring tiles etc
391910,In rolls of a width not exceeding 20 cm,3907H,Othr plastc articles nes
391990,Other,3907H,Othr plastc articles nes
392010,Of polymers of ethylene,3902D,"Polyethylene -- plates,film,strip,etc"
392020,Of polymers of propylene,3902G,"Polypropylene -- plates,film,strip,etc"
392030,Of polymers of styrene,3902K,"Polystyrene,its copolymr -- plates,film,strip,etc"
392041,Of polymers of vinyl chloride :-- Rigid,3902P,"Polyvinyl chloride -- plates,film,strip,etc"
392042,Of polymers of vinyl chloride :-- Flexible,3902P,"Polyvinyl chloride -- plates,film,strip,etc"
392051,Of acrylic polymers :-- Of polymethyl methacrylate,3902X,"Acrylic polymers,etc -- plates,film,strip,etc"
392059,Of acrylic polymers :-- Other,3902X,"Acrylic polymers,etc -- plates,film,strip,etc"
392061,"Of polycarbonates, alkyd resins, polyallyl esters or other polyesters :-- Of polycarbonates",3901I,"Alkyds,other polyesters -- plates,film,strip etc"
392062,"Of polycarbonates, alkyd resins, polyallyl esters or other polyesters :-- Of polyethylene terephthalate",3901I,"Alkyds,other polyesters -- plates,film,strip etc"
392063,"Of polycarbonates, alkyd resins, polyallyl esters or other polyesters :-- Of unsaturated polyesters",3901I,"Alkyds,other polyesters -- plates,film,strip etc"
392069,"Of polycarbonates, alkyd resins, polyallyl esters or other polyesters :-- Of other polyesters",3901I,"Alkyds,other polyesters -- plates,film,strip etc"
392071,Of cellulose or its chemical derivatives :-- Of regenerated cellulose,3903G,"Other cellulose derivatives,plasticised"
392072,Of cellulose or its chemical derivatives :-- Of vulcanised fibre,3903H,Vulcanized fibre
392073,Of cellulose or its chemical derivatives :-- Of cellulose acetate,3903G,"Other cellulose derivatives,plasticised"
392079,Of cellulose or its chemical derivatives :-- Of other cellulose derivatives,3903G,"Other cellulose derivatives,plasticised"
392091,Of other plastics :-- Of polyvinyl butyral,3902AA,Other polymrztion etc products
392092,Of other plastics :-- Of polyamides,3902AA,Other polymrztion etc products
392093,Of other plastics :-- Of amino-resins,3902AA,Other polymrztion etc products
392094,Of other plastics :-- Of phenolic resins,3902AA,Other polymrztion etc products
392099,Of other plastics :-- Of other plastics,3902AA,Other polymrztion etc products
392111,Cellular :-- Of polymers of styrene,3902AA,Other polymrztion etc products
392112,Cellular :-- Of polymers of vinyl chloride,3902AA,Other polymrztion etc products
392113,Cellular :-- Of polyurethanes,3902AA,Other polymrztion etc products
392114,Cellular :-- Of regenerated cellulose,3902AA,Other polymrztion etc products
392119,Cellular :-- Of other plastics,3902AA,Other polymrztion etc products
392190,Other,3902AA,Other polymrztion etc products
392210,"Baths, shower-baths and wash-basins",3907B,"Plstic sanitry,toilet art"
392220,Lavatory seats and covers,3907B,"Plstic sanitry,toilet art"
392290,Other,3907B,"Plstic sanitry,toilet art"
392310,"Boxes, cases, crates and similar articles",3907A,"Plastic packing containers,lids"
392321,Sacks and bags (including cones) :-- Of polymers of ethylene,3907A,"Plastic packing containers,lids"
392329,Sacks and bags (including cones) :-- Of other plastics,3907A,"Plastic packing containers,lids"
392330,"Carboys, bottles, flasks and similar articles",3907A,"Plastic packing containers,lids"
392340,"Spools, cops, bobbins and similar supports",3907A,"Plastic packing containers,lids"
392350,"Stoppers, lids, caps and other closures",3907A,"Plastic packing containers,lids"
392390,Other,3907A,"Plastic packing containers,lids"
392410,Tableware and kitchenware,3907H,Othr plastc articles nes
392490,Other,3907H,Othr plastc articles nes
392510,"Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",3907H,Othr plastc articles nes
392520,"Doors, windows and their frames and thresholds for doors",3907H,Othr plastc articles nes
392530,"Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",3907H,Othr plastc articles nes
392590,Other,3907H,Othr plastc articles nes
392610,Office or school supplies,3907D,"Plastic office,school sup"
392620,Articles of apparel and clothing accessories (including gloves),3907E,"Plastic,rubbr clothes accessories-- of artificial plastic material"
392630,"Fittings for furniture, coachwork of the like",3907H,Othr plastc articles nes
392640,Statuettes and other ornamental articles,3907H,Othr plastc articles nes
392690,Other,3907H,Othr plastc articles nes
400110,"Natural rubber latex, whether or not pre-vulcanised",4001A,Natural rubber latex
400121,Natural rubber in other forms :-- Smoked sheets,4001B,Other natural rubber
400122,Natural rubber in other forms :-- Technically specified natural rubber (TSNR),4001B,Other natural rubber
400129,Natural rubber in other forms :-- Other,4001C,"Balata,gutta-percha,gums"
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums",4001C,"Balata,gutta-percha,gums"
400211,Styrene-butadiene rubber (SBR); carboxylated styrene-butadiene rubber (XSBR) :-- Latex,4002E,Polybutadiene-styrene(sbr)
400219,Styrene-butadiene rubber (SBR); carboxylated styrene-butadiene rubber (XSBR) :-- Other,4002E,Polybutadiene-styrene(sbr)
400220,Butadiene rubber (BR),4002C,Polybutadiene rubber(br)
400231,Isobutene-isoprene (butyl) rubber (IIR); halo-isobutene-isoprene rubber (CIIR or BIIR) :-- Isobutene-isoprene (butyl) rubber (IIR),4002F,Butyl rubber(iir)
400239,Isobutene-isoprene (butyl) rubber (IIR); halo-isobutene-isoprene rubber (CIIR or BIIR) :-- Other,4002F,Butyl rubber(iir)
