HS 1996 Product Code,HS 1996 Product Description,CCCN Product Code,CCCN Product Description
400241,Chloroprene (chlorobutadiene) rubber (CR) :-- Latex,4002D,Polychlorobutadiene(cr)
400249,Chloroprene (chlorobutadiene) rubber (CR) :-- Other,4002D,Polychlorobutadiene(cr)
400251,Acrylonitrile-butadiene rubber (NBR) :-- Latex,4002G,"Other synthetic rubber,factice"
400259,Acrylonitrile-butadiene rubber (NBR) :-- Other,4002G,"Other synthetic rubber,factice"
400260,Isoprene rubber (IR),4002G,"Other synthetic rubber,factice"
400270,Ethylene-propylene-non-conjugated diene rubber (EPDM),4002G,"Other synthetic rubber,factice"
400280,Mixtures of any product of heading No. 40.01 with any product of this heading,4001A,Natural rubber latex
400291,Other :-- Latex,4002B,"Other rubber synthtc,latex"
400299,Other,4002B,"Other rubber synthtc,latex"
400300,"Reclaimed rubber in primary forms or in plates, sheets or strip.",4003,Reclaimed rubber
400400,"Waste, parings and scrap of rubber (other than hard rubber) and powders and granules obtained therefrom.",4004,Waste unhardened rubber
400510,Compounded with carbon black or silica,4005,Sheets etc rubber unvulcanised
400520,Solutions; dispersions other than those of subheading No. 4005.10,4006,"Rubber unvulcanised,shaped"
400591,"Other :-- Plates, sheets and strip",4008,Plates unhardened vulcanised rubber
400599,Other,4008,Plates unhardened vulcanised rubber
400610,Camel-back strips for retreading rubber tyres,4008,Plates unhardened vulcanised rubber
400690,Other,4006,"Rubber unvulcanised,shaped"
400700,Vulcanised rubber thread and cord.,4007,"Vulc rubber thread,cord"
400811,"Of cellular rubber :-- Plates, sheets and strip",4008,Plates unhardened vulcanised rubber
400819,Of cellular rubber :-- Other,4008,Plates unhardened vulcanised rubber
400821,"Of non-cellular rubber :-- Plates, sheets and strip",4008,Plates unhardened vulcanised rubber
400829,Of non-cellular rubber :-- Other,4008,Plates unhardened vulcanised rubber
400910,"Not reinforced or otherwise combined with other materials, without fittings",4009,Piping and tubing of unhardened vulcanised rubber
400920,"Reinforced or otherwise combined only with metal, without fittings",4009,Piping and tubing of unhardened vulcanised rubber
400930,"Reinforced or otherwise combined only with textile materials, without fittings",4009,Piping and tubing of unhardened vulcanised rubber
400940,"Reinforced or otherwise combined with other materials, without fittings",4009,Piping and tubing of unhardened vulcanised rubber
400950,With fittings,4009,Piping and tubing of unhardened vulcanised rubber
401011,Conveyor belts or belting :-- Reinforced only with metal,4010,Conveyor belts of vulcanised rubber
401012,Conveyor belts or belting :-- Reinforced only with textile materials,4010,Conveyor belts of vulcanised rubber
401013,Conveyor belts or belting :-- Reinforced only with plastics,4010,Conveyor belts of vulcanised rubber
401019,Conveyor belts or belting :-- Other,4010,Conveyor belts of vulcanised rubber
401021,"Transmission belts or belting :-- Endless transmission belts of trapezoidal cross-section (V-belts), whether or not grooved, of a circumference exceeding 60 cm but not exceeding 180 cm",4010,Conveyor belts of vulcanised rubber
401022,"Transmission belts or belting :-- Endless transmission belts of trapezoidal cross-section (V-belts), whether or not grooved, of a circumference exceeding 180 cm but not exceeding 240 cm",4010,Conveyor belts of vulcanised rubber
401023,"Transmission belts or belting :-- Endless synchronous belts, of a circumference exceeding 60 cm but not exceeding 150 cm",4010,Conveyor belts of vulcanised rubber
401024,"Transmission belts or belting :-- Endless synchronous belts, of a circumference exceeding 150 cm but not exceeding 198 cm",4010,Conveyor belts of vulcanised rubber
401029,Transmission belts or belting :-- Other,4010,Conveyor belts of vulcanised rubber
401110,Of a kind used on motor cars (including station wagons and racing cars),4011A,Tyres new for motor cars
401120,Of a kind used on buses or lorries,4011B,"Tyres,new,bus or lorry"
401130,Of a kind used on aircraft,4011C,Tyres new for aircraft
401140,Of a kind used on motorcycles,4011D,"Tyres,new,motor cycles or bicycle"
401150,Of a kind used on bicycles,4011D,"Tyres,new,motor cycles or bicycle"
401191,Other :-- Having a herring-bone or similar tread,4011F,"Tyres nes,tyre cases,etc"
401199,Other,4011F,"Tyres nes,tyre cases,etc"
401210,Retreaded tyres,4011F,"Tyres nes,tyre cases,etc"
401220,Used pneumatic tyres,4011F,"Tyres nes,tyre cases,etc"
401290,Other,4011F,"Tyres nes,tyre cases,etc"
401310,"Of a kind used on motor cars (including station wagons and racing cars), buses or lorries",4011E,Inner tubes
401320,Of a kind used on bicycles,4011E,Inner tubes
401390,Other,4011E,Inner tubes
401410,Sheath contraceptives,4012,Rubber pharmaceutical products
401490,Other,4012,Rubber pharmaceutical products
401511,Gloves :-- Surgical,4013,"Plastic,rubber clothes accessories-- of unhardened vulcanised rubber"
401519,Gloves :-- Other,4013,"Plastic,rubber clothes accessories-- of unhardened vulcanised rubber"
401590,Other,4013,"Plastic,rubber clothes accessories-- of unhardened vulcanised rubber"
401610,Of cellular rubber,4014,Other articles of vulcanised rubber
401691,Other :-- Floor coverings and mats,4014,Other articles of vulcanised rubber
401692,Other :-- Erasers,4014,Other articles of vulcanised rubber
401693,"Other :-- Gaskets, washers and other seals",4014,Other articles of vulcanised rubber
401694,"Other :-- Boat or dock fenders, whether or not inflatable",4014,Other articles of vulcanised rubber
401695,Other inflatable articles,4014,Other articles of vulcanised rubber
401699,Other,4014,Other articles of vulcanised rubber
401700,"Hard rubber (for example, ebonite) in all forms, including waste and scrap; articles of hard rubber.",4016,Articles of hardened rubber
410110,"Whole hides and skins of bovine animals, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 14 kg when fresh, wet-salted or otherwise preserved",4101B,"Calf and kip skins,raw"
410121,"Other hides and skins of bovine animals, fresh or wet-salted :-- Whole",4101A,"Bovine,equine hides,raw"
410122,"Other hides and skins of bovine animals, fresh or wet-salted :-- Butts and bends",4101A,"Bovine,equine hides,raw"
410129,"Other hides and skins of bovine animals, fresh or wet-salted :-- Other",4101A,"Bovine,equine hides,raw"
410130,"Other hides and skins of bovine animals, otherwise preserved",4101A,"Bovine,equine hides,raw"
410140,Hides and skins of equine animals,4101A,"Bovine,equine hides,raw"
410210,With wool on,4101D,Sheep skin common with wool
410221,Without wool on :-- Pickled,4101E,Sheep skin without wool
410229,Without wool on :-- Other,4101E,Sheep skin without wool
410310,Of goats or kids,4101C,"Goat and kid skins,raw"
410320,Of reptiles,4101F,"Hides and skins nes,raw"
410390,Other,4101F,"Hides and skins nes,raw"
410410,"Whole bovine skin leather, of a unit surface area not exceeding 28 square feet (2.6 m2)",4102A,Calf leather
410421,"Other bovine leather and equine leather, tanned or retanned but not further prepared, whether or not split :-- Bovine leather, vegetable pre-tanned",4102B,"Leathr bovine nes,equine"
410422,"Other bovine leather and equine leather, tanned or retanned but not further prepared, whether or not split :-- Bovine leather, otherwise pre-tanned",4102B,"Leathr bovine nes,equine"
410429,"Other bovine leather and equine leather, tanned or retanned but not further prepared, whether or not split :-- Other",4102B,"Leathr bovine nes,equine"
410431,"Other bovine leather and equine leather, parchment-dressed or prepared after tanning :-- Full grains and full grain splits",4102B,"Leathr bovine nes,equine"
410439,"Other bovine leather and equine leather, parchment-dressed or prepared after tanning :-- Other",4102B,"Leathr bovine nes,equine"
410511,"Tanned or retanned but not further prepared, whether or not split :-- Vegetable pre-tanned",4103,"Leather from sheep,lambs"
410512,"Tanned or retanned but not further prepared, whether or not split :-- Otherwise pre-tanned",4103,"Leather from sheep,lambs"
410519,"Tanned or retanned but not further prepared, whether or not split :-- Other",4103,"Leather from sheep,lambs"
410520,Parchment-dressed or prepared after tanning,4103,"Leather from sheep,lambs"
410611,"Tanned or retanned but not further prepared, whether or not split :-- Vegetable pre-tanned",4104,"Leather from goat,kid"
410612,"Tanned or retanned but not further prepared, whether or not split :-- Otherwise pre-tanned",4104,"Leather from goat,kid"
410619,"Tanned or retanned but not further prepared, whether or not split :-- Other",4104,"Leather from goat,kid"
410620,Parchment-dressed or prepared after tanning,4104,"Leather from goat,kid"
410710,Of swine,4105,Other kinds of leather
410721,Of reptiles :-- Vegetable pre-tanned,4105,Other kinds of leather
410729,Of reptiles :-- Other,4105,Other kinds of leather
410790,Of other animals,4105,Other kinds of leather
410800,Chamois (including combination chamois) leather.,4106,Chamois-dressed leather
410900,Patent leather and patent laminated leather; metallised leather.,4108,"Patent leather, metallised leather"
411000,"Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour.",4109,Waste and used leather
411100,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls.",4110,"Composition leather, etc"
420100,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any material.",4201,Saddlery and harness
420211,"Trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers :--With outer surface of leather, of composition leather or of patent leather",4202B,"Travel gds,toilet-cases"
420212,"Trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers :      With outer surface of pastics or of textile materials",4202B,"Travel gds,toilet-cases"
420219,"Trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers :-- Other",4202B,"Travel gds,toilet-cases"
420221,"Handbags, whether or not with shoulder strap, including those without handle :-- With outer surface of leather, of composition leather or of patent leather",4202A,Handbags nes
420222,"Handbags, whether or not with shoulder strap, including those without handle :-- With outer surface of plastic sheeting or of textile materials",4202A,Handbags nes
420229,"Handbags, whether or not with shoulder strap, including those without handle :-- Other",4202A,Handbags nes
420231,"Articles of a kind normally carried in the pocket or in the handbag :-- With outer surface of leather, of composition leather or of patent leather",4202D,"Other travel bags,cases"
420232,Articles of a kind normally carried in the pocket or in the handbag :-- With outer surface of plastic sheeting or of textile materials,4202D,"Other travel bags,cases"
420239,Articles of a kind normally carried in the pocket or in the handbag :-- Other,4202D,"Other travel bags,cases"
420291,"Other :-- With outer surface of leather, of composition leather or of patent leather",4202D,"Other travel bags,cases"
420292,Other :-- With outer surface of plastic sheeting or of textile materials,4202D,"Other travel bags,cases"
420299,Other,4202D,"Other travel bags,cases"
420310,Articles of apparel,4203,"Leather clothes,accessor"
420321,"Gloves, mittens and mitts :-- Specially designed for use in sports",4203,"Leather clothes,accessor"
420329,"Gloves, mittens and mitts :-- Other",4203,"Leather clothes,accessor"
420330,Belts and bandoliers,4203,"Leather clothes,accessor"
420340,Other clothing accessories,4203,"Leather clothes,accessor"
420400,"Articles of leather or of composition leather, of a kind used in machinery or mechanical appliances or for other technical uses.",4204,Leather used in industrial machinery
420500,Other articles of leather or of composition leather.,4205,Other articles of leather
420610,Catgut,4206,"Articles made from gut, etc"
420690,Other,4206,"Articles made from gut, etc"
430110,"Of mink, whole, with or without head, tail or paws",4301A,"Mink skins,raw"
430120,"Of rabbit or hare, whole, with or without head, tail or paws",4301B,"Other furskins,raw"
430130,"Of lamb, the following : Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb, whole, with or without head, tail or paws",4301B,"Other furskins,raw"
430140,"Of beaver, whole, with or without head, tail or paws",4301B,"Other furskins,raw"
430150,"Of musk-rat, whole, with or without head, tail or paws",4301B,"Other furskins,raw"
430160,"Of fox, whole, with or without head, tail or paws",4301B,"Other furskins,raw"
430170,"Of seal, whole, with or without head, tail or paws",4301B,"Other furskins,raw"
430180,"Other furskins, whole, with or without head, tail or paws",4301B,"Other furskins,raw"
